from_case,to_transaction,is_first_fraud
CC-3221,3161744,0
CC-3221,3163835,0
CC-3221,3163854,0
CC-3221,3163901,0
CC-3221,3164794,0
CC-3221,3164805,0
CC-3221,3164821,0
CC-3221,3165223,0
CC-3221,3165317,0
CC-3221,3166163,0
CC-3221,3166269,0
CC-3221,3166722,0
CC-3221,3166792,0
CC-3221,3166806,0
CC-3221,3167093,0
CC-3221,3167098,0
CC-3221,3168004,0
CC-3221,3168038,0
CC-3221,3168052,0
CC-3221,3171612,0
CC-3221,3172868,0
CC-3221,3175000,0
CC-3221,3175326,0
CC-3221,3175372,0
CC-3221,3175378,0
CC-3221,3175694,0
CC-3221,3175696,0
CC-3221,3175702,0
CC-3221,3176892,0
CC-3221,3176905,0
CC-3221,3176940,0
CC-3221,3176947,0
CC-3221,3176962,0
CC-3221,3181040,0
CC-3221,3181803,0
CC-3221,3183039,0
CC-3221,3183040,0
CC-3221,3183549,0
CC-3221,3183550,0
CC-3221,3185296,0
CC-3221,3185512,0
CC-3221,3185517,0
CC-3221,3185521,0
CC-3221,3185537,0
CC-3221,3185538,0
CC-3221,3185548,0
CC-3221,3185619,0
CC-3221,3185939,0
CC-3221,3189407,0
CC-3221,3192244,0
CC-3221,3192265,0
CC-3221,3192295,0
CC-3221,3192299,0
CC-3221,3194583,0
CC-3221,3194619,0
CC-3221,3197147,0
CC-3221,3197166,0
CC-3221,3198675,0
CC-3221,3199260,0
CC-3221,3200810,0
CC-3221,3200854,0
CC-3221,3202042,0
CC-3221,3202054,0
CC-3221,3202466,0
CC-3221,3203696,0
CC-3221,3207137,0
CC-3221,3207149,0
CC-3221,3210328,0
CC-3221,3212923,0
CC-3221,3218180,0
CC-3221,3218262,0
CC-3221,3219103,0
CC-3221,3219109,0
CC-3221,3222486,0
CC-3221,3223488,0
CC-3221,3223773,0
CC-3221,3224567,0
CC-3221,3224725,0
CC-3221,3225961,0
CC-3221,3225962,0
CC-3221,3230946,0
CC-3221,3230976,0
CC-3221,3230987,0
CC-3221,3231020,0
CC-3221,3231032,0
CC-3221,3231047,0
CC-3221,3231049,0
CC-3221,3231054,0
CC-3221,3231075,0
CC-3221,3231078,0
CC-3221,3231083,0
CC-3221,3231102,0
CC-3221,3231106,0
CC-3221,3231111,0
CC-3221,3231121,0
CC-3221,3231144,0
CC-3221,3231477,0
CC-3221,3233091,0
CC-3221,3233153,0
CC-3221,3233796,0
CC-3221,3238608,0
CC-3221,3239693,0
CC-3221,3241090,0
CC-3221,3243986,0
CC-3221,3244960,0
CC-3221,3248165,0
CC-3222,3246519,1
CC-3222,3246536,0
CC-3222,3246595,0
CC-3222,3246665,0
CC-3223,3246231,1
CC-3224,3240400,1
CC-3224,3241231,0
CC-3224,3242620,0
CC-3224,3247185,0
CC-3224,3247256,0
CC-3225,3248295,1
CC-3226,3245161,1
CC-3226,3247421,0
CC-3227,3246173,1
CC-3228,3247863,1
CC-3228,3247916,0
CC-3229,3245944,1
CC-3230,3247990,1
CC-3231,3248454,0
CC-3232,3247210,1
CC-3233,3248971,1
CC-3234,3248331,1
CC-3235,3246223,1
CC-3236,3241893,1
CC-3236,3242100,0
CC-3236,3242103,0
CC-3236,3243302,0
CC-3236,3247676,0
CC-3236,3247722,0
CC-3236,3248696,0
CC-3237,3244445,1
CC-3237,3246320,0
CC-3238,3248001,1
CC-3239,3248340,1
CC-3239,3248341,0
CC-3239,3248343,0
CC-3240,3249384,1
CC-3240,3249392,0
CC-3240,3249476,0
CC-3241,3248935,1
CC-3242,3240951,1
CC-3242,3244288,0
CC-3242,3248854,0
CC-3242,3248941,0
CC-3242,3248993,0
CC-3243,3246622,1
CC-3244,3249341,1
CC-3245,3249361,0
CC-3246,3245781,1
CC-3246,3245824,0
CC-3246,3245829,0
CC-3246,3250153,0
CC-3247,3247429,1
CC-3248,3205572,1
CC-3248,3205616,0
CC-3248,3205973,0
CC-3248,3208897,0
CC-3248,3213486,0
CC-3248,3213508,0
CC-3248,3213825,0
CC-3248,3216952,0
CC-3248,3217016,0
CC-3248,3217264,0
CC-3248,3219737,0
CC-3248,3222140,0
CC-3248,3223262,0
CC-3248,3225388,0
CC-3248,3227884,0
CC-3248,3229590,0
CC-3248,3229652,0
CC-3248,3229661,0
CC-3248,3233970,0
CC-3248,3238420,0
CC-3248,3238431,0
CC-3248,3238599,0
CC-3248,3238607,0
CC-3248,3239042,0
CC-3248,3239189,0
CC-3248,3239276,0
CC-3248,3241115,0
CC-3248,3241953,0
CC-3248,3242072,0
CC-3248,3244965,0
CC-3248,3246261,0
CC-3248,3248203,0
CC-3249,3247791,1
CC-3250,3241114,1
CC-3250,3241138,0
CC-3250,3241145,0
CC-3250,3241182,0
CC-3250,3241978,0
CC-3250,3243219,0
CC-3250,3243271,0
CC-3250,3243281,0
CC-3250,3244658,0
CC-3250,3245848,0
CC-3250,3245914,0
CC-3250,3245983,0
CC-3250,3245985,0
CC-3250,3245989,0
CC-3250,3246441,0
CC-3250,3246881,0
CC-3250,3247453,0
CC-3250,3247511,0
CC-3250,3248304,0
CC-3251,3250206,1
CC-3251,3250721,0
CC-3252,3248061,1
CC-3253,3249976,1
CC-3254,3248574,1
CC-3254,3248604,0
CC-3255,3247907,1
CC-3256,3248070,1
CC-3257,3249592,1
CC-3258,3248494,1
CC-3259,3250073,1
CC-3260,3249581,1
CC-3261,3248376,1
CC-3261,3248389,0
CC-3262,3234930,1
CC-3262,3241348,0
CC-3262,3241805,0
CC-3262,3241824,0
CC-3262,3241829,0
CC-3262,3241851,0
CC-3262,3241989,0
CC-3262,3242002,0
CC-3262,3247444,0
CC-3262,3249673,0
CC-3263,3249953,1
CC-3264,3248320,1
CC-3265,3240857,1
CC-3265,3245452,0
CC-3265,3245471,0
CC-3265,3245472,0
CC-3265,3245501,0
CC-3265,3249293,0
CC-3265,3249304,0
CC-3265,3249347,0
CC-3266,3249945,1
CC-3267,3249122,1
CC-3268,3250266,1
CC-3269,3249629,1
CC-3270,3251258,0
CC-3271,3231140,1
CC-3271,3236645,0
CC-3271,3236697,0
CC-3271,3239262,0
CC-3271,3244751,0
CC-3271,3244926,0
CC-3271,3244959,0
CC-3271,3244997,0
CC-3271,3249182,0
CC-3271,3249194,0
CC-3271,3249201,0
CC-3271,3249207,0
CC-3271,3249216,0
CC-3271,3249222,0
CC-3271,3249259,0
CC-3271,3249270,0
CC-3272,3250641,1
CC-3272,3250669,0
CC-3273,3249108,1
CC-3273,3249669,0
CC-3274,3251507,1
CC-3275,3248818,1
CC-3276,3249789,1
CC-3277,3239818,1
CC-3277,3239830,0
CC-3277,3239848,0
CC-3277,3242094,0
CC-3277,3243242,0
CC-3277,3248109,0
CC-3277,3250676,0
CC-3278,3248870,1
CC-3279,3251854,1
CC-3280,3251277,1
CC-3281,3251822,0
CC-3282,3250944,1
CC-3282,3251742,0
CC-3282,3251752,0
CC-3283,3249296,1
CC-3284,3249200,1
CC-3284,3249262,0
CC-3285,3251040,1
CC-3285,3252188,0
CC-3285,3252241,0
CC-3286,3249412,1
CC-3286,3249985,0
CC-3287,3249593,1
CC-3287,3250047,0
CC-3288,3233885,1
CC-3288,3240016,0
CC-3288,3241946,0
CC-3288,3242701,0
CC-3288,3245263,0
CC-3288,3245274,0
CC-3288,3251100,0
CC-3288,3251112,0
CC-3289,3253029,1
CC-3290,3250559,1
CC-3290,3250951,0
CC-3291,3252340,1
CC-3292,3250993,1
CC-3293,3251917,1
CC-3293,3252011,0
CC-3294,3251232,1
CC-3295,3250925,1
CC-3296,3253862,0
CC-3297,3248488,1
CC-3297,3251893,0
CC-3298,3251912,1
CC-3299,3252843,1
CC-3300,3252587,1
CC-3301,3251616,1
CC-3302,3250693,1
CC-3302,3252120,0
CC-3303,3253351,1
CC-3304,3253380,1
CC-3305,3253770,1
CC-3306,3254196,1
CC-3307,3245749,1
CC-3307,3251351,0
CC-3308,3253543,1
CC-3309,3244031,1
CC-3309,3244037,0
CC-3309,3244073,0
CC-3309,3244095,0
CC-3309,3244100,0
CC-3309,3246829,0
CC-3309,3246909,0
CC-3309,3252707,0
CC-3309,3253110,0
CC-3310,3238182,1
CC-3310,3242252,0
CC-3310,3246569,0
CC-3310,3252394,0
CC-3310,3254539,0
CC-3311,3253729,1
CC-3312,3250260,1
CC-3312,3250324,0
CC-3312,3252767,0
CC-3313,3235722,1
CC-3313,3239389,0
CC-3313,3239430,0
CC-3313,3245451,0
CC-3313,3250448,0
CC-3313,3254380,0
CC-3314,3252859,1
CC-3314,3252882,0
CC-3315,3254177,1
CC-3315,3254180,0
CC-3316,3255775,0
CC-3317,3252839,1
CC-3318,3254551,1
CC-3319,3227040,1
CC-3319,3227056,0
CC-3319,3230571,0
CC-3319,3230714,0
CC-3319,3235464,0
CC-3319,3236013,0
CC-3319,3236017,0
CC-3319,3236395,0
CC-3319,3236442,0
CC-3319,3236484,0
CC-3319,3239504,0
CC-3319,3239540,0
CC-3319,3239802,0
CC-3319,3240934,0
CC-3319,3240946,0
CC-3319,3245146,0
CC-3319,3250452,0
CC-3319,3250519,0
CC-3319,3252658,0
CC-3319,3252758,0
CC-3319,3253306,0
CC-3320,3255359,1
CC-3321,3253836,1
CC-3322,3253847,1
CC-3322,3253870,0
CC-3322,3254310,0
CC-3322,3254327,0
CC-3322,3254328,0
CC-3323,3254826,1
CC-3323,3255684,0
CC-3324,3255246,1
CC-3325,3253701,1
CC-3325,3253783,0
CC-3326,3240298,1
CC-3326,3241922,0
CC-3326,3241973,0
CC-3326,3241996,0
CC-3326,3245558,0
CC-3326,3245617,0
CC-3326,3248561,0
CC-3326,3251772,0
CC-3326,3251802,0
CC-3326,3254415,0
CC-3327,3252324,1
CC-3327,3252393,0
CC-3327,3254075,0
CC-3328,3255582,1
CC-3329,3255743,1
CC-3330,3254817,1
CC-3330,3254856,0
CC-3331,3248584,1
CC-3331,3248585,0
CC-3331,3248787,0
CC-3331,3254461,0
CC-3331,3255004,0
CC-3332,3256842,0
CC-3333,3252478,1
CC-3333,3252771,0
CC-3333,3252822,0
CC-3333,3252942,0
CC-3333,3253182,0
CC-3333,3254706,0
CC-3334,3256472,1
CC-3335,3255847,1
CC-3336,3254099,1
CC-3336,3254117,0
CC-3336,3254125,0
CC-3336,3254128,0
CC-3336,3254129,0
CC-3337,3250956,1
CC-3337,3256799,0
CC-3338,3254192,1
CC-3339,3256855,1
CC-3340,3254015,1
CC-3341,3257008,1
CC-3342,3254661,1
CC-3343,3255594,1
CC-3344,3256094,1
CC-3345,3256847,1
CC-3346,3254515,1
CC-3347,3249268,1
CC-3347,3249306,0
CC-3347,3252292,0
CC-3347,3253796,0
CC-3347,3254787,0
CC-3347,3254794,0
CC-3348,3256497,1
CC-3349,3256688,1
CC-3350,3254832,1
CC-3351,3255207,1
CC-3351,3255857,0
CC-3351,3255872,0
CC-3352,3257285,1
CC-3353,3256999,1
CC-3354,3257195,0
CC-3355,3234995,1
CC-3355,3235710,0
CC-3355,3241150,0
CC-3355,3241400,0
CC-3355,3241403,0
CC-3355,3241418,0
CC-3355,3241427,0
CC-3355,3242739,0
CC-3355,3242747,0
CC-3355,3243749,0
CC-3355,3243799,0
CC-3355,3244323,0
CC-3355,3246563,0
CC-3355,3248836,0
CC-3355,3249192,0
CC-3355,3249695,0
CC-3355,3249716,0
CC-3355,3251986,0
CC-3355,3252021,0
CC-3355,3252052,0
CC-3355,3252075,0
CC-3355,3252102,0
CC-3355,3252109,0
CC-3355,3254505,0
CC-3355,3254538,0
CC-3356,3255355,1
CC-3357,3253250,1
CC-3357,3256643,0
CC-3358,3247877,1
CC-3358,3247908,0
CC-3358,3249385,0
CC-3358,3252879,0
CC-3358,3255352,0
CC-3358,3257003,0
CC-3358,3257096,0
CC-3359,3257019,1
CC-3359,3257046,0
CC-3360,3257822,0
CC-3361,3255448,1
CC-3361,3257179,0
CC-3362,3257984,0
CC-3363,3255602,1
CC-3364,3251151,1
CC-3364,3256055,0
CC-3365,3257164,1
CC-3365,3257173,0
CC-3366,3257733,0
CC-3367,3256966,1
CC-3368,3258257,1
CC-3369,3254844,1
CC-3369,3254904,0
CC-3370,3256793,1
CC-3370,3257167,0
CC-3370,3257170,0
CC-3371,3256208,1
CC-3371,3256257,0
CC-3371,3256269,0
CC-3372,3255645,1
CC-3373,3252894,1
CC-3373,3252922,0
CC-3373,3252924,0
CC-3373,3252958,0
CC-3373,3252990,0
CC-3373,3255877,0
CC-3374,3256142,1
CC-3374,3256835,0
CC-3375,3257492,1
CC-3376,3255288,1
CC-3376,3255312,0
CC-3377,3258749,1
CC-3378,3257041,1
CC-3378,3258162,0
CC-3379,3259407,0
CC-3380,3258550,1
CC-3380,3258589,0
CC-3381,3259250,1
CC-3382,3252291,1
CC-3382,3252837,0
CC-3382,3252852,0
CC-3382,3252856,0
CC-3382,3258432,0
CC-3382,3258444,0
CC-3383,3256135,1
CC-3383,3256146,0
CC-3383,3256156,0
CC-3383,3256164,0
CC-3384,3259723,1
CC-3385,3259275,0
CC-3386,3256931,1
CC-3386,3256961,0
CC-3387,3259580,0
CC-3388,3258366,1
CC-3388,3258694,0
CC-3389,3259077,1
CC-3390,3259932,1
CC-3391,3257375,1
CC-3392,3258051,1
CC-3393,3259762,1
CC-3394,3259209,1
CC-3394,3259416,0
CC-3394,3259424,0
CC-3394,3259514,0
CC-3394,3259519,0
CC-3395,3258551,1
CC-3395,3258582,0
CC-3395,3258653,0
CC-3396,3259757,1
CC-3397,3259915,1
CC-3398,3258127,1
CC-3399,3257288,1
CC-3400,3259249,1
CC-3401,3257151,1
CC-3401,3257157,0
CC-3401,3257165,0
CC-3401,3259034,0
CC-3402,3258460,1
CC-3403,3255591,1
CC-3403,3260270,0
CC-3403,3260282,0
CC-3404,3259904,1
CC-3405,3251835,1
CC-3405,3252746,0
CC-3405,3253546,0
CC-3405,3254209,0
CC-3405,3254210,0
CC-3405,3254211,0
CC-3405,3257185,0
CC-3405,3259693,0
CC-3405,3260042,0
CC-3406,3260055,0
CC-3407,3261147,0
CC-3408,3252606,1
CC-3408,3252717,0
CC-3408,3252863,0
CC-3408,3252968,0
CC-3408,3256660,0
CC-3408,3261137,0
CC-3409,3259220,1
CC-3410,3259695,1
CC-3410,3259718,0
CC-3411,3261611,0
CC-3412,3261557,0
CC-3413,3261536,0
CC-3414,3262008,1
CC-3415,3262576,1
CC-3416,3262756,0
CC-3417,3260655,1
CC-3418,3256209,1
CC-3418,3257662,0
CC-3418,3261055,0
CC-3419,3244570,1
CC-3419,3249495,0
CC-3419,3249559,0
CC-3419,3249617,0
CC-3419,3249785,0
CC-3419,3249786,0
CC-3419,3253549,0
CC-3419,3255908,0
CC-3419,3255955,0
CC-3419,3258823,0
CC-3419,3261298,0
CC-3420,3262126,1
CC-3421,3259737,1
CC-3422,3262531,1
CC-3422,3262544,0
CC-3423,3260634,1
CC-3424,3262013,1
CC-3425,3262785,1
CC-3426,3258676,1
CC-3426,3261993,0
CC-3427,3261965,1
CC-3428,3260024,1
CC-3429,3261334,1
CC-3430,3260058,1
CC-3431,3262711,1
CC-3432,3255341,1
CC-3432,3255442,0
CC-3432,3255461,0
CC-3432,3255612,0
CC-3432,3259644,0
CC-3432,3260979,0
CC-3432,3261017,0
CC-3432,3261794,0
CC-3432,3261823,0
CC-3432,3262995,0
CC-3433,3260900,1
CC-3434,3257628,1
CC-3434,3257634,0
CC-3434,3261102,0
CC-3434,3262200,0
CC-3435,3263142,0
CC-3436,3259287,1
CC-3436,3259316,0
CC-3436,3260033,0
CC-3436,3260034,0
CC-3436,3260037,0
CC-3436,3260038,0
CC-3436,3260040,0
CC-3436,3260481,0
CC-3436,3260548,0
CC-3437,3262974,1
CC-3438,3263742,1
CC-3439,3255549,1
CC-3439,3256630,0
CC-3439,3262275,0
CC-3440,3259942,1
CC-3440,3259967,0
CC-3440,3263881,0
CC-3441,3261977,1
CC-3441,3262147,0
CC-3442,3262415,1
CC-3443,3260574,1
CC-3443,3260632,0
CC-3444,3261843,1
CC-3444,3261926,0
CC-3445,3261299,1
CC-3446,3264686,1
CC-3446,3264752,0
CC-3446,3264765,0
CC-3446,3264771,0
CC-3447,3258704,1
CC-3447,3263086,0
CC-3448,3259142,1
CC-3448,3259550,0
CC-3448,3259902,0
CC-3448,3259912,0
CC-3448,3260969,0
CC-3448,3261062,0
CC-3448,3261427,0
CC-3448,3261659,0
CC-3448,3262597,0
CC-3448,3262641,0
CC-3449,3258427,1
CC-3449,3261107,0
CC-3449,3261740,0
CC-3449,3261862,0
CC-3449,3261903,0
CC-3450,3256420,1
CC-3450,3257050,0
CC-3450,3257127,0
CC-3450,3258808,0
CC-3450,3259216,0
CC-3450,3261962,0
CC-3451,3265265,1
CC-3452,3262604,1
CC-3452,3262663,0
CC-3452,3262682,0
CC-3453,3261550,1
CC-3454,3264140,1
CC-3455,3264570,1
CC-3456,3263485,1
CC-3457,3263855,1
CC-3457,3263910,0
CC-3458,3265193,0
CC-3459,3265023,1
CC-3459,3265259,0
CC-3460,3264288,1
CC-3460,3265627,0
CC-3461,3246719,1
CC-3461,3247246,0
CC-3461,3250307,0
CC-3461,3250436,0
CC-3461,3253925,0
CC-3461,3254002,0
CC-3461,3256649,0
CC-3461,3256783,0
CC-3461,3256823,0
CC-3461,3259977,0
CC-3461,3259978,0
CC-3461,3259979,0
CC-3461,3262897,0
CC-3461,3262960,0
CC-3461,3262973,0
CC-3461,3262981,0
CC-3461,3265827,0
CC-3462,3263337,1
CC-3463,3265897,0
CC-3464,3264087,1
CC-3464,3264104,0
CC-3465,3265715,0
CC-3466,3263274,1
CC-3467,3265865,1
CC-3467,3265877,0
CC-3468,3265506,1
CC-3469,3258722,1
CC-3469,3261816,0
CC-3469,3262401,0
CC-3469,3263336,0
CC-3470,3249046,1
CC-3470,3251528,0
CC-3470,3251549,0
CC-3470,3251558,0
CC-3470,3251604,0
CC-3470,3251739,0
CC-3470,3252168,0
CC-3470,3256066,0
CC-3470,3257560,0
CC-3470,3259298,0
CC-3470,3260312,0
CC-3470,3263452,0
CC-3471,3262962,1
CC-3471,3262965,0
CC-3471,3262966,0
CC-3471,3262970,0
CC-3471,3262971,0
CC-3472,3264551,1
CC-3473,3263004,1
CC-3474,3263147,1
CC-3475,3266298,0
CC-3476,3262255,1
CC-3476,3262926,0
CC-3476,3263026,0
CC-3477,3262969,1
CC-3477,3263534,0
CC-3477,3263814,0
CC-3477,3263825,0
CC-3478,3265472,1
CC-3479,3265629,1
CC-3480,3264631,1
CC-3481,3265578,1
CC-3482,3266180,0
CC-3483,3264780,1
CC-3484,3267451,0
CC-3485,3264672,1
CC-3486,3264837,1
CC-3486,3267189,0
CC-3487,3265486,1
CC-3488,3266778,1
CC-3489,3264406,1
CC-3489,3265371,0
CC-3489,3266460,0
CC-3490,3266655,1
CC-3490,3266665,0
CC-3490,3266696,0
CC-3491,3214820,1
CC-3491,3216948,0
CC-3491,3220299,0
CC-3491,3221822,0
CC-3491,3222780,0
CC-3491,3224562,0
CC-3491,3224595,0
CC-3491,3224744,0
CC-3491,3225422,0
CC-3491,3225676,0
CC-3491,3227098,0
CC-3491,3227120,0
CC-3491,3227129,0
CC-3491,3228463,0
CC-3491,3232345,0
CC-3491,3232845,0
CC-3491,3234219,0
CC-3491,3234352,0
CC-3491,3237108,0
CC-3491,3237199,0
CC-3491,3237616,0
CC-3491,3237634,0
CC-3491,3237685,0
CC-3491,3242723,0
CC-3491,3243754,0
CC-3491,3245294,0
CC-3491,3247593,0
CC-3491,3250640,0
CC-3491,3251153,0
CC-3491,3251158,0
CC-3491,3252310,0
CC-3491,3252336,0
CC-3491,3253510,0
CC-3491,3255378,0
CC-3491,3255422,0
CC-3491,3255452,0
CC-3491,3255453,0
CC-3491,3255458,0
CC-3491,3255465,0
CC-3491,3255494,0
CC-3491,3255608,0
CC-3491,3258564,0
CC-3491,3258871,0
CC-3491,3259821,0
CC-3491,3262703,0
CC-3491,3262742,0
CC-3491,3262751,0
CC-3491,3262759,0
CC-3491,3263976,0
CC-3491,3264522,0
CC-3491,3264991,0
CC-3492,3267591,1
CC-3493,3267360,1
CC-3493,3268095,0
CC-3494,3258857,1
CC-3494,3258993,0
CC-3494,3264410,0
CC-3495,3264611,1
CC-3496,3265041,1
CC-3497,3265878,1
CC-3498,3268128,0
CC-3499,3265862,1
CC-3500,3264571,1
CC-3501,3268057,1
CC-3501,3268067,0
CC-3501,3268092,0
CC-3501,3268100,0
CC-3501,3268339,0
CC-3501,3268371,0
CC-3502,3268050,1
CC-3503,3265722,1
CC-3504,3268812,1
CC-3505,3266171,1
CC-3506,3268591,0
CC-3507,3266012,1
CC-3508,3262989,1
CC-3508,3262992,0
CC-3508,3264171,0
CC-3508,3265924,0
CC-3509,3267154,1
CC-3510,3266983,1
CC-3511,3263006,1
CC-3511,3263009,0
CC-3511,3265920,0
CC-3511,3265923,0
CC-3511,3267505,0
CC-3511,3268846,0
CC-3511,3268854,0
CC-3511,3268874,0
CC-3511,3268882,0
CC-3511,3268894,0
CC-3511,3268907,0
CC-3511,3268979,0
CC-3511,3268984,0
CC-3511,3268985,0
CC-3512,3268687,1
CC-3513,3266150,1
CC-3514,3237064,1
CC-3514,3238616,0
CC-3514,3238625,0
CC-3514,3238673,0
CC-3514,3238851,0
CC-3514,3238880,0
CC-3514,3242235,0
CC-3514,3242247,0
CC-3514,3242275,0
CC-3514,3242340,0
CC-3514,3248396,0
CC-3514,3249282,0
CC-3514,3251707,0
CC-3514,3251872,0
CC-3514,3251892,0
CC-3514,3251996,0
CC-3514,3252175,0
CC-3514,3253071,0
CC-3514,3257908,0
CC-3514,3257951,0
CC-3514,3257999,0
CC-3514,3260964,0
CC-3514,3261424,0
CC-3514,3266565,0
CC-3515,3269193,0
CC-3516,3268900,1
CC-3517,3266918,1
CC-3518,3269043,1
CC-3519,3268800,1
CC-3520,3269528,0
CC-3521,3269749,0
CC-3522,3268958,1
CC-3522,3268969,0
CC-3523,3267608,1
CC-3524,3256942,1
CC-3524,3262289,0
CC-3524,3265116,0
CC-3524,3265759,0
CC-3524,3266890,0
CC-3524,3268212,0
CC-3524,3268310,0
CC-3524,3268960,0
CC-3524,3269018,0
CC-3525,3267764,1
CC-3526,3269147,1
CC-3526,3269152,0
CC-3527,3266566,1
CC-3528,3205413,1
CC-3528,3207317,0
CC-3528,3211637,0
CC-3528,3211709,0
CC-3528,3211989,0
CC-3528,3212773,0
CC-3528,3214359,0
CC-3528,3214528,0
CC-3528,3214569,0
CC-3528,3214593,0
CC-3528,3214595,0
CC-3528,3214607,0
CC-3528,3214677,0
CC-3528,3214680,0
CC-3528,3214712,0
CC-3528,3215035,0
CC-3528,3215101,0
CC-3528,3215197,0
CC-3528,3215242,0
CC-3528,3215336,0
CC-3528,3215396,0
CC-3528,3215556,0
CC-3528,3215855,0
CC-3528,3215872,0
CC-3528,3215993,0
CC-3528,3216038,0
CC-3528,3216055,0
CC-3528,3217660,0
CC-3528,3217668,0
CC-3528,3218349,0
CC-3528,3218500,0
CC-3528,3218958,0
CC-3528,3218983,0
CC-3528,3220078,0
CC-3528,3220216,0
CC-3528,3220227,0
CC-3528,3220729,0
CC-3528,3220782,0
CC-3528,3221902,0
CC-3528,3222384,0
CC-3528,3222429,0
CC-3528,3223273,0
CC-3528,3223340,0
CC-3528,3223387,0
CC-3528,3223413,0
CC-3528,3223462,0
CC-3528,3224078,0
CC-3528,3224086,0
CC-3528,3224417,0
CC-3528,3224583,0
CC-3528,3224681,0
CC-3528,3224718,0
CC-3528,3224764,0
CC-3528,3224863,0
CC-3528,3224864,0
CC-3528,3225097,0
CC-3528,3225125,0
CC-3528,3225206,0
CC-3528,3225753,0
CC-3528,3225793,0
CC-3528,3226185,0
CC-3528,3226211,0
CC-3528,3226287,0
CC-3528,3226292,0
CC-3528,3226507,0
CC-3528,3226686,0
CC-3528,3226739,0
CC-3528,3227727,0
CC-3528,3227767,0
CC-3528,3227771,0
CC-3528,3227800,0
CC-3528,3228018,0
CC-3528,3228168,0
CC-3528,3228386,0
CC-3528,3228395,0
CC-3528,3228406,0
CC-3528,3228568,0
CC-3528,3229960,0
CC-3528,3230014,0
CC-3528,3230021,0
CC-3528,3231373,0
CC-3528,3231420,0
CC-3528,3231439,0
CC-3528,3231448,0
CC-3528,3231457,0
CC-3528,3231478,0
CC-3528,3231488,0
CC-3528,3231507,0
CC-3528,3231529,0
CC-3528,3231552,0
CC-3528,3231563,0
CC-3528,3231582,0
CC-3528,3231619,0
CC-3528,3231622,0
CC-3528,3231645,0
CC-3528,3231648,0
CC-3528,3231672,0
CC-3528,3232652,0
CC-3528,3232671,0
CC-3528,3232763,0
CC-3528,3232798,0
CC-3528,3232825,0
CC-3528,3234266,0
CC-3528,3234402,0
CC-3528,3234452,0
CC-3528,3238654,0
CC-3528,3238692,0
CC-3528,3239573,0
CC-3528,3239707,0
CC-3528,3239833,0
CC-3528,3239975,0
CC-3528,3240191,0
CC-3528,3240193,0
CC-3528,3240211,0
CC-3528,3240334,0
CC-3528,3240372,0
CC-3528,3240481,0
CC-3528,3240508,0
CC-3528,3240666,0
CC-3528,3242033,0
CC-3528,3242045,0
CC-3528,3242059,0
CC-3528,3242065,0
CC-3528,3243444,0
CC-3528,3243900,0
CC-3528,3243917,0
CC-3528,3243941,0
CC-3528,3245322,0
CC-3528,3246134,0
CC-3528,3246375,0
CC-3528,3246921,0
CC-3528,3246924,0
CC-3528,3248586,0
CC-3528,3248708,0
CC-3528,3248712,0
CC-3528,3248713,0
CC-3528,3248794,0
CC-3528,3248865,0
CC-3528,3248882,0
CC-3528,3248977,0
CC-3528,3249305,0
CC-3528,3249373,0
CC-3528,3249377,0
CC-3528,3249529,0
CC-3528,3249571,0
CC-3528,3249619,0
CC-3528,3249735,0
CC-3528,3249746,0
CC-3528,3249846,0
CC-3528,3249856,0
CC-3528,3249902,0
CC-3528,3249981,0
CC-3528,3250121,0
CC-3528,3250281,0
CC-3528,3250750,0
CC-3528,3250878,0
CC-3528,3251147,0
CC-3528,3251150,0
CC-3528,3251170,0
CC-3528,3251183,0
CC-3528,3251212,0
CC-3528,3251214,0
CC-3528,3251215,0
CC-3528,3252197,0
CC-3528,3252313,0
CC-3528,3252428,0
CC-3528,3252455,0
CC-3528,3252565,0
CC-3528,3252730,0
CC-3528,3253014,0
CC-3528,3253069,0
CC-3528,3253205,0
CC-3528,3253339,0
CC-3528,3253394,0
CC-3528,3255641,0
CC-3528,3255673,0
CC-3528,3255687,0
CC-3528,3255749,0
CC-3528,3255765,0
CC-3528,3255800,0
CC-3528,3256262,0
CC-3528,3256304,0
CC-3528,3256406,0
CC-3528,3256816,0
CC-3528,3256858,0
CC-3528,3257024,0
CC-3528,3258059,0
CC-3528,3259989,0
CC-3528,3260004,0
CC-3528,3260178,0
CC-3528,3261063,0
CC-3528,3261082,0
CC-3528,3261150,0
CC-3528,3261155,0
CC-3528,3261277,0
CC-3528,3261287,0
CC-3528,3261335,0
CC-3528,3261454,0
CC-3528,3261608,0
CC-3528,3261647,0
CC-3528,3262690,0
CC-3528,3262768,0
CC-3528,3262864,0
CC-3528,3262869,0
CC-3528,3262886,0
CC-3528,3262893,0
CC-3528,3262920,0
CC-3528,3262929,0
CC-3528,3264138,0
CC-3528,3267213,0
CC-3528,3267343,0
CC-3529,3266892,1
CC-3530,3267624,1
CC-3531,3268388,1
CC-3532,3267053,1
CC-3532,3267078,0
CC-3532,3267087,0
CC-3532,3267120,0
CC-3533,3268736,1
CC-3534,3269166,1
CC-3535,3255880,1
CC-3535,3257462,0
CC-3535,3260887,0
CC-3535,3260962,0
CC-3535,3265199,0
CC-3535,3266669,0
CC-3535,3270690,0
CC-3536,3269425,1
CC-3536,3269446,0
CC-3537,3263436,1
CC-3537,3268025,0
