case_id,customer_id,card_id,opened_at,closed_at,outcome,pattern,exposure_usd,report_filed,actions_taken,analyst_notes,txn_ids,connected_card_ids
CC-2863,C09735,C09735-K1,2016-09-01 01:14:25,2016-09-03 22:14:25,confirmed_fraud,out_of_region_use,1107.99,Yes,CREATE_CASE|BLOCK_CARD|FILE_REPORT,"Case CC-2863: cardholder C09735 reported unrecognized activity on card C09735-K1. 2 transaction(s) between 2016-08-30 and 2016-08-30 totaling $1,107.99 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3220751|3220856,
CC-2864,C01638,C01638-K1,2016-09-01 01:38:35,2016-09-03 12:38:35,confirmed_fraud,card_not_present_fraud,1499.91,Yes,CREATE_CASE|BLOCK_CARD|FILE_REPORT,"Case CC-2864: cardholder C01638 reported unrecognized activity on card C01638-K1. 1 transaction(s) between 2016-08-31 and 2016-08-31 totaling $1,499.91 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on firefox generic. Card blocked and reissued. Customer reimbursed.",3222073,
CC-2865,C00750,C00750-K2,2016-09-01 01:57:27,2016-09-06 18:57:27,confirmed_fraud,card_not_present_new_device,59.97,No,CREATE_CASE|BLOCK_CARD,"Case CC-2865: cardholder C00750 reported unrecognized activity on card C00750-K2. 1 transaction(s) between 2016-08-31 and 2016-08-31 totaling $59.97 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a MacOS on chrome 63.0. Card blocked and reissued. Customer reimbursed.",3223053,
CC-2866,C05509,C05509-K1,2016-09-01 02:16:54,2016-09-02 18:16:54,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-2866: model scored a $150.00 transaction at 0.96. Cardholder confirmed travel to the billing region in question. Alert cleared.,3222910,
CC-2867,C06800,C06800-K1,2016-09-01 02:38:02,2016-09-02 06:38:02,confirmed_fraud,card_not_present_fraud,50.01,No,CREATE_CASE|BLOCK_CARD,Case CC-2867: cardholder C06800 reported unrecognized activity on card C06800-K1. 1 transaction(s) between 2016-08-31 and 2016-08-31 totaling $50.01 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.,3221974,
CC-2868,C04828,C04828-K2,2016-09-01 02:49:21,2016-09-02 13:49:21,confirmed_fraud,card_not_present_fraud,99.94,No,CREATE_CASE|BLOCK_CARD,Case CC-2868: cardholder C04828 reported unrecognized activity on card C04828-K2. 1 transaction(s) between 2016-08-31 and 2016-08-31 totaling $99.94 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.,3222144,
CC-2869,C02502,C02502-K2,2016-09-01 03:47:46,2016-09-04 23:47:46,confirmed_fraud,out_of_region_use,287.59,No,CREATE_CASE|BLOCK_CARD,"Case CC-2869: cardholder C02502 reported unrecognized activity on card C02502-K2. 4 transaction(s) between 2016-08-31 and 2016-08-31 totaling $287.59 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3223483|3223520|3224021|3224041,
CC-2870,C02250,C02250-K2,2016-09-01 04:12:26,2016-09-05 22:12:26,confirmed_fraud,out_of_region_use,164.05,No,CREATE_CASE|BLOCK_CARD,"Case CC-2870: cardholder C02250 reported unrecognized activity on card C02250-K2. 2 transaction(s) between 2016-08-30 and 2016-08-30 totaling $164.05 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3218465|3220848,
CC-2871,C00329,C00329-K2,2016-09-01 04:36:09,2016-09-05 15:36:09,confirmed_fraud,out_of_region_use,34.04,No,CREATE_CASE|BLOCK_CARD,"Case CC-2871: cardholder C00329 reported unrecognized activity on card C00329-K2. 1 transaction(s) between 2016-08-31 and 2016-08-31 totaling $34.04 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3222367,
CC-2872,C06464,C06464-K1,2016-09-01 05:29:13,2016-09-03 23:29:13,confirmed_fraud,card_not_present_fraud,137.47,No,CREATE_CASE|BLOCK_CARD,Case CC-2872: cardholder C06464 reported unrecognized activity on card C06464-K1. 6 transaction(s) between 2016-08-30 and 2016-08-30 totaling $137.47 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SM-A510M Build/MMB29K on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.,3220907|3221011|3221029|3221032|3221110|3221132,
CC-2873,C02284,C02284-K1,2016-09-01 05:31:22,2016-09-02 23:31:22,confirmed_fraud,account_takeover,117.06,No,CREATE_CASE|BLOCK_CARD,Case CC-2873: cardholder C02284 reported unrecognized activity on card C02284-K1. 1 transaction(s) between 2016-08-30 and 2016-08-30 totaling $117.06 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,3221136,
CC-2874,C07648,C07648-K2,2016-09-01 05:43:11,2016-09-06 15:43:11,confirmed_fraud,out_of_region_use,500.06,No,CREATE_CASE|BLOCK_CARD,"Case CC-2874: cardholder C07648 reported unrecognized activity on card C07648-K2. 3 transaction(s) between 2016-08-29 and 2016-08-31 totaling $500.06 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3215769|3220427|3222386,
CC-2875,C01400,C01400-K1,2016-09-01 05:43:35,2016-09-03 03:43:35,confirmed_fraud,out_of_region_use,97.00,No,CREATE_CASE|BLOCK_CARD,"Case CC-2875: cardholder C01400 reported unrecognized activity on card C01400-K1. 1 transaction(s) between 2016-08-31 and 2016-08-31 totaling $97.00 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3221784,
CC-2876,C00137,C00137-K1,2016-09-01 06:13:16,2016-09-05 00:13:16,confirmed_fraud,card_not_present_fraud,8.54,No,CREATE_CASE|BLOCK_CARD,Case CC-2876: cardholder C00137 reported unrecognized activity on card C00137-K1. 1 transaction(s) between 2016-08-31 and 2016-08-31 totaling $8.54 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,3221255,
CC-2877,C03904,C03904-K1,2016-09-01 06:53:06,2016-09-04 03:53:06,confirmed_fraud,card_not_present_new_device,300.05,No,CREATE_CASE|BLOCK_CARD,"Case CC-2877: cardholder C03904 reported unrecognized activity on card C03904-K1. 3 transaction(s) between 2016-08-31 and 2016-08-31 totaling $300.05 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari 10.0. Card blocked and reissued. Customer reimbursed.",3221763|3221766|3221798,
CC-2878,C05611,C05611-K1,2016-09-01 07:19:23,2016-09-02 02:19:23,confirmed_fraud,card_not_present_new_device,99.96,No,CREATE_CASE|BLOCK_CARD,"Case CC-2878: cardholder C05611 reported unrecognized activity on card C05611-K1. 1 transaction(s) between 2016-08-31 and 2016-08-31 totaling $99.96 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari 10.0. Card blocked and reissued. Customer reimbursed.",3221617,
CC-2879,C01755,C01755-K2,2016-09-01 07:41:56,2016-09-02 12:41:56,confirmed_fraud,card_not_present_new_device,254.88,No,CREATE_CASE|BLOCK_CARD,"Case CC-2879: cardholder C01755 reported unrecognized activity on card C01755-K2. 3 transaction(s) between 2016-08-31 and 2016-08-31 totaling $254.88 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on edge 15.0. Card blocked and reissued. Customer reimbursed.",3221576|3221663|3222076,
CC-2880,C00149,C00149-K1,2016-09-01 08:12:07,2016-09-04 00:12:07,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-2880: model scored a $199.97 transaction at 0.94. Cardholder confirmed travel to the billing region in question. Alert cleared.,3224125,
CC-2881,C11844,C11844-K2,2016-09-01 09:06:58,2016-09-06 16:06:58,confirmed_fraud,card_not_present_fraud,68.97,No,CREATE_CASE|BLOCK_CARD,Case CC-2881: cardholder C11844 reported unrecognized activity on card C11844-K2. 1 transaction(s) between 2016-08-31 and 2016-08-31 totaling $68.97 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SM-N950U Build/NMF26X on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.,3222455,
CC-2882,C06682,C06682-K1,2016-09-01 09:49:51,2016-09-06 16:49:51,confirmed_fraud,card_not_present_new_device,149.96,No,CREATE_CASE|BLOCK_CARD,"Case CC-2882: cardholder C06682 reported unrecognized activity on card C06682-K1. 1 transaction(s) between 2016-08-31 and 2016-08-31 totaling $149.96 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a rv:11.0 on ie 11.0 for desktop. Card blocked and reissued. Customer reimbursed.",3222616,
CC-2883,C05307,C05307-K2,2016-09-01 12:55:27,2016-09-04 16:55:27,confirmed_fraud,card_not_present_new_device,265.67,No,CREATE_CASE|BLOCK_CARD,"Case CC-2883: cardholder C05307 reported unrecognized activity on card C05307-K2. 5 transaction(s) between 2016-08-28 and 2016-08-31 totaling $265.67 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed.",3213607|3213645|3214977|3218515|3222637,
CC-2884,C10599,C10599-K1,2016-09-01 13:05:32,2016-09-04 17:05:32,confirmed_fraud,out_of_region_use,226.09,No,CREATE_CASE|BLOCK_CARD,"Case CC-2884: cardholder C10599 reported unrecognized activity on card C10599-K1. 1 transaction(s) between 2016-08-31 and 2016-08-31 totaling $226.09 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3222660,
CC-2885,C10010,C10010-K1,2016-09-01 14:07:14,2016-09-06 04:07:14,confirmed_fraud,account_takeover,53.92,No,CREATE_CASE|BLOCK_CARD,Case CC-2885: cardholder C10010 reported unrecognized activity on card C10010-K1. 1 transaction(s) between 2016-09-01 and 2016-09-01 totaling $53.92 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,3224702,
CC-2886,C13147,C13147-K1,2016-09-01 14:08:03,2016-09-04 02:08:03,confirmed_fraud,card_not_present_new_device,90.71,No,CREATE_CASE|BLOCK_CARD,"Case CC-2886: cardholder C13147 reported unrecognized activity on card C13147-K1. 2 transaction(s) between 2016-09-01 and 2016-09-01 totaling $90.71 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.",3224436|3224442,
CC-2887,C11309,C11309-K1,2016-09-01 14:26:17,2016-09-05 20:26:17,confirmed_fraud,out_of_region_use,1286.47,Yes,CREATE_CASE|BLOCK_CARD|FILE_REPORT,"Case CC-2887: cardholder C11309 reported unrecognized activity on card C11309-K1. 13 transaction(s) between 2016-08-28 and 2016-08-31 totaling $1,286.47 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3214890|3214891|3215365|3215385|3215387|3215405|3215490|3215627|3215789|3215801|3215852|3217869|3223349,
CC-2888,C04146,C04146-K1,2016-09-01 15:04:48,2016-09-05 10:04:48,confirmed_fraud,card_not_present_fraud,24.97,No,CREATE_CASE|BLOCK_CARD,Case CC-2888: cardholder C04146 reported unrecognized activity on card C04146-K1. 5 transaction(s) between 2016-09-01 and 2016-09-01 totaling $24.97 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Trident/7.0 on ie 11.0 for desktop. Card blocked and reissued. Customer reimbursed.,3224899|3224900|3224903|3224906|3224907,
CC-2889,C03992,C03992-K2,2016-09-01 17:05:06,2016-09-04 22:05:06,confirmed_fraud,out_of_region_use,340.16,No,CREATE_CASE|BLOCK_CARD,"Case CC-2889: cardholder C03992 reported unrecognized activity on card C03992-K2. 4 transaction(s) between 2016-08-29 and 2016-08-31 totaling $340.16 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3217982|3218168|3223451|3223693,
CC-2890,C11444,C11444-K1,2016-09-01 17:55:10,2016-09-04 22:55:10,confirmed_fraud,card_not_present_new_device,86.48,No,CREATE_CASE|BLOCK_CARD,"Case CC-2890: cardholder C11444 reported unrecognized activity on card C11444-K1. 3 transaction(s) between 2016-08-31 and 2016-08-31 totaling $86.48 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Moto G (5) Build/NPP25.137-15 on chrome generic. Card blocked and reissued. Customer reimbursed.",3221965|3221968|3223864,
CC-2891,C02639,C02639-K1,2016-09-01 18:04:48,2016-09-04 03:04:48,confirmed_fraud,card_not_present_fraud,12.83,No,CREATE_CASE|BLOCK_CARD,Case CC-2891: cardholder C02639 reported unrecognized activity on card C02639-K1. 1 transaction(s) between 2016-09-01 and 2016-09-01 totaling $12.83 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.,3224578,
CC-2892,C00728,C00728-K2,2016-09-01 18:10:21,2016-09-03 05:10:21,confirmed_fraud,account_takeover,30.97,No,CREATE_CASE|BLOCK_CARD,Case CC-2892: cardholder C00728 reported unrecognized activity on card C00728-K2. 1 transaction(s) between 2016-09-01 and 2016-09-01 totaling $30.97 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,3224795,
CC-2893,C04361,C04361-K2,2016-09-01 18:33:08,2016-09-05 20:33:08,confirmed_fraud,account_takeover,3287.05,Yes,CREATE_CASE|BLOCK_CARD|FILE_REPORT,"Case CC-2893: cardholder C04361 reported unrecognized activity on card C04361-K2. 4 transaction(s) between 2016-08-30 and 2016-08-31 totaling $3,287.05 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.",3220756|3223327|3223331|3223372,
CC-2894,C06208,C06208-K1,2016-09-01 18:33:20,2016-09-05 23:33:20,confirmed_fraud,out_of_region_use,1053.90,Yes,CREATE_CASE|BLOCK_CARD|FILE_REPORT,"Case CC-2894: cardholder C06208 reported unrecognized activity on card C06208-K1. 2 transaction(s) between 2016-08-31 and 2016-08-31 totaling $1,053.90 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3223857|3224005,
CC-2895,C11388,C11388-K1,2016-09-01 18:44:45,2016-09-03 15:44:45,confirmed_fraud,card_not_present_fraud,80.00,No,CREATE_CASE|BLOCK_CARD,Case CC-2895: cardholder C11388 reported unrecognized activity on card C11388-K1. 1 transaction(s) between 2016-09-01 and 2016-09-01 totaling $80.00 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.,3225311,
CC-2896,C04248,C04248-K2,2016-09-01 19:02:36,2016-09-04 17:02:36,confirmed_fraud,card_not_present_fraud,66.99,No,CREATE_CASE|BLOCK_CARD,Case CC-2896: cardholder C04248 reported unrecognized activity on card C04248-K2. 1 transaction(s) between 2016-09-01 and 2016-09-01 totaling $66.99 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,3225557,
CC-2897,C12982,C12982-K1,2016-09-01 19:38:20,2016-09-03 01:38:20,confirmed_fraud,card_not_present_fraud,169.79,No,CREATE_CASE|BLOCK_CARD,Case CC-2897: cardholder C12982 reported unrecognized activity on card C12982-K1. 4 transaction(s) between 2016-08-30 and 2016-09-01 totaling $169.79 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,3220640|3220665|3224301|3224371,
CC-2898,C10837,C10837-K2,2016-09-01 19:49:32,2016-09-02 18:49:32,confirmed_fraud,card_not_present_new_device,209.28,No,CREATE_CASE|BLOCK_CARD,"Case CC-2898: cardholder C10837 reported unrecognized activity on card C10837-K2. 7 transaction(s) between 2016-08-25 and 2016-08-31 totaling $209.28 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a SAMSUNG SM-G955F Build/NRD90M on samsung browser 6.2. Card blocked and reissued. Customer reimbursed.",3206164|3209209|3213767|3217996|3218034|3221057|3223022,
CC-2899,C04744,C04744-K1,2016-09-01 20:14:09,2016-09-03 17:14:09,confirmed_fraud,card_not_present_fraud,399.99,No,CREATE_CASE|BLOCK_CARD,Case CC-2899: cardholder C04744 reported unrecognized activity on card C04744-K1. 2 transaction(s) between 2016-09-01 and 2016-09-01 totaling $399.99 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed.,3225554|3225599,
CC-2900,C04046,C04046-K2,2016-09-01 20:42:59,2016-09-05 15:42:59,confirmed_fraud,card_not_present_new_device,349.91,No,CREATE_CASE|BLOCK_CARD,"Case CC-2900: cardholder C04046 reported unrecognized activity on card C04046-K2. 2 transaction(s) between 2016-09-01 and 2016-09-01 totaling $349.91 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed.",3224537|3225306,
CC-2901,C12598,C12598-K2,2016-09-01 20:43:54,2016-09-03 00:43:54,confirmed_fraud,account_takeover,311.89,No,CREATE_CASE|BLOCK_CARD,Case CC-2901: cardholder C12598 reported unrecognized activity on card C12598-K2. 1 transaction(s) between 2016-09-01 and 2016-09-01 totaling $311.89 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,3224223,
CC-2902,C04450,C04450-K1,2016-09-01 21:02:07,2016-09-03 00:02:07,confirmed_fraud,card_not_present_new_device,200.01,No,CREATE_CASE|BLOCK_CARD,"Case CC-2902: cardholder C04450 reported unrecognized activity on card C04450-K1. 1 transaction(s) between 2016-09-01 and 2016-09-01 totaling $200.01 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed.",3224089,
CC-2903,C04965,C04965-K2,2016-09-01 21:07:37,2016-09-04 00:07:37,confirmed_fraud,account_takeover,980.04,No,CREATE_CASE|BLOCK_CARD,Case CC-2903: cardholder C04965 reported unrecognized activity on card C04965-K2. 1 transaction(s) between 2016-09-01 and 2016-09-01 totaling $980.04 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,3224107,
CC-2904,C07347,C07347-K1,2016-09-01 21:59:12,2016-09-05 23:59:12,confirmed_fraud,card_not_present_fraud,8.37,No,CREATE_CASE|BLOCK_CARD,Case CC-2904: cardholder C07347 reported unrecognized activity on card C07347-K1. 1 transaction(s) between 2016-08-31 and 2016-08-31 totaling $8.37 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,3224077,
CC-2905,C02181,C02181-K2,2016-09-01 22:27:28,2016-09-02 17:27:28,confirmed_fraud,card_not_present_fraud,161.97,No,CREATE_CASE|BLOCK_CARD,Case CC-2905: cardholder C02181 reported unrecognized activity on card C02181-K2. 4 transaction(s) between 2016-08-31 and 2016-08-31 totaling $161.97 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a SM-N950U Build/NMF26X on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed.,3222494|3222509|3222601|3222742,
CC-2906,C08482,C08482-K1,2016-09-01 22:44:58,2016-09-05 22:44:58,confirmed_fraud,card_not_present_fraud,249.92,No,CREATE_CASE|BLOCK_CARD,Case CC-2906: cardholder C08482 reported unrecognized activity on card C08482-K1. 1 transaction(s) between 2016-08-31 and 2016-08-31 totaling $249.92 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,3223826,
CC-2907,C09231,C09231-K1,2016-09-01 23:18:13,2016-09-04 20:18:13,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-2907: model scored a $25.03 transaction at 0.87. Cardholder confirmed travel to the billing region in question. Alert cleared.,3226254,
CC-2908,C11642,C11642-K1,2016-09-01 23:58:34,2016-09-02 23:58:34,confirmed_fraud,card_not_present_fraud,8.40,No,CREATE_CASE|BLOCK_CARD,Case CC-2908: cardholder C11642 reported unrecognized activity on card C11642-K1. 1 transaction(s) between 2016-08-31 and 2016-08-31 totaling $8.40 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,3224070,
CC-2909,C04004,C04004-K1,2016-09-02 00:00:54,2016-09-07 17:00:54,confirmed_fraud,card_not_present_fraud,67.10,No,CREATE_CASE|BLOCK_CARD,Case CC-2909: cardholder C04004 reported unrecognized activity on card C04004-K1. 1 transaction(s) between 2016-09-01 and 2016-09-01 totaling $67.10 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,3225551,
CC-2910,C12897,C12897-K1,2016-09-02 00:42:41,2016-09-05 12:42:41,confirmed_fraud,card_not_present_new_device,549.95,No,CREATE_CASE|BLOCK_CARD,"Case CC-2910: cardholder C12897 reported unrecognized activity on card C12897-K1. 2 transaction(s) between 2016-09-01 and 2016-09-01 totaling $549.95 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Trident/7.0 on ie 11.0 for desktop. Card blocked and reissued. Customer reimbursed.",3224320|3224977,
CC-2911,C06514,C06514-K1,2016-09-02 00:51:15,2016-09-04 16:51:15,cleared,none,0.00,No,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,Case CC-2911: model scored a $40.08 transaction at 0.94. Cardholder confirmed travel to the billing region in question. Alert cleared.,3225520,
CC-2912,C06167,C06167-K1,2016-09-02 01:34:32,2016-09-04 20:34:32,confirmed_fraud,account_takeover,225.94,No,CREATE_CASE|BLOCK_CARD,Case CC-2912: cardholder C06167 reported unrecognized activity on card C06167-K1. 1 transaction(s) between 2016-09-01 and 2016-09-01 totaling $225.94 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.,3226319,
CC-2913,C00337,C00337-K1,2016-09-02 01:41:44,2016-09-06 17:41:44,confirmed_fraud,card_not_present_new_device,29.97,No,CREATE_CASE|BLOCK_CARD,"Case CC-2913: cardholder C00337 reported unrecognized activity on card C00337-K1. 1 transaction(s) between 2016-09-01 and 2016-09-01 totaling $29.97 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed.",3225691,
CC-2914,C00978,C00978-K1,2016-09-02 02:31:58,2016-09-07 16:31:58,confirmed_fraud,card_not_present_fraud,67.16,No,CREATE_CASE|BLOCK_CARD,Case CC-2914: cardholder C00978 reported unrecognized activity on card C00978-K1. 1 transaction(s) between 2016-09-01 and 2016-09-01 totaling $67.16 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.,3225454,
CC-2915,C09241,C09241-K2,2016-09-02 02:36:25,2016-09-07 15:36:25,confirmed_fraud,out_of_region_use,1252.04,Yes,CREATE_CASE|BLOCK_CARD|FILE_REPORT,"Case CC-2915: cardholder C09241 reported unrecognized activity on card C09241-K2. 14 transaction(s) between 2016-08-25 and 2016-09-01 totaling $1,252.04 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3206499|3206925|3210689|3213324|3214880|3214940|3216251|3216797|3216836|3220947|3220966|3225230|3225231|3225291,
CC-2916,C11539,C11539-K2,2016-09-02 02:40:27,2016-09-04 16:40:27,confirmed_fraud,out_of_region_use,170.99,No,CREATE_CASE|BLOCK_CARD,"Case CC-2916: cardholder C11539 reported unrecognized activity on card C11539-K2. 1 transaction(s) between 2016-09-01 and 2016-09-01 totaling $170.99 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3225481,
CC-2917,C12785,C12785-K2,2016-09-02 02:50:21,2016-09-06 16:50:21,confirmed_fraud,out_of_region_use,664.06,No,CREATE_CASE|BLOCK_CARD,"Case CC-2917: cardholder C12785 reported unrecognized activity on card C12785-K2. 1 transaction(s) between 2016-09-01 and 2016-09-01 totaling $664.06 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3225515,
CC-2918,C12267,C12267-K2,2016-09-02 02:55:02,2016-09-05 03:55:02,confirmed_fraud,card_not_present_fraud,25.06,No,CREATE_CASE|BLOCK_CARD,Case CC-2918: cardholder C12267 reported unrecognized activity on card C12267-K2. 1 transaction(s) between 2016-09-01 and 2016-09-01 totaling $25.06 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on edge 15.0. Card blocked and reissued. Customer reimbursed.,3224683,
CC-2919,C06962,C06962-K2,2016-09-02 03:10:32,2016-09-04 03:10:32,confirmed_fraud,card_not_present_new_device,29.97,No,CREATE_CASE|BLOCK_CARD,"Case CC-2919: cardholder C06962 reported unrecognized activity on card C06962-K2. 2 transaction(s) between 2016-08-31 and 2016-09-01 totaling $29.97 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.",3223032|3224590,
CC-2920,C06130,C06130-K1,2016-09-02 03:43:15,2016-09-06 22:43:15,confirmed_fraud,card_not_present_new_device,100.08,No,CREATE_CASE|BLOCK_CARD,"Case CC-2920: cardholder C06130 reported unrecognized activity on card C06130-K1. 1 transaction(s) between 2016-09-01 and 2016-09-01 totaling $100.08 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on firefox generic. Card blocked and reissued. Customer reimbursed.",3226826,
CC-2921,C12111,C12111-K1,2016-09-02 03:55:11,2016-09-07 14:55:11,confirmed_fraud,out_of_region_use,923.66,No,CREATE_CASE|BLOCK_CARD,"Case CC-2921: cardholder C12111 reported unrecognized activity on card C12111-K1. 7 transaction(s) between 2016-08-31 and 2016-09-01 totaling $923.66 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed.",3223803|3223923|3223926|3224012|3224389|3225166|3225174,
