from_card,to_transaction
C11522-K2,3204017
C05245-K2,3204018
C02000-K2,3204019
C00854-K2,3204020
C02999-K2,3204021
C11923-K2,3204022
C08391-K2,3204023
C00232-K2,3204024
C02716-K2,3204025
C06224-K2,3204026
C11522-K2,3204027
C12690-K2,3204028
C11496-K2,3204029
C05164-K1,3204030
C03950-K2,3204031
C00854-K2,3204032
C12166-K2,3204033
C06237-K1,3204034
C05381-K2,3204035
C07867-K2,3204036
C03218-K2,3204037
C09377-K1,3204038
C02354-K2,3204039
C02952-K1,3204040
C05097-K2,3204041
C05097-K2,3204042
C00854-K2,3204043
C11509-K2,3204044
C05097-K2,3204045
C12887-K1,3204046
C01828-K2,3204047
C02764-K1,3204048
C12166-K2,3204049
C09241-K2,3204050
C11472-K1,3204051
C03598-K2,3204052
C11917-K1,3204053
C12166-K2,3204054
C08391-K2,3204055
C04105-K2,3204056
C13539-K1,3204057
C03738-K2,3204058
C05381-K2,3204059
C11008-K1,3204060
C02809-K2,3204061
C04456-K1,3204062
C01377-K1,3204063
C06887-K1,3204064
C06354-K1,3204065
C09800-K2,3204066
C06354-K1,3204067
C11533-K2,3204068
C02716-K2,3204069
C03218-K2,3204070
C11670-K2,3204071
C00750-K2,3204072
C02354-K2,3204073
C01966-K1,3204074
C05381-K2,3204075
C01119-K2,3204076
C03946-K1,3204077
C02321-K2,3204078
C04105-K2,3204079
C04828-K2,3204080
C11923-K2,3204081
C05245-K2,3204082
C04125-K2,3204083
C03992-K2,3204084
C07867-K2,3204085
C00854-K2,3204086
C06354-K1,3204087
C01654-K1,3204088
C12470-K2,3204089
C02250-K2,3204090
C07648-K2,3204091
C08448-K1,3204092
C00291-K1,3204093
C05551-K2,3204094
C02000-K2,3204095
C08945-K2,3204096
C10809-K1,3204097
C06354-K1,3204098
C04893-K1,3204099
C08962-K2,3204100
C10344-K2,3204101
C09251-K1,3204102
C02897-K1,3204103
C03278-K2,3204104
C01966-K1,3204105
C10507-K2,3204106
C09823-K1,3204107
C04118-K2,3204108
C00854-K2,3204109
C04105-K2,3204110
C08391-K2,3204111
C03218-K2,3204112
C01119-K2,3204113
C07648-K2,3204114
C01119-K2,3204115
C02573-K2,3204116
C05345-K1,3204117
C05551-K2,3204118
C00768-K2,3204119
C07151-K1,3204120
C07858-K2,3204121
C00294-K2,3204122
C04105-K2,3204123
C11309-K1,3204124
C12897-K1,3204125
C11923-K2,3204126
C12403-K1,3204127
C03620-K1,3204128
C04034-K2,3204129
C08449-K2,3204130
C01982-K2,3204131
C01996-K2,3204132
C02371-K2,3204133
C06942-K2,3204134
C00942-K2,3204135
C04105-K2,3204136
C09363-K2,3204137
C12942-K2,3204138
C11495-K1,3204139
C07212-K2,3204140
C04834-K1,3204141
C10559-K1,3204142
C10507-K2,3204143
C06121-K2,3204144
C12352-K1,3204145
C04105-K2,3204146
C11041-K1,3204147
C08989-K2,3204148
C08037-K1,3204149
C02320-K2,3204150
C04370-K1,3204151
C11890-K1,3204152
C02764-K1,3204153
C10559-K1,3204154
C12111-K1,3204155
C05142-K1,3204156
C09249-K1,3204157
C06940-K1,3204158
C10007-K1,3204159
C01721-K2,3204160
C02908-K1,3204161
C07149-K2,3204162
C01155-K2,3204163
C05786-K2,3204164
C07065-K2,3204165
C11031-K2,3204166
C11496-K2,3204167
C09249-K1,3204168
C11496-K2,3204169
C11923-K2,3204170
C04828-K2,3204171
C09657-K2,3204172
C05307-K2,3204173
C09251-K1,3204174
C05704-K2,3204175
C12272-K1,3204176
C08925-K1,3204177
C05918-K1,3204178
C00348-K1,3204179
C01521-K2,3204180
C11709-K2,3204181
C10986-K2,3204182
C00969-K2,3204183
C13440-K2,3204184
C13274-K1,3204185
C00779-K1,3204186
C09347-K1,3204187
C08169-K1,3204188
C03851-K1,3204189
C02320-K2,3204190
C07919-K2,3204191
C03218-K2,3204192
C02354-K2,3204193
C08127-K1,3204194
C05585-K1,3204195
C03738-K2,3204196
C09241-K2,3204197
C02626-K1,3204198
C01521-K2,3204199
C02764-K1,3204200
C09823-K1,3204201
C08888-K1,3204202
C10986-K2,3204203
C12094-K2,3204204
C13440-K2,3204205
C02354-K2,3204206
C05786-K2,3204207
C02764-K1,3204208
C03218-K2,3204209
C06129-K1,3204210
C06744-K2,3204211
C05031-K2,3204212
C06129-K1,3204213
C04072-K2,3204214
C13147-K1,3204215
C12598-K2,3204216
C09800-K2,3204217
C13440-K2,3204218
C09249-K1,3204219
C09363-K2,3204220
C05551-K2,3204221
C09237-K1,3204222
C12889-K1,3204223
C03427-K2,3204224
C08888-K1,3204225
C07212-K2,3204226
C11709-K2,3204227
C08391-K2,3204228
C11534-K1,3204229
C10344-K2,3204230
C11227-K2,3204231
C03738-K2,3204232
C09666-K2,3204233
C06121-K2,3204234
C06129-K1,3204235
C08391-K2,3204236
C11709-K2,3204237
C12382-K1,3204238
C09666-K2,3204239
C07307-K1,3204240
C11496-K2,3204241
C08256-K2,3204242
C09365-K2,3204243
C01721-K2,3204244
C06224-K2,3204245
C06923-K1,3204246
C03851-K1,3204247
C05585-K1,3204248
C00368-K1,3204249
C06224-K2,3204250
C04125-K2,3204251
C07867-K2,3204252
C09800-K2,3204253
C01326-K1,3204254
C07513-K1,3204255
C03633-K1,3204256
C06552-K1,3204257
C06403-K2,3204258
C04105-K2,3204259
C07648-K2,3204260
C12217-K1,3204261
C08281-K2,3204262
C06287-K1,3204263
C11000-K2,3204264
C12481-K1,3204265
C00059-K2,3204266
C09363-K2,3204267
C06303-K1,3204268
C03851-K1,3204269
C01966-K1,3204270
C12942-K2,3204271
C02187-K1,3204272
C02250-K2,3204273
C11709-K2,3204274
C09241-K2,3204275
C05245-K2,3204276
C09800-K2,3204277
C12217-K1,3204278
C10760-K2,3204279
C02147-K2,3204280
C13440-K2,3204281
C03259-K1,3204282
C10542-K2,3204283
C13147-K1,3204284
C12061-K2,3204285
C05146-K1,3204286
C04125-K2,3204287
C10344-K2,3204288
C03218-K2,3204289
C09344-K1,3204290
C10585-K2,3204291
C04118-K2,3204292
C05704-K2,3204293
C10164-K1,3204294
C06121-K2,3204295
C12267-K2,3204296
C05355-K1,3204297
C06630-K2,3204298
C11923-K2,3204299
C00452-K2,3204300
C06976-K1,3204301
C10379-K1,3204302
C11845-K1,3204303
C12223-K1,3204304
C10310-K1,3204305
C13440-K2,3204306
C12217-K1,3204307
C05008-K1,3204308
C02867-K1,3204309
C09149-K1,3204310
C01390-K1,3204311
C11381-K2,3204312
C06403-K2,3204313
C10930-K2,3204314
C05704-K2,3204315
C12415-K1,3204316
C12166-K2,3204317
C06147-K2,3204318
C04125-K2,3204319
C11098-K1,3204320
C12470-K2,3204321
C02354-K2,3204322
C00168-K1,3204323
C00502-K1,3204324
C09241-K2,3204325
C10383-K1,3204326
C00854-K2,3204327
C08174-K1,3204328
C13187-K1,3204329
C11709-K2,3204330
C09301-K2,3204331
C00368-K1,3204332
C05008-K1,3204333
C10045-K1,3204334
C07741-K2,3204335
C10803-K1,3204336
C08962-K2,3204337
C05767-K1,3204338
C05657-K1,3204339
C05986-K2,3204340
C06708-K2,3204341
C08433-K1,3204342
C00854-K2,3204343
C09251-K1,3204344
C04240-K1,3204345
C09363-K2,3204346
C03851-K1,3204347
C11709-K2,3204348
C12415-K1,3204349
C02949-K1,3204350
C05551-K2,3204351
C09301-K2,3204352
C06147-K2,3204353
C08334-K1,3204354
C13411-K1,3204355
C03218-K2,3204356
C13440-K2,3204357
C12517-K2,3204358
C03216-K1,3204359
C08450-K2,3204360
C13440-K2,3204361
C04828-K2,3204362
C03047-K2,3204363
C09024-K1,3204364
C10344-K2,3204365
C09363-K2,3204366
C04734-K1,3204367
C04125-K2,3204368
C07011-K1,3204369
C09363-K2,3204370
C00854-K2,3204371
C01953-K2,3204372
C13096-K1,3204373
C05031-K2,3204374
C03195-K1,3204375
C04990-K1,3204376
C04125-K2,3204377
C04125-K2,3204378
C08993-K1,3204379
C05245-K2,3204380
C12166-K2,3204381
C03218-K2,3204382
C06639-K1,3204383
C01909-K2,3204384
C07096-K2,3204385
C12111-K1,3204386
C10424-K1,3204387
C00721-K1,3204388
C01996-K2,3204389
C12758-K1,3204390
C05245-K2,3204391
C08845-K1,3204392
C10835-K2,3204393
C11227-K2,3204394
C05245-K2,3204395
C07648-K2,3204396
C00956-K1,3204397
C12690-K2,3204398
C09657-K2,3204399
C01109-K2,3204400
C09716-K1,3204401
C01119-K2,3204402
C03595-K1,3204403
C07612-K1,3204404
C01996-K2,3204405
C04125-K2,3204406
C08741-K1,3204407
C00094-K3,3204408
C03714-K1,3204409
C06224-K2,3204410
C05625-K2,3204411
C12961-K2,3204412
C00739-K1,3204413
C13408-K1,3204414
C13546-K1,3204415
C10149-K1,3204416
C03218-K2,3204417
C07807-K1,3204418
C05345-K1,3204419
C12801-K1,3204420
C11000-K2,3204421
C11522-K2,3204422
C06129-K1,3204423
C09800-K2,3204424
C00942-K2,3204425
C13291-K1,3204426
C06224-K2,3204427
C01119-K2,3204428
C04965-K2,3204429
C12602-K1,3204430
C01721-K2,3204431
C11296-K1,3204432
C06129-K1,3204433
C00621-K2,3204434
C02134-K1,3204435
C05753-K1,3204436
C07585-K1,3204437
C05791-K2,3204438
C12785-K2,3204439
C07867-K2,3204440
C00426-K2,3204441
C01954-K1,3204442
C01119-K2,3204443
C06129-K1,3204444
C03933-K1,3204445
C00750-K2,3204446
C09251-K1,3204447
C11464-K2,3204448
C00750-K2,3204449
C03278-K2,3204450
C09251-K1,3204451
C04108-K2,3204452
C11709-K2,3204453
C01333-K2,3204454
C00750-K2,3204455
C10316-K1,3204456
C09301-K2,3204457
C04984-K2,3204458
C07429-K1,3204459
C11319-K1,3204460
C08962-K2,3204461
C01138-K2,3204462
C08945-K2,3204463
C07368-K1,3204464
C00842-K2,3204465
C00842-K2,3204466
C01119-K2,3204467
C11741-K1,3204468
C00513-K1,3204469
C02502-K2,3204470
C12916-K1,3204471
C11919-K2,3204472
C03218-K2,3204473
C04125-K2,3204474
C13081-K1,3204475
C02502-K2,3204476
C05530-K2,3204477
C02573-K2,3204478
C00854-K2,3204479
C03218-K2,3204480
C11031-K2,3204481
C06190-K1,3204482
C03341-K2,3204483
C07560-K2,3204484
C02780-K2,3204485
C06084-K2,3204486
C01534-K1,3204487
C02780-K2,3204488
C08962-K2,3204489
C06881-K1,3204490
C09241-K2,3204491
C03218-K2,3204492
C08450-K2,3204493
C11945-K2,3204494
C07456-K1,3204495
C03264-K1,3204496
C08962-K2,3204497
C00889-K2,3204498
C11945-K2,3204499
C09301-K2,3204500
C01502-K1,3204501
C03125-K2,3204502
C02134-K1,3204503
C11945-K2,3204504
C11000-K2,3204505
C11309-K1,3204506
C01155-K2,3204507
C05097-K2,3204508
C07171-K2,3204509
C00854-K2,3204510
C00059-K2,3204511
C03218-K2,3204512
C13440-K2,3204513
C02440-K1,3204514
C08450-K2,3204515
C11741-K1,3204516
C06966-K1,3204517
C09290-K1,3204518
C04560-K1,3204519
C02440-K1,3204520
C12969-K1,3204521
C04161-K1,3204522
C03285-K2,3204523
C03851-K1,3204524
C06726-K1,3204525
C09800-K2,3204526
C05191-K1,3204527
C12386-K1,3204528
C03851-K1,3204529
C07867-K2,3204530
C09657-K2,3204531
C10906-K1,3204532
C07648-K2,3204533
C01982-K2,3204534
C12060-K1,3204535
C01333-K2,3204536
C04386-K1,3204537
C05031-K2,3204538
C09521-K1,3204539
C10971-K1,3204540
C08605-K1,3204541
C11709-K2,3204542
C09149-K1,3204543
C12166-K2,3204544
C11496-K2,3204545
C08707-K1,3204546
C09241-K2,3204547
C09800-K2,3204548
C09338-K1,3204549
C02354-K2,3204550
C12036-K2,3204551
C06962-K2,3204552
C02000-K2,3204553
C05832-K1,3204554
C01333-K2,3204555
C05854-K1,3204556
C01982-K2,3204557
C00426-K2,3204558
C12061-K2,3204559
C02716-K2,3204560
C03218-K2,3204561
C07871-K1,3204562
C07614-K2,3204563
C03019-K2,3204564
C12391-K1,3204565
C00854-K2,3204566
C00750-K2,3204567
C11000-K2,3204568
C09657-K2,3204569
C12386-K1,3204570
C12966-K1,3204571
C04108-K2,3204572
C07149-K2,3204573
C11625-K1,3204574
C09933-K2,3204575
C08707-K1,3204576
C07212-K2,3204577
C06224-K2,3204578
C12166-K2,3204579
C11923-K2,3204580
C11919-K2,3204581
C12386-K1,3204582
C06435-K1,3204583
C02609-K1,3204584
C08541-K1,3204585
C06067-K2,3204586
C11509-K2,3204587
C00540-K1,3204588
C12094-K2,3204589
C06494-K2,3204590
C01155-K2,3204591
C11031-K2,3204592
C09521-K1,3204593
C09471-K2,3204594
C05859-K1,3204595
C00051-K1,3204596
C07212-K2,3204597
C03218-K2,3204598
C05634-K1,3204599
C12166-K2,3204600
C07212-K2,3204601
C09804-K1,3204602
C07936-K2,3204603
C06121-K2,3204604
C00750-K2,3204605
C09933-K2,3204606
C01155-K2,3204607
C03549-K1,3204608
C04597-K2,3204609
C05530-K2,3204610
C11945-K2,3204611
C11035-K1,3204612
C00235-K2,3204613
C01155-K2,3204614
C11031-K2,3204615
C01217-K1,3204616
C11815-K1,3204617
C02354-K2,3204618
C01942-K1,3204619
C12309-K1,3204620
C06598-K1,3204621
C11919-K2,3204622
C02884-K1,3204623
C03098-K1,3204624
C08842-K2,3204625
C06121-K2,3204626
C08174-K1,3204627
C12517-K2,3204628
C11926-K1,3204629
C02167-K1,3204630
C01333-K2,3204631
C03783-K2,3204632
C06744-K2,3204633
C11923-K2,3204634
C04430-K1,3204635
C05423-K1,3204636
C12136-K2,3204637
C10365-K1,3204638
C11014-K1,3204639
C11709-K2,3204640
C05245-K2,3204641
C00195-K1,3204642
C06630-K2,3204643
C00768-K2,3204644
C12785-K2,3204645
C05381-K2,3204646
C06224-K2,3204647
C05245-K2,3204648
C11008-K2,3204649
C04536-K1,3204650
C01109-K2,3204651
C08662-K1,3204652
C05381-K2,3204653
C09954-K1,3204654
C10344-K2,3204655
C05678-K1,3204656
C12762-K1,3204657
C08391-K2,3204658
C12166-K2,3204659
C04828-K2,3204660
C07360-K1,3204661
C02902-K2,3204662
C10365-K1,3204663
C09363-K2,3204664
C05537-K1,3204665
C01919-K1,3204666
C03019-K2,3204667
C08623-K2,3204668
C00768-K2,3204669
C00854-K2,3204670
C10955-K2,3204671
C04125-K2,3204672
C06224-K2,3204673
C04125-K2,3204674
C07671-K2,3204675
C00768-K2,3204676
C01525-K2,3204677
C00107-K1,3204678
C12166-K2,3204679
C03218-K2,3204680
C10955-K2,3204681
C07867-K2,3204682
C11509-K2,3204683
C08269-K1,3204684
C11008-K2,3204685
C09657-K2,3204686
C09251-K1,3204687
C09657-K2,3204688
C11496-K2,3204689
C06942-K2,3204690
C08804-K1,3204691
C03218-K2,3204692
C05634-K1,3204693
C04500-K1,3204694
C13440-K2,3204695
C02167-K1,3204696
C12961-K2,3204697
C00889-K2,3204698
C11818-K1,3204699
C07646-K2,3204700
C07841-K1,3204701
C00842-K2,3204702
C11000-K2,3204703
C11818-K1,3204704
C05245-K2,3204705
C03218-K2,3204706
C09347-K1,3204707
C02970-K1,3204708
C01982-K2,3204709
C02000-K2,3204710
C01048-K1,3204711
C03511-K1,3204712
C00854-K2,3204713
C01109-K2,3204714
C08962-K2,3204715
C02573-K2,3204716
C10270-K1,3204717
C13440-K2,3204718
C11923-K2,3204719
C05378-K2,3204720
C00952-K1,3204721
C01732-K1,3204722
C00621-K2,3204723
C02573-K2,3204724
C03977-K1,3204725
C11670-K2,3204726
C09624-K1,3204727
C03218-K2,3204728
C01155-K2,3204729
C05530-K2,3204730
C11923-K2,3204731
C07671-K2,3204732
C11014-K1,3204733
C01155-K2,3204734
C00854-K2,3204735
C06835-K2,3204736
C11041-K1,3204737
C02000-K2,3204738
C02320-K2,3204739
C12889-K1,3204740
C01377-K1,3204741
C09800-K2,3204742
C13440-K2,3204743
C01155-K2,3204744
C03218-K2,3204745
C08945-K2,3204746
C01909-K2,3204747
C01155-K2,3204748
C00854-K2,3204749
C08943-K2,3204750
C11173-K1,3204751
C07919-K2,3204752
C09933-K2,3204753
C00854-K2,3204754
C02354-K2,3204755
C12230-K1,3204756
C00854-K2,3204757
C08945-K2,3204758
C01377-K1,3204759
C02716-K2,3204760
C10760-K2,3204761
C09221-K2,3204762
C00854-K2,3204763
C11923-K2,3204764
C11923-K2,3204765
C11041-K1,3204766
C07562-K2,3204767
C07149-K2,3204768
C01374-K1,3204769
C09454-K1,3204770
C09221-K2,3204771
C00854-K2,3204772
C01909-K2,3204773
C02902-K2,3204774
C11000-K2,3204775
C12166-K2,3204776
C12166-K2,3204777
C03738-K2,3204778
C11597-K2,3204779
C03738-K2,3204780
C01104-K2,3204781
C02354-K2,3204782
C00854-K2,3204783
C11019-K2,3204784
C04597-K2,3204785
C06663-K2,3204786
C03738-K2,3204787
C03080-K2,3204788
C03844-K1,3204789
C12897-K1,3204790
C03657-K1,3204791
C00329-K2,3204792
C09951-K1,3204793
C09365-K2,3204794
C04125-K2,3204795
C07212-K2,3204796
C00073-K2,3204797
C08345-K1,3204798
C00621-K2,3204799
C09493-K1,3204800
C06373-K1,3204801
C03080-K2,3204802
C08450-K2,3204803
C01996-K2,3204804
C08450-K2,3204805
C10715-K2,3204806
C01155-K2,3204807
C01996-K2,3204808
C09933-K2,3204809
C00854-K2,3204810
C02354-K2,3204811
C02000-K2,3204812
C03783-K2,3204813
C12103-K1,3204814
C02181-K2,3204815
C13440-K2,3204816
C11496-K2,3204817
C05704-K2,3204818
C12517-K2,3204819
C07562-K2,3204820
C04528-K1,3204821
C02716-K2,3204822
C12136-K2,3204823
C12785-K2,3204824
C12785-K2,3204825
C04125-K2,3204826
C03218-K2,3204827
C05690-K1,3204828
C13440-K2,3204829
C11140-K1,3204830
C07840-K1,3204831
C10098-K1,3204832
C03427-K2,3204833
C02320-K2,3204834
C10127-K2,3204835
C02716-K2,3204836
C05876-K2,3204837
C06084-K2,3204838
C03427-K2,3204839
C05097-K2,3204840
C11919-K2,3204841
C06084-K2,3204842
C03218-K2,3204843
C09241-K2,3204844
C13440-K2,3204845
C06084-K2,3204846
C05530-K2,3204847
C00854-K2,3204848
C11633-K1,3204849
C06840-K1,3204850
C01093-K1,3204851
C13440-K2,3204852
C01996-K2,3204853
C13440-K2,3204854
C11666-K1,3204855
C06084-K2,3204856
C04125-K2,3204857
C02525-K1,3204858
C01040-K2,3204859
C12311-K2,3204860
C01063-K2,3204861
C00854-K2,3204862
C05175-K1,3204863
C02525-K1,3204864
C06962-K2,3204865
C04294-K2,3204866
C04125-K2,3204867
C02985-K1,3204868
C02354-K2,3204869
C08450-K2,3204870
C10906-K1,3204871
C00854-K2,3204872
C01155-K2,3204873
C02513-K1,3204874
C00059-K2,3204875
C07505-K1,3204876
C06443-K1,3204877
C09363-K2,3204878
C00750-K2,3204879
C04108-K2,3204880
C10715-K2,3204881
C09800-K2,3204882
C09363-K2,3204883
C10568-K1,3204884
C10350-K1,3204885
C13440-K2,3204886
C11031-K2,3204887
C06550-K1,3204888
C10350-K1,3204889
C08450-K2,3204890
C03285-K2,3204891
C06550-K1,3204892
C05961-K1,3204893
C03575-K2,3204894
C01109-K2,3204895
C02949-K1,3204896
C01109-K2,3204897
C11709-K2,3204898
C09365-K2,3204899
C07310-K1,3204900
C02000-K2,3204901
C07227-K2,3204902
C01333-K2,3204903
C03363-K2,3204904
C08450-K2,3204905
C12598-K2,3204906
C04125-K2,3204907
C07227-K2,3204908
C13269-K2,3204909
C02076-K1,3204910
C05164-K1,3204911
C03363-K2,3204912
C09241-K2,3204913
C07562-K2,3204914
C07196-K2,3204915
C04185-K2,3204916
C08646-K1,3204917
C10350-K1,3204918
C10862-K1,3204919
C03738-K2,3204920
C02902-K2,3204921
C10350-K1,3204922
C02354-K2,3204923
C01618-K2,3204924
C12234-K1,3204925
C13440-K2,3204926
C07743-K2,3204927
C02573-K2,3204928
C02573-K2,3204929
C13015-K1,3204930
C07648-K2,3204931
C11709-K2,3204932
C00094-K3,3204933
C12061-K2,3204934
C09241-K2,3204935
C07302-K1,3204936
C02902-K2,3204937
C12234-K1,3204938
C02573-K2,3204939
C03394-K2,3204940
C00854-K2,3204941
C07741-K2,3204942
C00768-K2,3204943
C03575-K2,3204944
C02354-K2,3204945
C02720-K1,3204946
C00889-K2,3204947
C02502-K2,3204948
C05381-K2,3204949
C12598-K2,3204950
C02656-K1,3204951
C11923-K2,3204952
C06821-K2,3204953
C13440-K2,3204954
C06257-K1,3204955
C06821-K2,3204956
C02693-K1,3204957
C11923-K2,3204958
C02902-K2,3204959
C05782-K1,3204960
C05876-K2,3204961
C00854-K2,3204962
C02902-K2,3204963
C11709-K2,3204964
C10760-K2,3204965
C12234-K1,3204966
C05530-K2,3204967
C10760-K2,3204968
C02902-K2,3204969
C10962-K1,3204970
C03218-K2,3204971
C12295-K2,3204972
C09363-K2,3204973
C09556-K1,3204974
C02502-K2,3204975
C10867-K1,3204976
C09301-K2,3204977
C09241-K2,3204978
C09363-K2,3204979
C09800-K2,3204980
C02573-K2,3204981
C12598-K2,3204982
C11381-K2,3204983
C04125-K2,3204984
C07867-K2,3204985
C02716-K2,3204986
C00116-K1,3204987
C12572-K1,3204988
C06885-K1,3204989
C02245-K2,3204990
C00473-K1,3204991
C08842-K2,3204992
C00116-K1,3204993
C05560-K2,3204994
C06036-K1,3204995
C07867-K2,3204996
C10867-K1,3204997
C01572-K1,3204998
C08989-K2,3204999
C11670-K2,3205000
C07518-K2,3205001
C08842-K2,3205002
C13440-K2,3205003
C07867-K2,3205004
C11709-K2,3205005
C05733-K1,3205006
C01816-K1,3205007
C00854-K2,3205008
C01138-K2,3205009
C11709-K2,3205010
C10757-K2,3205011
C06751-K1,3205012
C11709-K2,3205013
C05245-K2,3205014
C01422-K1,3205015
C08450-K2,3205016
C04464-K1,3205017
C06036-K1,3205018
C11709-K2,3205019
C07648-K2,3205020
C13440-K2,3205021
C13440-K2,3205022
C03080-K2,3205023
C00886-K1,3205024
C07739-K1,3205025
C04776-K1,3205026
C12094-K2,3205027
C13340-K1,3205028
C06224-K2,3205029
C04965-K2,3205030
C02000-K2,3205031
C10879-K1,3205032
C02342-K1,3205033
C11287-K1,3205034
C00820-K1,3205035
C00621-K2,3205036
C11709-K2,3205037
C02354-K2,3205038
C12593-K1,3205039
C13119-K1,3205040
C06286-K1,3205041
C03112-K1,3205042
C13440-K2,3205043
C09249-K1,3205044
C00750-K2,3205045
C01109-K2,3205046
C01119-K2,3205047
C07648-K2,3205048
C07416-K1,3205049
C01155-K2,3205050
C00129-K2,3205051
C12758-K1,3205052
C00998-K1,3205053
C11677-K1,3205054
C13416-K1,3205055
C03575-K2,3205056
C02502-K2,3205057
C03712-K1,3205058
C02608-K1,3205059
C03575-K2,3205060
C07858-K2,3205061
C12785-K2,3205062
C01803-K1,3205063
C11923-K2,3205064
C06031-K2,3205065
C05689-K2,3205066
C13333-K1,3205067
C01966-K1,3205068
C01982-K2,3205069
C01040-K2,3205070
C11709-K2,3205071
C12426-K2,3205072
C13440-K2,3205073
C08140-K2,3205074
C02354-K2,3205075
C03218-K2,3205076
C06350-K2,3205077
C02354-K2,3205078
C02502-K2,3205079
C13015-K1,3205080
C08256-K2,3205081
C10867-K1,3205082
C08834-K1,3205083
C10075-K1,3205084
C13007-K1,3205085
C08962-K2,3205086
C08466-K1,3205087
C03231-K2,3205088
C04893-K1,3205089
C08450-K2,3205090
C12145-K1,3205091
C06350-K2,3205092
C07741-K2,3205093
C13416-K1,3205094
C06708-K2,3205095
C11670-K2,3205096
C02902-K2,3205097
C13440-K2,3205098
C13302-K1,3205099
C04108-K2,3205100
C04709-K2,3205101
C07858-K2,3205102
C02902-K2,3205103
C13416-K1,3205104
C07856-K1,3205105
C07729-K1,3205106
C13440-K2,3205107
C06975-K1,3205108
C10224-K1,3205109
C05645-K1,3205110
C13416-K1,3205111
C08443-K1,3205112
C03738-K2,3205113
C04125-K2,3205114
C09235-K2,3205115
C13416-K1,3205116
C06342-K1,3205117
C03474-K1,3205118
C10383-K1,3205119
C03218-K2,3205120
C12666-K1,3205121
C05636-K2,3205122
C01909-K2,3205123
C07729-K1,3205124
C13440-K2,3205125
C11709-K2,3205126
C09800-K2,3205127
C12517-K2,3205128
C09420-K2,3205129
C07585-K1,3205130
C11709-K2,3205131
C04346-K2,3205132
C01119-K2,3205133
C08940-K1,3205134
C09249-K1,3205135
C12699-K1,3205136
C10757-K2,3205137
C08943-K2,3205138
C05551-K2,3205139
C03598-K2,3205140
C05776-K1,3205141
C12699-K1,3205142
C00750-K2,3205143
C13440-K2,3205144
C08943-K2,3205145
C07919-K2,3205146
C04235-K1,3205147
C06835-K2,3205148
C12889-K1,3205149
C06835-K2,3205150
C06403-K2,3205151
C06147-K2,3205152
C11923-K2,3205153
C04125-K2,3205154
C11444-K1,3205155
C11224-K1,3205156
C01618-K2,3205157
C00728-K2,3205158
C00773-K2,3205159
C02945-K1,3205160
C05689-K2,3205161
C00092-K1,3205162
C04361-K2,3205163
C02354-K2,3205164
C07338-K1,3205165
C05636-K2,3205166
C12981-K1,3205167
C06224-K2,3205168
C04068-K1,3205169
C02513-K1,3205170
C05097-K2,3205171
C02902-K2,3205172
C07773-K1,3205173
C07648-K2,3205174
C10374-K1,3205175
C03427-K2,3205176
C05289-K2,3205177
C01155-K2,3205178
C03095-K2,3205179
C12295-K2,3205180
C04125-K2,3205181
C05636-K2,3205182
C11339-K1,3205183
C09657-K2,3205184
C11496-K2,3205185
C00637-K1,3205186
C11709-K2,3205187
C02000-K2,3205188
C08945-K2,3205189
C06224-K2,3205190
C09301-K2,3205191
C06744-K2,3205192
C09902-K2,3205193
C04105-K2,3205194
C12137-K1,3205195
C00092-K1,3205196
C02513-K1,3205197
C10568-K1,3205198
C00728-K2,3205199
C09241-K2,3205200
C11496-K2,3205201
C11670-K2,3205202
C04776-K1,3205203
C03047-K2,3205204
C03218-K2,3205205
C05243-K1,3205206
C07648-K2,3205207
C00939-K1,3205208
C12517-K2,3205209
C01155-K2,3205210
C00728-K2,3205211
C07648-K2,3205212
C10193-K2,3205213
C00571-K1,3205214
C12084-K2,3205215
C04597-K2,3205216
C00348-K1,3205217
C06552-K1,3205218
C02902-K2,3205219
C00854-K2,3205220
C11000-K2,3205221
C08746-K2,3205222
C08909-K2,3205223
C11844-K2,3205224
C11923-K2,3205225
C06683-K1,3205226
C11709-K2,3205227
C00941-K1,3205228
C00637-K1,3205229
C00414-K1,3205230
C01884-K1,3205231
C07648-K2,3205232
C00889-K2,3205233
C00094-K3,3205234
C00874-K1,3205235
C01155-K2,3205236
C02502-K2,3205237
C07518-K2,3205238
C00907-K1,3205239
C02902-K2,3205240
C09241-K2,3205241
C08945-K2,3205242
C00768-K2,3205243
C07872-K2,3205244
C03080-K2,3205245
C00854-K2,3205246
C04984-K2,3205247
C05786-K2,3205248
C10745-K1,3205249
C12166-K2,3205250
C08509-K1,3205251
C08437-K1,3205252
C13407-K1,3205253
C10892-K2,3205254
C02354-K2,3205255
C11709-K2,3205256
C01109-K2,3205257
C04844-K1,3205258
C05646-K1,3205259
C11522-K2,3205260
C00914-K1,3205261
C00750-K2,3205262
C06552-K1,3205263
C02095-K2,3205264
C10986-K2,3205265
C11965-K1,3205266
C00768-K2,3205267
C02902-K2,3205268
C03341-K2,3205269
C00235-K2,3205270
C13171-K2,3205271
C08563-K1,3205272
C05289-K2,3205273
C02095-K2,3205274
C02613-K1,3205275
C12907-K1,3205276
C04108-K2,3205277
C09873-K1,3205278
C12981-K1,3205279
C08943-K2,3205280
C02245-K2,3205281
C06331-K2,3205282
C03218-K2,3205283
C09733-K1,3205284
C10889-K1,3205285
C07648-K2,3205286
C03019-K2,3205287
