device_id,canonical_profile_str,device_info,os,browser,screen,device_type
DEV_8321bb5a238d,SAMSUNG SM-G892A Build/NRD90M | Android 7.0 | samsung browser 6.2 | 2220x1080,SAMSUNG SM-G892A Build/NRD90M,Android 7.0,samsung browser 6.2,2220x1080,mobile
DEV_9ea94a3a6c70,Moto Z2 Play Build/NPSS26.118-19-14 | Unknown | chrome generic for android | Unknown,Moto Z2 Play Build/NPSS26.118-19-14,,chrome generic for android,,mobile
DEV_a4766f0cb442,SM-G610M Build/MMB29K | Unknown | chrome generic for android | Unknown,SM-G610M Build/MMB29K,,chrome generic for android,,mobile
DEV_bf2c438b6ca1,SM-G935F Build/NRD90M | Unknown | chrome generic for android | Unknown,SM-G935F Build/NRD90M,,chrome generic for android,,mobile
DEV_991ce1762706,Pixel 2 Build/OPM2.171019.016 | Android 8.1.0 | chrome 63.0 for android | Unknown,Pixel 2 Build/OPM2.171019.016,Android 8.1.0,chrome 63.0 for android,,mobile
DEV_1250d6ada756,LGMS330 Build/LMY47V | Unknown | chrome 63.0 for android | Unknown,LGMS330 Build/LMY47V,,chrome 63.0 for android,,mobile
DEV_44f01f34a305,Moto G Play Build/MPIS24.241-15.3-7 | Unknown | chrome generic for android | Unknown,Moto G Play Build/MPIS24.241-15.3-7,,chrome generic for android,,mobile
DEV_ef00208d4aec,iOS Device | iOS 11.3.0 | mobile safari 11.0 | 2208x1242,iOS Device,iOS 11.3.0,mobile safari 11.0,2208x1242,mobile
DEV_37fb9d18687b,Windows | Windows 10 | chrome 59.0 | 1600x900,Windows,Windows 10,chrome 59.0,1600x900,desktop
DEV_2553e86c889d,MacOS | Mac OS X 10_12_4 | chrome 63.0 | 2880x1800,MacOS,Mac OS X 10_12_4,chrome 63.0,2880x1800,desktop
DEV_f07f51377d63,Unknown | Android | chrome generic | 1280x720,,Android,chrome generic,1280x720,mobile
DEV_0794b5bf5c84,iOS Device | iOS | mobile safari 8.0 | 2208x1242,iOS Device,iOS,mobile safari 8.0,2208x1242,mobile
DEV_e351d6ecf026,ALE-L23 Build/HuaweiALE-L23 | Unknown | chrome generic | Unknown,ALE-L23 Build/HuaweiALE-L23,,chrome generic,,desktop
DEV_f6c0f5e506fe,SM-G950U Build/NRD90M | Android 7.0 | chrome generic for android | 2220x1080,SM-G950U Build/NRD90M,Android 7.0,chrome generic for android,2220x1080,mobile
DEV_fe514c9d85a7,SAMSUNG SM-G930T Build/NRD90M | Android 7.0 | samsung browser 6.2 | 2560x1440,SAMSUNG SM-G930T Build/NRD90M,Android 7.0,samsung browser 6.2,2560x1440,mobile
DEV_2410f9caedb0,XT1650 | Android 6.0.1 | chrome generic for android | 2560x1440,XT1650,Android 6.0.1,chrome generic for android,2560x1440,mobile
DEV_07b1a953b30f,rv:52.0 | Mac OS X 10.12 | firefox 52.0 | 3360x2100,rv:52.0,Mac OS X 10.12,firefox 52.0,3360x2100,desktop
DEV_430a4bdb9d12,SM-G920V Build/MMB29K | Android 6.0.1 | chrome 51.0 for android | 2560x1440,SM-G920V Build/MMB29K,Android 6.0.1,chrome 51.0 for android,2560x1440,mobile
DEV_93a27c1e18e5,Z837VL | Android 6.0.1 | other | 855x480,Z837VL,Android 6.0.1,other,855x480,mobile
DEV_c72df4497fb0,Nexus 5X Build/OPM3.171019.013 | Unknown | chrome 63.0 for android | Unknown,Nexus 5X Build/OPM3.171019.013,,chrome 63.0 for android,,mobile
DEV_65d9b36714d1,ZTE | Unknown | chrome generic | Unknown,ZTE,,chrome generic,,desktop
DEV_33bfd3c0d7bb,Trident/7.0 | Windows 10 | ie 11.0 for desktop | 2880x1800,Trident/7.0,Windows 10,ie 11.0 for desktop,2880x1800,desktop
DEV_0550162d437f,LG-X180g Build/LMY47I | Unknown | chrome generic | Unknown,LG-X180g Build/LMY47I,,chrome generic,,desktop
DEV_8ae7baf75d4b,iOS Device | iOS 11.2.5 | mobile safari generic | 1334x750,iOS Device,iOS 11.2.5,mobile safari generic,1334x750,mobile
DEV_a6fdbaa38d2c,iOS Device | iOS 11.2.5 | mobile safari 11.0 | 2048x1536,iOS Device,iOS 11.2.5,mobile safari 11.0,2048x1536,mobile
DEV_93cd2d5c7be4,LG-K330 | Unknown | chrome 54.0 for android | Unknown,LG-K330,,chrome 54.0 for android,,mobile
DEV_37bf6237b40c,Unknown | Android | samsung browser 6.2 | 1920x1080,,Android,samsung browser 6.2,1920x1080,mobile
DEV_0d23ec6b45a0,XT1021 Build/LPCS23.13-34.8-3 | Unknown | chrome | Unknown,XT1021 Build/LPCS23.13-34.8-3,,chrome,,desktop
DEV_32751713b9f9,HTC One A9s Build/MRA58K | Unknown | chrome generic for android | Unknown,HTC One A9s Build/MRA58K,,chrome generic for android,,mobile
DEV_4417d6e2a30d,MacOS | Mac OS X 10_13_3 | safari generic | 3360x2100,MacOS,Mac OS X 10_13_3,safari generic,3360x2100,desktop
DEV_0d86bc87ceff,LGLK430 | Android | chrome generic | Unknown,LGLK430,Android,chrome generic,,mobile
DEV_eb5ee4f10234,Trident/7.0 | Windows 8 | ie 11.0 for desktop | 1600x900,Trident/7.0,Windows 8,ie 11.0 for desktop,1600x900,desktop
DEV_ba0d75932e05,Unknown | Linux | chrome generic | 2560x1440,,Linux,chrome generic,2560x1440,desktop
DEV_4aa3c042fe24,T1 | Unknown | chrome 63.0 for android | Unknown,T1,,chrome 63.0 for android,,mobile
DEV_620f5c45c372,ALE-L21 Build/HuaweiALE-L21 | Unknown | chrome generic for android | Unknown,ALE-L21 Build/HuaweiALE-L21,,chrome generic for android,,mobile
DEV_9c3f86dbd826,SM-G930W8 Build/NRD90M | Unknown | chrome generic for android | Unknown,SM-G930W8 Build/NRD90M,,chrome generic for android,,mobile
DEV_88baf8b1689d,rv:49.0 | Mac OS X 10.12 | firefox | 1280x800,rv:49.0,Mac OS X 10.12,firefox,1280x800,desktop
DEV_79449f1b1876,Windows | Windows 7 | firefox generic | 1440x900,Windows,Windows 7,firefox generic,1440x900,desktop
DEV_3270413e3257,SAMSUNG | Unknown | samsung browser 4.0 | Unknown,SAMSUNG,,samsung browser 4.0,,mobile
DEV_c572ca4f2c20,Windows | Windows XP | firefox | 1024x768,Windows,Windows XP,firefox,1024x768,desktop
DEV_6b2b4132c9ae,TR10CS1 Build/JDQ39 | Unknown | chrome 63.0 for android | Unknown,TR10CS1 Build/JDQ39,,chrome 63.0 for android,,mobile
DEV_5f97e90db79d,F3213 Build/36.1.A.1.86 | Unknown | chrome generic for android | Unknown,F3213 Build/36.1.A.1.86,,chrome generic for android,,mobile
DEV_90f243cbfb3e,SM-J730GM Build/NRD90M | Unknown | chrome generic for android | Unknown,SM-J730GM Build/NRD90M,,chrome generic for android,,mobile
DEV_38b711aa3eaa,Nexus 5X Build/OPM3.171019.013 | Unknown | chrome generic for android | Unknown,Nexus 5X Build/OPM3.171019.013,,chrome generic for android,,mobile
DEV_d9ab0e51a98e,LG-D213 | Unknown | chrome | Unknown,LG-D213,,chrome,,mobile
DEV_00279ec67a6d,SM-G900V Build/MMB29M | Android 6.0.1 | chrome generic for android | 1920x1080,SM-G900V Build/MMB29M,Android 6.0.1,chrome generic for android,1920x1080,mobile
DEV_484f433d41cc,Redmi 3S Build/MMB29M | Unknown | chrome generic for android | Unknown,Redmi 3S Build/MMB29M,,chrome generic for android,,mobile
DEV_8962fb77d97c,LG-K530 Build/MMB29M | Unknown | chrome generic for android | Unknown,LG-K530 Build/MMB29M,,chrome generic for android,,mobile
DEV_bbd995dc1e9e,Linux x86_64 | Linux | chrome | 1920x1080,Linux x86_64,Linux,chrome,1920x1080,desktop
DEV_de8e48395524,iOS Device | iOS 11.2.5 | mobile safari uiwebview | 1334x750,iOS Device,iOS 11.2.5,mobile safari uiwebview,1334x750,mobile
DEV_27cc248ec204,BLADE V8 SE Build/NRD90M | Unknown | chrome generic for android | Unknown,BLADE V8 SE Build/NRD90M,,chrome generic for android,,mobile
DEV_2d9cd4d15525,rv:58.0 | Mac OS X 10.9 | firefox generic | 1366x768,rv:58.0,Mac OS X 10.9,firefox generic,1366x768,desktop
DEV_5377245221a2,PRA-LX3 Build/HUAWEIPRA-LX3 | Unknown | chrome generic for android | Unknown,PRA-LX3 Build/HUAWEIPRA-LX3,,chrome generic for android,,mobile
DEV_d897bb0b1f5f,SM-T580 Build/NRD90M | Android 7.0 | chrome 63.0 for android | Unknown,SM-T580 Build/NRD90M,Android 7.0,chrome 63.0 for android,,mobile
DEV_df069199b43a,Unknown | Linux | samsung browser 6.2 | 2961x1442,,Linux,samsung browser 6.2,2961x1442,mobile
DEV_a80c972e84e9,MacOS | Mac OS X 10_10_5 | chrome 61.0 | 1680x1050,MacOS,Mac OS X 10_10_5,chrome 61.0,1680x1050,desktop
DEV_eba29d8b0fed,SM-J710MN Build/MMB29K | Unknown | chrome generic for android | Unknown,SM-J710MN Build/MMB29K,,chrome generic for android,,mobile
DEV_d8a179a1b38f,MacOS | Mac OS X 10_11_6 | chrome generic | 2880x1800,MacOS,Mac OS X 10_11_6,chrome generic,2880x1800,desktop
DEV_3bd51b3d33c0,5010G Build/MRA58K | Unknown | chrome generic for android | Unknown,5010G Build/MRA58K,,chrome generic for android,,mobile
DEV_53e34284cc28,LG-H542 Build/LRX22G | Unknown | chrome 52.0 for android | Unknown,LG-H542 Build/LRX22G,,chrome 52.0 for android,,mobile
DEV_83c4b27d53ed,5011A Build/NRD90M | Unknown | chrome generic for android | Unknown,5011A Build/NRD90M,,chrome generic for android,,mobile
DEV_016b8ccc8833,MotoG3 Build/MPI24.65-33.1-2 | Unknown | chrome 59.0 for android | Unknown,MotoG3 Build/MPI24.65-33.1-2,,chrome 59.0 for android,,mobile
DEV_71eadd5fbfd4,E2303 | Unknown | chrome 63.0 for android | Unknown,E2303,,chrome 63.0 for android,,mobile
DEV_779745379b01,Unknown | Android | chrome generic | 1920x1080,,Android,chrome generic,1920x1080,mobile
DEV_6098aabfb37f,Pixel | Android 8.1.0 | chrome 62.0 for android | 2562x1442,Pixel,Android 8.1.0,chrome 62.0 for android,2562x1442,mobile
DEV_a3f0803184b7,Ilium X520 Build/NRD90M | Unknown | chrome 63.0 for android | Unknown,Ilium X520 Build/NRD90M,,chrome 63.0 for android,,mobile
DEV_7ed2fb12fe16,SM-J320M Build/LMY47V | Unknown | chrome 57.0 for android | Unknown,SM-J320M Build/LMY47V,,chrome 57.0 for android,,mobile
DEV_70d951cc4090,LG-H870 Build/NRD90U | Unknown | chrome generic for android | Unknown,LG-H870 Build/NRD90U,,chrome generic for android,,mobile
DEV_5fe16023b2fb,XT1032 Build/LPBS23.13-57-2 | Unknown | chrome 63.0 for android | Unknown,XT1032 Build/LPBS23.13-57-2,,chrome 63.0 for android,,mobile
DEV_0533da3b1434,LG-X230 Build/MRA58K | Unknown | chrome generic for android | Unknown,LG-X230 Build/MRA58K,,chrome generic for android,,mobile
DEV_b87b1c993275,Windows | Windows 7 | chrome generic | 1600x900,Windows,Windows 7,chrome generic,1600x900,desktop
DEV_cb5e64fdf28e,LG-M320 Build/NRD90U | Unknown | chrome generic for android | Unknown,LG-M320 Build/NRD90U,,chrome generic for android,,mobile
DEV_eccd4ed044c1,LG-X210 Build/LMY47I | Unknown | chrome 50.0 for android | Unknown,LG-X210 Build/LMY47I,,chrome 50.0 for android,,mobile
DEV_5cc1cfda11ff,Blade V6 Plus Build/MRA58K | Unknown | chrome generic for android | Unknown,Blade V6 Plus Build/MRA58K,,chrome generic for android,,mobile
DEV_033ac16e2f9d,Moto Z2 Play Build/NPSS26.118-19-14 | Unknown | samsung browser 6.2 | Unknown,Moto Z2 Play Build/NPSS26.118-19-14,,samsung browser 6.2,,mobile
DEV_b312265c86d9,Windows | Windows 10 | firefox generic | 3840x2160,Windows,Windows 10,firefox generic,3840x2160,desktop
DEV_f399698e8663,Windows | Windows 7 | chrome generic | 1440x900,Windows,Windows 7,chrome generic,1440x900,desktop
DEV_bf538b973b29,MacOS | Mac OS X 10_13_2 | chrome 63.0 | 2560x1080,MacOS,Mac OS X 10_13_2,chrome 63.0,2560x1080,desktop
DEV_51d69ad9bcb2,Linux x86_64 | Linux | firefox generic | 1920x1080,Linux x86_64,Linux,firefox generic,1920x1080,desktop
DEV_d1f8a81ba423,SM-G930F Build/NRD90M | Unknown | chrome generic for android | Unknown,SM-G930F Build/NRD90M,,chrome generic for android,,mobile
DEV_a70763e06d15,Pixel 2 XL Build/OPM1.171019.013 | Android 8.1.0 | chrome generic for android | Unknown,Pixel 2 XL Build/OPM1.171019.013,Android 8.1.0,chrome generic for android,,mobile
DEV_69702b1a9cf4,5054S Build/LMY47V | Unknown | chrome 63.0 for android | Unknown,5054S Build/LMY47V,,chrome 63.0 for android,,mobile
DEV_5cfc13a2a51c,SM-G950F Build/NRD90M | Unknown | chrome generic for android | Unknown,SM-G950F Build/NRD90M,,chrome generic for android,,mobile
DEV_64a2fa9955c4,MacOS | Mac OS X 10_13_3 | safari generic | 3200x1800,MacOS,Mac OS X 10_13_3,safari generic,3200x1800,desktop
DEV_fa002d5ccc19,SM-G531F | Unknown | chrome 50.0 for android | Unknown,SM-G531F,,chrome 50.0 for android,,mobile
DEV_a1c1745f6b5e,Trident/7.0 | Windows 7 | ie 11.0 for desktop | 1920x1018,Trident/7.0,Windows 7,ie 11.0 for desktop,1920x1018,desktop
DEV_86bc9bad0df4,HTC Desire 10 lifestyle Build/MMB29M | Unknown | chrome generic for android | Unknown,HTC Desire 10 lifestyle Build/MMB29M,,chrome generic for android,,mobile
DEV_d9b4cf771982,E8QP | Unknown | chrome generic | Unknown,E8QP,,chrome generic,,mobile
DEV_47b8e95ba83b,SM-N920V | Unknown | chrome 63.0 for android | Unknown,SM-N920V,,chrome 63.0 for android,,mobile
DEV_e9f2c9926ba4,Unknown | Unknown | other | Unknown,,,other,,mobile
DEV_55c24d66512e,MYA-L13 Build/HUAWEIMYA-L13 | Unknown | chrome generic for android | Unknown,MYA-L13 Build/HUAWEIMYA-L13,,chrome generic for android,,mobile
DEV_a7a3ea4d6d7d,BLL-L23 Build/HUAWEIBLL-L23 | Unknown | chrome generic for android | Unknown,BLL-L23 Build/HUAWEIBLL-L23,,chrome generic for android,,mobile
DEV_040c8a6953de,SAMSUNG-SM-N920A | Unknown | chrome 63.0 for android | Unknown,SAMSUNG-SM-N920A,,chrome 63.0 for android,,mobile
DEV_fa60a5972c31,SM-N950U Build/NMF26X | Android 7.1.1 | chrome generic for android | Unknown,SM-N950U Build/NMF26X,Android 7.1.1,chrome generic for android,,mobile
DEV_7b1b94ea909a,SM-G610M Build/NRD90M | Unknown | chrome generic for android | Unknown,SM-G610M Build/NRD90M,,chrome generic for android,,mobile
DEV_1d84fc9e4650,SM-A310M Build/NRD90M | Unknown | chrome 63.0 for android | Unknown,SM-A310M Build/NRD90M,,chrome 63.0 for android,,mobile
DEV_ef6c9efde35c,Windows | Windows 10 | firefox generic | 1440x900,Windows,Windows 10,firefox generic,1440x900,desktop
DEV_a13723095049,Windows | Windows 7 | chrome generic | 1920x1200,Windows,Windows 7,chrome generic,1920x1200,desktop
DEV_17bba3b2046e,SM-T377V Build/NMF26X | Android 7.1.1 | chrome 61.0 for android | Unknown,SM-T377V Build/NMF26X,Android 7.1.1,chrome 61.0 for android,,mobile
DEV_394699adb596,SM-G930V Build/NRD90M | Android 7.0 | chrome generic for android | 1920x1080,SM-G930V Build/NRD90M,Android 7.0,chrome generic for android,1920x1080,mobile
DEV_b8401ccde1e8,LGL41C | Android 4.4.2 | chrome 63.0 for android | 801x480,LGL41C,Android 4.4.2,chrome 63.0 for android,801x480,mobile
DEV_9dfb4d31de3c,WAS-L03T Build/HUAWEIWAS-L03T | Unknown | chrome generic for android | Unknown,WAS-L03T Build/HUAWEIWAS-L03T,,chrome generic for android,,mobile
DEV_6a312de2a980,SM-J700M Build/LMY48B | Unknown | chrome generic | Unknown,SM-J700M Build/LMY48B,,chrome generic,,desktop
DEV_a2f916800780,rv:58.0 | Mac OS X 10.11 | firefox generic | 1680x1050,rv:58.0,Mac OS X 10.11,firefox generic,1680x1050,desktop
DEV_6ff7834a7fc2,Windows | Windows 10 | firefox generic | 1280x1024,Windows,Windows 10,firefox generic,1280x1024,desktop
DEV_cad2030f2b12,Moto X Play Build/NPD26.48-24-1 | Unknown | chrome generic for android | Unknown,Moto X Play Build/NPD26.48-24-1,,chrome generic for android,,mobile
DEV_371fcccde0f9,Grand | Unknown | chrome 56.0 for android | Unknown,Grand,,chrome 56.0 for android,,mobile
DEV_d61a62f014bf,SM-G903M | Unknown | chrome 60.0 for android | Unknown,SM-G903M,,chrome 60.0 for android,,mobile
DEV_21f1d872dbf9,Unknown | Linux | chrome 63.0 | 2400x1600,,Linux,chrome 63.0,2400x1600,desktop
DEV_2b023739e3bf,LG-K200 Build/MXB48T | Unknown | chrome generic for android | Unknown,LG-K200 Build/MXB48T,,chrome generic for android,,mobile
DEV_514434d70cfa,9022X | Unknown | chrome 63.0 for android | Unknown,9022X,,chrome 63.0 for android,,mobile
DEV_6095cc24f700,HUAWEI | Unknown | chrome 56.0 for android | Unknown,HUAWEI,,chrome 56.0 for android,,mobile
DEV_9e8f73e8f1d3,rv:58.0 | Mac OS X 10.10 | firefox generic | 1920x1080,rv:58.0,Mac OS X 10.10,firefox generic,1920x1080,desktop
DEV_1ab765dd4f8e,rv:58.0 | Mac OS X 10.13 | firefox generic | 1440x900,rv:58.0,Mac OS X 10.13,firefox generic,1440x900,desktop
DEV_4ed5dab9abc4,SM-P350 Build/MMB29M | Unknown | chrome generic for android | Unknown,SM-P350 Build/MMB29M,,chrome generic for android,,mobile
DEV_9c278c982560,LG-H542 Build/MRA58K | Unknown | other | Unknown,LG-H542 Build/MRA58K,,other,,mobile
DEV_5158b7b2d91e,MacOS | Mac OS X 10_13_3 | chrome 63.0 | 6016x3384,MacOS,Mac OS X 10_13_3,chrome 63.0,6016x3384,desktop
DEV_f8a452c1cb25,rv:41.0 | Mac OS X 10.10 | firefox | 1280x800,rv:41.0,Mac OS X 10.10,firefox,1280x800,desktop
DEV_c90e158ee312,LG-X210 Build/LMY47I | Unknown | chrome generic | Unknown,LG-X210 Build/LMY47I,,chrome generic,,desktop
DEV_aeb9ffc75d3d,SAMSUNG SM-G903F Build/MMB29K | Unknown | samsung browser 4.0 | Unknown,SAMSUNG SM-G903F Build/MMB29K,,samsung browser 4.0,,mobile
DEV_ef6dfebc4dbf,ALP-L09 Build/HUAWEIALP-L09 | Unknown | chrome generic for android | Unknown,ALP-L09 Build/HUAWEIALP-L09,,chrome generic for android,,mobile
DEV_4c7477c6385b,Blade V580 Build/LMY47D | Unknown | chrome 43.0 for android | Unknown,Blade V580 Build/LMY47D,,chrome 43.0 for android,,mobile
DEV_add8bfd854dd,SM-G930W8 Build/NRD90M | Android 7.0 | chrome generic for android | 1920x1080,SM-G930W8 Build/NRD90M,Android 7.0,chrome generic for android,1920x1080,mobile
DEV_13e115e20dd7,XT1058 Build/LPAS23.12-21.7-1 | Unknown | chrome generic | Unknown,XT1058 Build/LPAS23.12-21.7-1,,chrome generic,,mobile
DEV_6db37a3b1f77,SLA-L03 Build/HUAWEISLA-L03 | Unknown | chrome generic for android | Unknown,SLA-L03 Build/HUAWEISLA-L03,,chrome generic for android,,mobile
DEV_588709bde6f2,SAMSUNG SM-G570M Build/MMB29K | Unknown | samsung browser 5.4 | Unknown,SAMSUNG SM-G570M Build/MMB29K,,samsung browser 5.4,,mobile
DEV_5e2888e4beed,SM-J700M Build/MMB29K | Unknown | chrome generic for android | Unknown,SM-J700M Build/MMB29K,,chrome generic for android,,mobile
DEV_84a6cff268c3,SM-N950U Build/NMF26X | Android 7.1.1 | chrome generic for android | 2961x1442,SM-N950U Build/NMF26X,Android 7.1.1,chrome generic for android,2961x1442,mobile
DEV_a8ec6c4c3d62,SM-G850M Build/LRX22G | Unknown | chrome 63.0 for android | Unknown,SM-G850M Build/LRX22G,,chrome 63.0 for android,,mobile
DEV_3e5b0cfdccf2,LG-F400K | Unknown | chrome generic | Unknown,LG-F400K,,chrome generic,,mobile
DEV_91a8bedb27b1,RCT6223W87 | Unknown | chrome generic for android | Unknown,RCT6223W87,,chrome generic for android,,mobile
DEV_296d7de735b0,E2104 Build/24.0.A.5.14 | Unknown | chrome generic | Unknown,E2104 Build/24.0.A.5.14,,chrome generic,,mobile
DEV_d7b3c5389418,SM-J701M Build/NRD90M | Unknown | chrome 60.0 for android | Unknown,SM-J701M Build/NRD90M,,chrome 60.0 for android,,mobile
DEV_67967d32ea6c,SM-T110 Build/JDQ39 | Unknown | chrome 63.0 for android | Unknown,SM-T110 Build/JDQ39,,chrome 63.0 for android,,mobile
DEV_d565fee556f5,Windows | Windows 7 | firefox generic | 1680x1050,Windows,Windows 7,firefox generic,1680x1050,desktop
DEV_1598d434c810,rv:58.0 | Mac OS X 10.13 | firefox generic | 4096x2304,rv:58.0,Mac OS X 10.13,firefox generic,4096x2304,desktop
DEV_973034565261,SAMSUNG SM-J500M Build/LMY48B | Unknown | chrome generic | Unknown,SAMSUNG SM-J500M Build/LMY48B,,chrome generic,,mobile
DEV_b04edb9207de,Windows | Windows 7 | chrome generic | 1680x1050,Windows,Windows 7,chrome generic,1680x1050,desktop
DEV_16c0ca59976e,9002A | Unknown | chrome 63.0 for android | Unknown,9002A,,chrome 63.0 for android,,mobile
DEV_ad65c0c34a80,Windows | Windows 10 | firefox generic | 1680x1050,Windows,Windows 10,firefox generic,1680x1050,desktop
DEV_8c09a8b34bdb,rv:51.0 | Windows 7 | seamonkey | 1440x900,rv:51.0,Windows 7,seamonkey,1440x900,desktop
DEV_2d575435b13b,F5121 Build/34.3.A.0.252 | Unknown | chrome generic for android | Unknown,F5121 Build/34.3.A.0.252,,chrome generic for android,,mobile
DEV_bde068564f7a,Windows | Windows 8.1 | chrome generic | 1600x900,Windows,Windows 8.1,chrome generic,1600x900,desktop
DEV_3dff6b067931,Windows | Windows 10 | firefox generic | 4500x3000,Windows,Windows 10,firefox generic,4500x3000,desktop
DEV_d07c4f2b70b4,COVET Build/NRD90M | Unknown | android webview 4.0 | Unknown,COVET Build/NRD90M,,android webview 4.0,,mobile
DEV_8b3fc745b9ea,rv:58.0 | Android 7.1.1 | Generic/Android | 2220x1080,rv:58.0,Android 7.1.1,Generic/Android,2220x1080,mobile
DEV_fcf283d569a6,MacOS | Mac OS X 10_12_6 | chrome generic | 2880x1800,MacOS,Mac OS X 10_12_6,chrome generic,2880x1800,desktop
DEV_1e39272654e3,REX | Unknown | chrome 58.0 for android | Unknown,REX,,chrome 58.0 for android,,mobile
DEV_a0cb21da2e6e,XT1080 | Android | chrome 60.0 for android | 1280x720,XT1080,Android,chrome 60.0 for android,1280x720,mobile
DEV_011d843573f5,MotoG3 Build/MPIS24.65-33.1-2-16 | Unknown | chrome generic for android | Unknown,MotoG3 Build/MPIS24.65-33.1-2-16,,chrome generic for android,,mobile
DEV_3e1a659a0a0b,SM-J120FN Build/LMY47X | Unknown | chrome 63.0 for android | Unknown,SM-J120FN Build/LMY47X,,chrome 63.0 for android,,mobile
DEV_83fea97eb6d0,SM-G920V | Unknown | chrome generic | Unknown,SM-G920V,,chrome generic,,mobile
DEV_f49f44621b95,RNE-L03 Build/HUAWEIRNE-L03 | Unknown | chrome 63.0 for android | Unknown,RNE-L03 Build/HUAWEIRNE-L03,,chrome 63.0 for android,,mobile
DEV_0b756e8080c0,Lenovo K33b36 Build/NRD90N | Unknown | chrome generic for android | Unknown,Lenovo K33b36 Build/NRD90N,,chrome generic for android,,mobile
DEV_9db593b95ffa,rv:53.0 | Unknown | firefox | Unknown,rv:53.0,,firefox,,desktop
DEV_69b052d5d6bb,SM-J510MN Build/MMB29M | Unknown | chrome generic for android | Unknown,SM-J510MN Build/MMB29M,,chrome generic for android,,mobile
DEV_7e8163a58d65,iOS Device | iOS 11.2.2 | mobile safari uiwebview | 2001x1125,iOS Device,iOS 11.2.2,mobile safari uiwebview,2001x1125,mobile
DEV_845ed6c68006,Nexus 5X Build/OPM3.171019.013 | Android 8.1.0 | chrome generic for android | Unknown,Nexus 5X Build/OPM3.171019.013,Android 8.1.0,chrome generic for android,,mobile
DEV_216a29275062,ME301T | Unknown | chrome 63.0 for android | Unknown,ME301T,,chrome 63.0 for android,,mobile
DEV_12278155de33,LG-H960 | Unknown | chrome generic for android | Unknown,LG-H960,,chrome generic for android,,mobile
DEV_246bcc63f4d9,SM-A310M Build/LMY47X | Unknown | chrome generic | Unknown,SM-A310M Build/LMY47X,,chrome generic,,desktop
DEV_1d373c15b9c6,5025G Build/LMY47I | Unknown | chrome 63.0 for android | Unknown,5025G Build/LMY47I,,chrome 63.0 for android,,mobile
DEV_fe16f5e1d0b3,Lenovo TB-7703X Build/S100 | Unknown | chrome generic for android | Unknown,Lenovo TB-7703X Build/S100,,chrome generic for android,,mobile
DEV_3a20e06ac57d,SLA-L03 Build/HUAWEISLA-L03 | Unknown | chrome 59.0 for android | Unknown,SLA-L03 Build/HUAWEISLA-L03,,chrome 59.0 for android,,mobile
DEV_ed061b6af766,5015A Build/LMY47I | Unknown | chrome 43.0 for android | Unknown,5015A Build/LMY47I,,chrome 43.0 for android,,mobile
DEV_209fb756dac7,ALE-L23 Build/HuaweiALE-L23 | Unknown | chrome 56.0 for android | Unknown,ALE-L23 Build/HuaweiALE-L23,,chrome 56.0 for android,,mobile
DEV_35e14aa0efaa,GT-I9300 | Unknown | chrome 63.0 for android | Unknown,GT-I9300,,chrome 63.0 for android,,mobile
DEV_74b34b2afaf9,SM-G955U1 Build/NRD90M | Unknown | chrome generic for android | Unknown,SM-G955U1 Build/NRD90M,,chrome generic for android,,mobile
DEV_bec7c5d1b705,Unknown | Android | chrome | 855x480,,Android,chrome,855x480,mobile
DEV_23fcc0ea686d,Windows | Unknown | firefox 58.0 | Unknown,Windows,,firefox 58.0,,desktop
DEV_48ca1e2fa546,F5121 Build/34.3.A.0.252 | Unknown | chrome 64.0 for android | Unknown,F5121 Build/34.3.A.0.252,,chrome 64.0 for android,,mobile
DEV_6e9045a4acc1,Windows | Windows 10 | firefox 58.0 | 1366x768,Windows,Windows 10,firefox 58.0,1366x768,desktop
DEV_fe6e79fa504e,Turbo C5 Build/LMY47I | Unknown | chrome 63.0 for android | Unknown,Turbo C5 Build/LMY47I,,chrome 63.0 for android,,mobile
DEV_38ad2d374891,Windows | Windows 10 | firefox 58.0 | 4500x3000,Windows,Windows 10,firefox 58.0,4500x3000,desktop
DEV_1b46943f07f4,Blade V6 Max Build/MRA58K | Unknown | chrome 63.0 for android | Unknown,Blade V6 Max Build/MRA58K,,chrome 63.0 for android,,mobile
DEV_6988651b4116,SM-N920T Build/NRD90M | Android 7.0 | chrome 64.0 for android | Unknown,SM-N920T Build/NRD90M,Android 7.0,chrome 64.0 for android,,mobile
DEV_819845e7d7df,Windows | Unknown | chrome 64.0 | Unknown,Windows,,chrome 64.0,,desktop
DEV_c8dc4d6ee950,Windows | Windows 7 | firefox 58.0 | 1440x900,Windows,Windows 7,firefox 58.0,1440x900,desktop
DEV_ad9df3c0a037,Windows | Windows 10 | ie 11.0 for tablet | Unknown,Windows,Windows 10,ie 11.0 for tablet,,desktop
DEV_ef464e322586,Windows | Windows 7 | chrome 64.0 | 1920x1080,Windows,Windows 7,chrome 64.0,1920x1080,desktop
DEV_a5fba8d50891,rv:58.0 | Unknown | firefox 58.0 | Unknown,rv:58.0,,firefox 58.0,,desktop
DEV_018408c24bfd,SM-N950U Build/NMF26X | Android 7.1.1 | chrome 64.0 for android | 2960x1440,SM-N950U Build/NMF26X,Android 7.1.1,chrome 64.0 for android,2960x1440,mobile
