from_transaction,to_transaction,delta_seconds
3493463,3493924,0
3493924,3494286,0
3494286,3494360,0
3494360,3494366,0
3494366,3494453,0
3494453,3494701,0
3494701,3495681,0
3495681,3496362,0
3496362,3496616,0
3496616,3497089,0
3497089,3497471,0
3497471,3497746,0
3497746,3498986,0
3498986,3499106,0
3499106,3499148,0
3499148,3499258,0
3499258,3501333,0
3501333,3501384,0
3501384,3501586,0
3501586,3501820,0
3501820,3502730,0
3502730,3503026,0
3503026,3503068,0
3503068,3503332,0
3503332,3503571,0
3503571,3503638,0
3503638,3504201,0
3504201,3504374,0
3504374,3504642,0
3504642,3505330,0
3505330,3506159,0
3506159,3506187,0
3506187,3506311,0
3506311,3506696,0
3506696,3507272,0
3507272,3507336,0
3507336,3507646,0
3507646,3508011,0
3508011,3508081,0
3508081,3508711,0
3508711,3508864,0
3508864,3509161,0
3509161,3509427,0
3509427,3509558,0
3509558,3509951,0
3509951,3510123,0
3510123,3510744,0
3510744,3511014,0
3511014,3511206,0
3511206,3511229,0
3511229,3511692,0
3511692,3512246,0
3512246,3512679,0
3512679,3513498,0
3513498,3513717,0
3513717,3513957,0
3513957,3514064,0
3514064,3514099,0
3514099,3514226,0
3514226,3514580,0
3514580,3515686,0
3515686,3516354,0
3516354,3516551,0
3516551,3516659,0
3516659,3516917,0
3516917,3517157,0
3517157,3517910,0
3517910,3518360,0
3518360,3518409,0
3518409,3518670,0
3518670,3518675,0
3518675,3519395,0
3519395,3519425,0
3519425,3519525,0
3519525,3519804,0
3519804,3519882,0
3519882,3520305,0
3520305,3520946,0
3520946,3521436,0
3521436,3522396,0
3522396,3522804,0
3522804,3523103,0
3523103,3524118,0
3524118,3524134,0
3524134,3524169,0
3524169,3524225,0
3524225,3524386,0
3524386,3524583,0
3524583,3524587,0
3524587,3526019,0
3526019,3526414,0
3526414,3527037,0
3527037,3528252,0
3528252,3528298,0
3528298,3528831,0
3528831,3529931,0
3529931,3530088,0
3530088,3530743,0
3530743,3531110,0
3531110,3531113,0
3531113,3531241,0
3531241,3531302,0
3531302,3531343,0
3531343,3531401,0
3531401,3531559,0
3531559,3531940,0
3531940,3532173,0
3532173,3532617,0
3532617,3534350,0
3534350,3534941,0
3534941,3535632,0
3535632,3536166,0
3536166,3536224,0
3536224,3536250,0
3536250,3536420,0
3536420,3536594,0
3536594,3536595,0
3536595,3536753,0
3536753,3536992,0
3536992,3536993,0
3536993,3537336,0
3537336,3537741,0
3537741,3538292,0
3538292,3538856,0
3538856,3539008,0
3539008,3539871,0
3539871,3540121,0
3540121,3540728,0
3540728,3542044,0
3542044,3542811,0
3542811,3542897,0
3542897,3543113,0
3543113,3543682,0
3543682,3543770,0
3543770,3543997,0
3543997,3544548,0
3544548,3544564,0
3544564,3545403,0
3545403,3545657,0
3545657,3545698,0
3545698,3546188,0
3546188,3546471,0
3546471,3547090,0
3547090,3548044,0
3548044,3548080,0
3548080,3548286,0
3548286,3548338,0
3548338,3548941,0
3548941,3549019,0
3549019,3549043,0
3549043,3549953,0
3549953,3549962,0
3549962,3550005,0
3550005,3550118,0
3550118,3550711,0
3550711,3550918,0
3550918,3551008,0
3551008,3551520,0
3551520,3551830,0
3551830,3552109,0
3552109,3552232,0
3552232,3552785,0
3552785,3553024,0
3553024,3553372,0
3553372,3553376,0
3553376,3553432,0
3553432,3553824,0
3553824,3554235,0
3554235,3554315,0
3554315,3554494,0
3554494,3554533,0
3554533,3554567,0
3554567,3555024,0
3555024,3555343,0
3555343,3555549,0
3555549,3556360,0
3556360,3556510,0
3556510,3556788,0
3556788,3557109,0
3557109,3557433,0
3557433,3557515,0
3557515,3557900,0
3557900,3557922,0
3557922,3557954,0
3557954,3557967,0
3557967,3558074,0
3558074,3558150,0
3558150,3558199,0
3558199,3558421,0
3558421,3558554,0
3558554,3558561,0
3558561,3558979,0
3558979,3558997,0
3558997,3559733,0
3559733,3559751,0
3559751,3560487,0
3560487,3560723,0
3560723,3561165,0
3561165,3561252,0
3561252,3561259,0
3561259,3561312,0
3561312,3561419,0
3561419,3562903,0
3562903,3563384,0
3563384,3563437,0
3563437,3563627,0
3563627,3563981,0
3563981,3565100,0
3565100,3565560,0
3565560,3567046,0
3567046,3567886,0
3567886,3567909,0
3567909,3568123,0
3568123,3568923,0
3568923,3569018,0
3569018,3569050,0
3569050,3569459,0
3569459,3569794,0
3569794,3569814,0
3569814,3570007,0
3570007,3570015,0
3570015,3570859,0
3570859,3570883,0
3570883,3570950,0
3570950,3571208,0
3571208,3571689,0
3571689,3571869,0
3571869,3571933,0
3571933,3572231,0
3572231,3572652,0
3572652,3572780,0
3572780,3572836,0
3572836,3573550,0
3573550,3573941,0
3573941,3574064,0
3574064,3574186,0
3574186,3574799,0
3574799,3575381,0
3575381,3575454,0
3575454,3575484,0
3575484,3576062,0
3576062,3576632,0
3576632,3576952,0
3576952,3576991,0
3576991,3577093,0
3577093,3577286,0
3577286,3577436,0
3577436,3577773,0
3577773,3577940,0
3577940,3578271,0
3578271,3578756,0
3578756,3579417,0
3579417,3579567,0
3579567,3579791,0
3579791,3579951,0
3579951,3580093,0
3580093,3580388,0
3580388,3580452,0
3580452,3580706,0
3580706,3581010,0
3581010,3581166,0
3581166,3581196,0
3581196,3581390,0
3581390,3581890,0
3581890,3582355,0
3582355,3582425,0
3582425,3582758,0
3582758,3582884,0
3582884,3583047,0
3583047,3583143,0
3583143,3583226,0
3583226,3583572,0
3583572,3584580,0
3584580,3584805,0
3584805,3584855,0
3584855,3586110,0
3586110,3586113,0
3586113,3586128,0
3586128,3586535,0
3586535,3586624,0
3586624,3586628,0
3586628,3587016,0
3587016,3587022,0
3587022,3587572,0
3587572,3587974,0
3587974,3588261,0
3588261,3588545,0
3588545,3588558,0
3588558,3588565,0
3588565,3588717,0
3588717,3588753,0
3588753,3588999,0
3588999,3589008,0
3589008,3589177,0
3589177,3589213,0
3589213,3589563,0
3589563,3589705,0
3589705,3589715,0
3589715,3589830,0
3589830,3589850,0
3589850,3589945,0
3589945,3590001,0
3590001,3590030,0
3590030,3590071,0
3590071,3590099,0
3590099,3590129,0
3590129,3590146,0
3590146,3590468,0
3590468,3590485,0
3590485,3590509,0
3590509,3590593,0
3590593,3590649,0
3590649,3590652,0
3006754,3061737,0
3061737,3110813,0
3110813,3189899,0
3189899,3215809,0
3215809,3228077,0
3228077,3277227,0
3277227,3310548,0
3310548,3334640,0
3334640,3343717,0
3343717,3363314,0
3363314,3412150,0
3412150,3513481,0
3006755,3025074,0
3025074,3088242,0
3088242,3091753,0
3091753,3149938,0
3149938,3154004,0
3154004,3162664,0
3162664,3162735,0
3162735,3239229,0
3239229,3331393,0
3331393,3428841,0
3428841,3511779,0
3511779,3533366,0
3533366,3549499,0
3006756,3007116,0
3007116,3010500,0
3010500,3012272,0
3012272,3012929,0
3012929,3014844,0
3014844,3015625,0
3015625,3017122,0
3017122,3018125,0
3018125,3018403,0
3018403,3020984,0
3020984,3021689,0
3021689,3026143,0
3026143,3027910,0
3027910,3033105,0
3033105,3034312,0
3034312,3036125,0
3036125,3037134,0
3037134,3037392,0
3037392,3037848,0
3037848,3038016,0
3038016,3042095,0
3042095,3044542,0
3044542,3044582,0
3044582,3051343,0
3051343,3052356,0
3052356,3054646,0
3054646,3056840,0
3056840,3059429,0
3059429,3062434,0
3062434,3062472,0
3062472,3065255,0
3065255,3067801,0
3067801,3080511,0
3080511,3082290,0
3082290,3084036,0
3084036,3100373,0
3100373,3100990,0
3100990,3105948,0
3105948,3107492,0
3107492,3109445,0
3109445,3110768,0
3110768,3112605,0
3112605,3114997,0
3114997,3115133,0
3115133,3115290,0
3115290,3118611,0
3118611,3120495,0
3120495,3121558,0
3121558,3122571,0
3122571,3122678,0
3122678,3122741,0
3122741,3123137,0
3123137,3123288,0
3123288,3132687,0
3132687,3138446,0
3138446,3144015,0
3144015,3144664,0
3144664,3146245,0
3146245,3146247,0
3146247,3147729,0
3147729,3150977,0
3150977,3153862,0
3153862,3156130,0
3156130,3157054,0
3157054,3157345,0
3157345,3160130,0
3160130,3160509,0
3160509,3162334,0
3162334,3162570,0
3162570,3162932,0
3162932,3172014,0
3172014,3172151,0
3172151,3172903,0
3172903,3174559,0
3174559,3176732,0
3176732,3176742,0
3176742,3179265,0
3179265,3179367,0
3179367,3183234,0
3183234,3184804,0
3184804,3184858,0
3184858,3191580,0
3191580,3195717,0
3195717,3196306,0
3196306,3199893,0
3199893,3204940,0
3204940,3210533,0
3210533,3217565,0
3217565,3217983,0
3217983,3219521,0
3219521,3220449,0
3220449,3220689,0
3220689,3224964,0
3224964,3227890,0
3227890,3229149,0
3229149,3235670,0
3235670,3236513,0
3236513,3241958,0
3241958,3243643,0
3243643,3244876,0
3244876,3245365,0
3245365,3250819,0
3250819,3256873,0
3256873,3257879,0
3257879,3259516,0
3259516,3260053,0
3260053,3260277,0
3260277,3260330,0
3260330,3262057,0
3262057,3263369,0
3263369,3266127,0
3266127,3266513,0
3266513,3267419,0
3267419,3268277,0
3268277,3269211,0
3269211,3274555,0
3274555,3279303,0
3279303,3280686,0
3280686,3280839,0
3280839,3282316,0
3282316,3282735,0
3282735,3283553,0
3283553,3287013,0
3287013,3288985,0
3288985,3289015,0
3289015,3289360,0
3289360,3289379,0
3289379,3292852,0
3292852,3294060,0
3294060,3296731,0
3296731,3300972,0
3300972,3301795,0
3301795,3311212,0
3311212,3312719,0
3312719,3322687,0
3322687,3323362,0
3323362,3323978,0
3323978,3324334,0
3324334,3328565,0
3328565,3333161,0
3333161,3333601,0
3333601,3335532,0
3335532,3337256,0
3337256,3337511,0
3337511,3337672,0
3337672,3347137,0
3347137,3348285,0
3348285,3350035,0
3350035,3350913,0
3350913,3351572,0
3351572,3352498,0
3352498,3352539,0
3352539,3357387,0
3357387,3360144,0
3360144,3361245,0
3361245,3362327,0
3362327,3364559,0
3364559,3364970,0
3364970,3366697,0
3366697,3369425,0
3369425,3371250,0
3371250,3372223,0
3372223,3375021,0
3375021,3380615,0
3380615,3380799,0
3380799,3382161,0
3382161,3382977,0
3382977,3382981,0
3382981,3383105,0
3383105,3383115,0
3383115,3384310,0
3384310,3384372,0
3384372,3384761,0
3384761,3388944,0
3388944,3390092,0
3390092,3391265,0
3391265,3392951,0
3392951,3393221,0
3393221,3394753,0
3394753,3403463,0
3403463,3407681,0
3407681,3410789,0
3410789,3411099,0
3411099,3412106,0
3412106,3412120,0
3412120,3414695,0
3414695,3420821,0
3420821,3422668,0
3422668,3423999,0
3423999,3424131,0
3424131,3426437,0
3426437,3429771,0
3429771,3434612,0
3434612,3434939,0
3434939,3437468,0
3437468,3437703,0
3437703,3438971,0
3438971,3443229,0
3443229,3445555,0
3445555,3448071,0
3448071,3451860,0
3451860,3452029,0
3452029,3452081,0
3452081,3454072,0
3454072,3454194,0
3454194,3458373,0
3458373,3460095,0
3460095,3460293,0
3460293,3464013,0
3464013,3464089,0
3464089,3468805,0
3468805,3471954,0
3471954,3472727,0
3472727,3475123,0
3475123,3483066,0
3483066,3484244,0
3484244,3488962,0
3488962,3491177,0
3491177,3491204,0
3491204,3493238,0
3493238,3493659,0
3493659,3493961,0
3493961,3496025,0
3496025,3497718,0
3497718,3499203,0
3499203,3503742,0
3503742,3505031,0
3505031,3505561,0
3505561,3505589,0
3505589,3508683,0
3508683,3508722,0
3508722,3510180,0
3510180,3510309,0
3510309,3510635,0
3510635,3510719,0
3510719,3512511,0
3512511,3515067,0
3515067,3524246,0
3524246,3525491,0
3525491,3530707,0
3530707,3531566,0
3531566,3532889,0
3532889,3535211,0
3535211,3538132,0
3538132,3538914,0
3538914,3541683,0
3541683,3541698,0
3541698,3547641,0
3547641,3548192,0
3548192,3548225,0
3548225,3550742,0
3550742,3553117,0
3553117,3553524,0
3553524,3554209,0
3554209,3555245,0
3555245,3555316,0
3555316,3558113,0
3558113,3560876,0
3560876,3561441,0
3561441,3564072,0
3564072,3565868,0
3565868,3566695,0
3566695,3566765,0
3566765,3569942,0
3569942,3573463,0
3573463,3575235,0
3575235,3575423,0
3575423,3575539,0
3575539,3575633,0
3575633,3586209,0
3586209,3588622,0
3588622,3588630,0
3588630,3588645,0
3588645,3588712,0
3588712,3589208,0
3589208,3589313,0
3589313,3590596,0
3590596,3590725,0
3006763,3043941,0
3043941,3045531,0
3045531,3061468,0
3061468,3062124,0
3062124,3062125,0
3062125,3077057,0
3077057,3077131,0
3077131,3091975,0
3091975,3225715,0
3225715,3413870,0
3413870,3431246,0
3431246,3530264,0
3006770,3039794,0
3039794,3070324,0
3070324,3104757,0
3104757,3156510,0
3156510,3165952,0
3165952,3171797,0
3171797,3171825,0
3171825,3182062,0
3182062,3219914,0
3219914,3239708,0
3239708,3245012,0
3245012,3310199,0
3310199,3367016,0
3367016,3398817,0
3398817,3446780,0
3446780,3448195,0
3448195,3474597,0
3474597,3533056,0
3533056,3573745,0
3573745,3584145,0
3006772,3006774,0
3006774,3015141,0
3015141,3547534,0
3547534,3548032,0
3548032,3548067,0
3548067,3548121,0
3006776,3029522,0
3029522,3030851,0
3030851,3344543,0
3344543,3349829,0
3349829,3372367,0
3372367,3590514,0
3006780,3007127,0
3007127,3015212,0
3015212,3017635,0
3017635,3018290,0
3018290,3022348,0
3022348,3022439,0
3022439,3022455,0
3022455,3023047,0
3023047,3023177,0
3023177,3024211,0
3024211,3026768,0
3026768,3029647,0
3029647,3033772,0
3033772,3038047,0
3038047,3042445,0
3042445,3043149,0
3043149,3046780,0
3046780,3047272,0
3047272,3054592,0
3054592,3062936,0
3062936,3082896,0
3082896,3085332,0
3085332,3088129,0
3088129,3088138,0
3088138,3088139,0
3088139,3088143,0
3088143,3088193,0
3088193,3091515,0
3091515,3092217,0
3092217,3094705,0
3094705,3102549,0
3102549,3114379,0
3114379,3116907,0
3116907,3117693,0
3117693,3117698,0
3117698,3121792,0
3121792,3126142,0
3126142,3131888,0
3131888,3133459,0
3133459,3137390,0
3137390,3140612,0
3140612,3141899,0
3141899,3143971,0
3143971,3145145,0
3145145,3148754,0
3148754,3149328,0
3149328,3151615,0
3151615,3154593,0
3154593,3158333,0
3158333,3158938,0
3158938,3159501,0
3159501,3162486,0
3162486,3164849,0
3164849,3167819,0
3167819,3167846,0
3167846,3172145,0
3172145,3173871,0
3173871,3176438,0
3176438,3180394,0
3180394,3181317,0
3181317,3184306,0
3184306,3184986,0
3184986,3186121,0
3186121,3186187,0
3186187,3188906,0
3188906,3190747,0
3190747,3194299,0
3194299,3198157,0
3198157,3207911,0
3207911,3211487,0
3211487,3217413,0
3217413,3219149,0
3219149,3220605,0
3220605,3228784,0
3228784,3231897,0
3231897,3232040,0
3232040,3234648,0
3234648,3235492,0
3235492,3237127,0
3237127,3238936,0
3238936,3238995,0
3238995,3239823,0
3239823,3239866,0
3239866,3240540,0
3240540,3240567,0
3240567,3240649,0
3240649,3240816,0
3240816,3241034,0
3241034,3243107,0
3243107,3244641,0
3244641,3245873,0
3245873,3246516,0
3246516,3251691,0
3251691,3251823,0
3251823,3252112,0
3252112,3252216,0
3252216,3252228,0
3252228,3252290,0
3252290,3252295,0
3252295,3252308,0
3252308,3252385,0
3252385,3252513,0
3252513,3252528,0
3252528,3253516,0
3253516,3254272,0
3254272,3255492,0
3255492,3256339,0
3256339,3256365,0
3256365,3256389,0
3256389,3260603,0
3260603,3260862,0
3260862,3267320,0
3267320,3269341,0
3269341,3274442,0
3274442,3276743,0
3276743,3279508,0
3279508,3281550,0
3281550,3290101,0
3290101,3293083,0
3293083,3294155,0
3294155,3295813,0
3295813,3295841,0
3295841,3296594,0
3296594,3312273,0
3312273,3315940,0
3315940,3320437,0
3320437,3322409,0
3322409,3325580,0
3325580,3327572,0
3327572,3328610,0
3328610,3328616,0
3328616,3329338,0
3329338,3333198,0
3333198,3335362,0
3335362,3338553,0
3338553,3338573,0
3338573,3339039,0
3339039,3341056,0
3341056,3342713,0
3342713,3343665,0
3343665,3345465,0
3345465,3351332,0
3351332,3351390,0
3351390,3354756,0
3354756,3358235,0
3358235,3363439,0
3363439,3370704,0
3370704,3373116,0
3373116,3375427,0
3375427,3377128,0
3377128,3381948,0
3381948,3382564,0
3382564,3382853,0
3382853,3384135,0
3384135,3384203,0
3384203,3388993,0
3388993,3389055,0
3389055,3389067,0
3389067,3389698,0
3389698,3389711,0
3389711,3390230,0
3390230,3391280,0
3391280,3393376,0
3393376,3393387,0
3393387,3393421,0
3393421,3397208,0
3397208,3397249,0
3397249,3402113,0
3402113,3402125,0
3402125,3402492,0
3402492,3402646,0
3402646,3407836,0
3407836,3409270,0
3409270,3410049,0
3410049,3410099,0
3410099,3411779,0
3411779,3412892,0
3412892,3413794,0
3413794,3414862,0
3414862,3414864,0
3414864,3414951,0
3414951,3416409,0
3416409,3417673,0
3417673,3417889,0
3417889,3418268,0
3418268,3426294,0
3426294,3426340,0
3426340,3426800,0
3426800,3428529,0
3428529,3428530,0
3428530,3428606,0
3428606,3429173,0
3429173,3429196,0
3429196,3432876,0
3432876,3435004,0
3435004,3436113,0
3436113,3440424,0
3440424,3443221,0
3443221,3444442,0
3444442,3444539,0
3444539,3445372,0
3445372,3447699,0
3447699,3447926,0
3447926,3448646,0
3448646,3448801,0
3448801,3449895,0
3449895,3452864,0
3452864,3456772,0
3456772,3456808,0
3456808,3456818,0
3456818,3457642,0
3457642,3458202,0
3458202,3462176,0
3462176,3464568,0
3464568,3467767,0
3467767,3470060,0
3470060,3470114,0
3470114,3471624,0
3471624,3471816,0
3471816,3472803,0
3472803,3472821,0
3472821,3475508,0
3475508,3475728,0
3475728,3475833,0
3475833,3475896,0
3475896,3477354,0
3477354,3477969,0
3477969,3478209,0
3478209,3478619,0
3478619,3482378,0
3482378,3488983,0
3488983,3490202,0
3490202,3490371,0
3490371,3494007,0
3494007,3495186,0
3495186,3498056,0
3498056,3502537,0
3502537,3509550,0
3509550,3510641,0
3510641,3511955,0
3511955,3512756,0
3512756,3513092,0
3513092,3513858,0
3513858,3513975,0
3513975,3518493,0
3518493,3521664,0
3521664,3521746,0
3521746,3525410,0
3525410,3527082,0
3527082,3528404,0
3528404,3528640,0
3528640,3534374,0
3534374,3535132,0
3535132,3537114,0
3537114,3540210,0
3540210,3540244,0
3540244,3540436,0
3540436,3540591,0
3540591,3541507,0
3541507,3541509,0
3541509,3541914,0
3541914,3541981,0
3541981,3545368,0
3545368,3547279,0
3547279,3547724,0
3547724,3548162,0
3548162,3548197,0
3548197,3550487,0
3550487,3551824,0
3551824,3551942,0
3551942,3552158,0
3552158,3554381,0
3554381,3560731,0
3560731,3567942,0
3567942,3570765,0
3570765,3577623,0
3577623,3578503,0
3578503,3584336,0
3584336,3588171,0
3588171,3590211,0
3006781,3008137,0
3008137,3011086,0
3011086,3023339,0
3023339,3028808,0
3028808,3029022,0
3029022,3036951,0
3036951,3062095,0
3062095,3062487,0
3062487,3075683,0
3075683,3083934,0
3083934,3093032,0
3093032,3095077,0
3095077,3095908,0
3095908,3096485,0
3096485,3102089,0
3102089,3106266,0
3106266,3109011,0
3109011,3112170,0
3112170,3118384,0
3118384,3125262,0
3125262,3128401,0
3128401,3132958,0
3132958,3135738,0
3135738,3135761,0
3135761,3135763,0
3135763,3145141,0
3145141,3146403,0
3146403,3153476,0
3153476,3155251,0
3155251,3158578,0
3158578,3159098,0
3159098,3159927,0
3159927,3162837,0
3162837,3162970,0
3162970,3163049,0
3163049,3166923,0
3166923,3191067,0
3191067,3191405,0
3191405,3202931,0
3202931,3202937,0
3202937,3209871,0
3209871,3218639,0
3218639,3234688,0
3234688,3239766,0
3239766,3269303,0
3269303,3280283,0
3280283,3280957,0
3280957,3284853,0
3284853,3285846,0
3285846,3293836,0
3293836,3315061,0
3315061,3331915,0
3331915,3337976,0
3337976,3338171,0
3338171,3355190,0
3355190,3357130,0
3357130,3358873,0
3358873,3359706,0
3359706,3360858,0
3360858,3372680,0
3372680,3415575,0
3415575,3425760,0
3425760,3433201,0
3433201,3444332,0
3444332,3463600,0
3463600,3472373,0
3472373,3472936,0
3472936,3475591,0
3475591,3483967,0
3483967,3495433,0
3495433,3503306,0
3503306,3503637,0
3503637,3503830,0
3503830,3506536,0
3506536,3507041,0
3507041,3524438,0
3524438,3534484,0
3534484,3536699,0
3536699,3541472,0
3541472,3546112,0
3546112,3547859,0
3547859,3553304,0
3553304,3554307,0
3554307,3557077,0
3557077,3573903,0
3573903,3574484,0
3574484,3579475,0
3579475,3579554,0
3579554,3587649,0
3587649,3588822,0
3006784,3006792,0
3006792,3006793,0
3006793,3006798,0
3006798,3318810,0
3318810,3551730,0
3551730,3553071,0
3006791,3058516,0
3058516,3061077,0
3061077,3061743,0
3061743,3061762,0
3061762,3061773,0
3061773,3062130,0
3062130,3064755,0
3064755,3355094,0
3006797,3006903,0
3006903,3007388,0
3007388,3007495,0
3007495,3008230,0
3008230,3008366,0
3008366,3008645,0
3008645,3009143,0
3009143,3010928,0
3010928,3012206,0
3012206,3012208,0
3012208,3014244,0
3014244,3014736,0
3014736,3014957,0
3014957,3017778,0
3017778,3018234,0
3018234,3021235,0
3021235,3021959,0
3021959,3021963,0
3021963,3024841,0
3024841,3025510,0
3025510,3026647,0
3026647,3026759,0
3026759,3027040,0
3027040,3028415,0
3028415,3031639,0
3031639,3032637,0
3032637,3032901,0
3032901,3033330,0
3033330,3033762,0
3033762,3035949,0
3035949,3039515,0
3039515,3044353,0
3044353,3045313,0
3045313,3045596,0
3045596,3045789,0
3045789,3048193,0
3048193,3050667,0
3050667,3051580,0
3051580,3051640,0
3051640,3051672,0
3051672,3053686,0
3053686,3053832,0
3053832,3062205,0
3062205,3065191,0
3065191,3075014,0
3075014,3077947,0
3077947,3081287,0
3081287,3082513,0
3082513,3087610,0
3087610,3087877,0
3087877,3089113,0
3089113,3089221,0
3089221,3094524,0
3094524,3094559,0
3094559,3096328,0
3096328,3096447,0
3096447,3096740,0
3096740,3096828,0
3096828,3098128,0
3098128,3098469,0
3098469,3099666,0
3099666,3100059,0
3100059,3100110,0
3100110,3101968,0
3101968,3102133,0
3102133,3106107,0
3106107,3108724,0
3108724,3109119,0
3109119,3110213,0
3110213,3111567,0
3111567,3111726,0
3111726,3112104,0
3112104,3112767,0
3112767,3112987,0
3112987,3113136,0
3113136,3114901,0
3114901,3115647,0
3115647,3115732,0
3115732,3116017,0
3116017,3118345,0
3118345,3127426,0
3127426,3128005,0
3128005,3128114,0
3128114,3128915,0
3128915,3131601,0
3131601,3131609,0
3131609,3131618,0
3131618,3131875,0
3131875,3134978,0
3134978,3135405,0
3135405,3136994,0
3136994,3138139,0
3138139,3139660,0
3139660,3145784,0
3145784,3150775,0
3150775,3155073,0
3155073,3156229,0
3156229,3157723,0
3157723,3159087,0
3159087,3163128,0
3163128,3165189,0
3165189,3165306,0
3165306,3167480,0
3167480,3171421,0
3171421,3171482,0
3171482,3171485,0
3171485,3173597,0
3173597,3175604,0
3175604,3183808,0
3183808,3183829,0
3183829,3184593,0
3184593,3184890,0
3184890,3187843,0
3187843,3187918,0
3187918,3190369,0
3190369,3190388,0
3190388,3191505,0
3191505,3193069,0
3193069,3193988,0
3193988,3196216,0
3196216,3196578,0
3196578,3201721,0
3201721,3201923,0
3201923,3204509,0
3204509,3205655,0
3205655,3209186,0
3209186,3212427,0
3212427,3213531,0
3213531,3215673,0
3215673,3216773,0
3216773,3218319,0
3218319,3219444,0
3219444,3219996,0
3219996,3220928,0
3220928,3221409,0
3221409,3222975,0
3222975,3224983,0
3224983,3227161,0
3227161,3229099,0
3229099,3232862,0
3232862,3239876,0
3239876,3239905,0
3239905,3240639,0
3240639,3245963,0
3245963,3252245,0
3252245,3254938,0
3254938,3255024,0
3255024,3255558,0
3255558,3255640,0
3255640,3256299,0
3256299,3256330,0
3256330,3257019,0
3257019,3257046,0
3257046,3269351,0
3269351,3272543,0
3272543,3273296,0
3273296,3276175,0
3276175,3278544,0
3278544,3281158,0
3281158,3281194,0
3281194,3281500,0
3281500,3284914,0
3284914,3289442,0
3289442,3289452,0
3289452,3292412,0
3292412,3292523,0
3292523,3293047,0
3293047,3293960,0
3293960,3295426,0
3295426,3296708,0
3296708,3298984,0
3298984,3300674,0
3300674,3301544,0
3301544,3301847,0
3301847,3302743,0
3302743,3304625,0
3304625,3306619,0
3306619,3308029,0
3308029,3308471,0
3308471,3308484,0
3308484,3309762,0
3309762,3314591,0
3314591,3322055,0
3322055,3326320,0
3326320,3326477,0
3326477,3327288,0
3327288,3327655,0
3327655,3328358,0
3328358,3330511,0
3330511,3330546,0
3330546,3330983,0
3330983,3333355,0
3333355,3339679,0
3339679,3340556,0
3340556,3340811,0
3340811,3342418,0
3342418,3344181,0
3344181,3344937,0
3344937,3347543,0
3347543,3348256,0
3348256,3348311,0
3348311,3348468,0
3348468,3350047,0
3350047,3351348,0
3351348,3351527,0
3351527,3351778,0
3351778,3353161,0
3353161,3354669,0
3354669,3355996,0
3355996,3360179,0
3360179,3361678,0
3361678,3361856,0
3361856,3363631,0
3363631,3366316,0
3366316,3368439,0
3368439,3372239,0
3372239,3375985,0
3375985,3378592,0
3378592,3381090,0
3381090,3382507,0
3382507,3385384,0
3385384,3385980,0
3385980,3386562,0
3386562,3387003,0
3387003,3390403,0
3390403,3393822,0
3393822,3394801,0
3394801,3397381,0
3397381,3399426,0
3399426,3399709,0
3399709,3399879,0
3399879,3399963,0
3399963,3400354,0
3400354,3403469,0
3403469,3408576,0
3408576,3412137,0
3412137,3412147,0
3412147,3421501,0
3421501,3424970,0
3424970,3425396,0
3425396,3425521,0
3425521,3425536,0
3425536,3426965,0
3426965,3427258,0
3427258,3431772,0
3431772,3431854,0
3431854,3432967,0
3432967,3433079,0
3433079,3433527,0
3433527,3442308,0
3442308,3444363,0
3444363,3452390,0
3452390,3454655,0
3454655,3454670,0
3454670,3458311,0
3458311,3463875,0
3463875,3470031,0
3470031,3470051,0
3470051,3470271,0
3470271,3470394,0
3470394,3471684,0
3471684,3474980,0
3474980,3478255,0
3478255,3481240,0
3481240,3484248,0
3484248,3485077,0
3485077,3486885,0
3486885,3498244,0
3498244,3501985,0
3501985,3504322,0
3504322,3504862,0
3504862,3508811,0
3508811,3508886,0
3508886,3509434,0
3509434,3518893,0
3518893,3520419,0
3520419,3522313,0
3522313,3523061,0
3523061,3524509,0
3524509,3535769,0
3535769,3543692,0
3543692,3547124,0
3547124,3547936,0
3547936,3548363,0
3548363,3550553,0
3550553,3554875,0
3554875,3557978,0
3557978,3559382,0
3559382,3559414,0
3559414,3562413,0
3562413,3566357,0
3566357,3572602,0
3572602,3576731,0
3576731,3582839,0
3582839,3584599,0
3584599,3587222,0
3587222,3588823,0
3588823,3588831,0
3006801,3006882,0
3006882,3007058,0
3007058,3007381,0
3007381,3008084,0
3008084,3008611,0
3008611,3009064,0
3009064,3009092,0
3009092,3009108,0
3009108,3009267,0
3009267,3009556,0
3009556,3010473,0
3010473,3010973,0
3010973,3011066,0
3011066,3011638,0
3011638,3012359,0
3012359,3012864,0
3012864,3013906,0
3013906,3014144,0
3014144,3014171,0
3014171,3014591,0
3014591,3015418,0
3015418,3015507,0
3015507,3015984,0
3015984,3016433,0
3016433,3017033,0
3017033,3017652,0
3017652,3020131,0
3020131,3020879,0
3020879,3020906,0
3020906,3021129,0
3021129,3021131,0
3021131,3021862,0
3021862,3024094,0
3024094,3025222,0
3025222,3025787,0
3025787,3026116,0
3026116,3026639,0
3026639,3026704,0
3026704,3027907,0
3027907,3027984,0
3027984,3028600,0
3028600,3028811,0
3028811,3030024,0
3030024,3031461,0
3031461,3034495,0
3034495,3035444,0
3035444,3036315,0
3036315,3036440,0
3036440,3038563,0
3038563,3040192,0
3040192,3040650,0
3040650,3041340,0
3041340,3041974,0
3041974,3043171,0
3043171,3044304,0
3044304,3044610,0
