card_id,customer_id,card_network,card_type,card1,card2,card3,card4,card5,card6
C00033-K1,C00033,visa,debit,13587,555.0,102.0,visa,138.0,debit
C08827-K1,C08827,visa,credit,21019,555.0,150.0,visa,226.0,credit
C02034-K1,C02034,visa,debit,18759,527.0,150.0,visa,226.0,debit
C09427-K1,C09427,visa,debit,18635,555.0,150.0,visa,226.0,debit
C04674-K1,C04674,visa,credit,12291,555.0,102.0,visa,137.0,credit
C11592-K1,C11592,visa,debit,10559,555.0,150.0,visa,226.0,debit
C09841-K2,C09841,mastercard,debit,12672,512.0,150.0,mastercard,229.0,debit
C04738-K1,C04738,mastercard,debit,19345,225.0,150.0,mastercard,117.0,debit
C11230-K2,C11230,mastercard,debit,10213,224.0,106.0,mastercard,224.0,debit
C10426-K1,C10426,visa,credit,21888,555.0,214.0,visa,102.0,credit
C08117-K1,C08117,visa,debit,11352,555.0,150.0,visa,226.0,debit
C13348-K1,C13348,visa,credit,14698,,133.0,visa,,credit
C02625-K1,C02625,american express,credit,22173,399.0,150.0,american express,185.0,credit
C06520-K1,C06520,visa,debit,14874,555.0,150.0,visa,226.0,debit
C12939-K1,C12939,visa,credit,21133,555.0,138.0,visa,226.0,credit
C07077-K1,C07077,visa,debit,17462,555.0,150.0,visa,226.0,debit
C06827-K1,C06827,visa,credit,20393,555.0,119.0,visa,102.0,credit
C09058-K1,C09058,visa,debit,16954,555.0,150.0,visa,226.0,debit
C00481-K1,C00481,mastercard,debit,14713,555.0,135.0,mastercard,224.0,debit
C00168-K2,C00168,mastercard,debit,21886,122.0,150.0,mastercard,126.0,debit
C13115-K1,C13115,american express,credit,11233,399.0,150.0,american express,223.0,credit
C10787-K1,C10787,visa,debit,15092,555.0,150.0,visa,226.0,debit
C01306-K1,C01306,visa,debit,18275,302.0,150.0,visa,226.0,debit
C09544-K1,C09544,mastercard,credit,20189,555.0,203.0,mastercard,224.0,credit
C04606-K1,C04606,mastercard,credit,10137,555.0,133.0,mastercard,111.0,credit
C10629-K1,C10629,mastercard,debit,12631,480.0,150.0,mastercard,224.0,debit
C05962-K1,C05962,mastercard,credit,13378,555.0,150.0,mastercard,102.0,credit
C07420-K2,C07420,mastercard,debit,11903,480.0,150.0,mastercard,117.0,debit
C03672-K1,C03672,visa,debit,10038,555.0,150.0,visa,226.0,debit
C10742-K1,C10742,mastercard,debit,14735,390.0,150.0,mastercard,224.0,debit
C00274-K1,C00274,visa,debit,13914,302.0,150.0,visa,226.0,debit
C11320-K1,C11320,visa,debit,22773,143.0,150.0,visa,226.0,debit
C00848-K1,C00848,visa,credit,11531,555.0,210.0,visa,102.0,credit
C02526-K1,C02526,visa,debit,10549,179.0,106.0,visa,226.0,debit
C10446-K1,C10446,mastercard,debit,22777,122.0,150.0,mastercard,166.0,debit
C07055-K1,C07055,visa,credit,15733,555.0,214.0,visa,226.0,credit
C07260-K1,C07260,mastercard,debit,19133,420.0,150.0,mastercard,117.0,debit
C09593-K1,C09593,visa,debit,11882,555.0,150.0,visa,226.0,debit
C12844-K1,C12844,mastercard,credit,12206,555.0,118.0,mastercard,224.0,credit
C12074-K1,C12074,visa,debit,11258,321.0,150.0,visa,226.0,debit
C04722-K1,C04722,visa,credit,15121,418.0,150.0,visa,226.0,credit
C06956-K1,C06956,american express,credit,18934,399.0,150.0,american express,132.0,credit
C06516-K1,C06516,visa,debit,10134,555.0,150.0,visa,226.0,debit
C08701-K1,C08701,american express,credit,19630,555.0,144.0,american express,164.0,credit
C07983-K1,C07983,american express,credit,20170,399.0,150.0,american express,131.0,credit
C09192-K1,C09192,visa,credit,11399,547.0,150.0,visa,226.0,credit
C12178-K1,C12178,visa,debit,15317,555.0,150.0,visa,226.0,debit
C11253-K1,C11253,visa,debit,23263,302.0,150.0,visa,195.0,debit
C07428-K1,C07428,mastercard,debit,15985,517.0,150.0,mastercard,224.0,debit
C07115-K1,C07115,visa,debit,21233,555.0,150.0,visa,226.0,debit
C13365-K1,C13365,mastercard,debit,13343,471.0,150.0,mastercard,137.0,debit
C06911-K1,C06911,visa,credit,14697,555.0,119.0,visa,162.0,credit
C07866-K1,C07866,mastercard,debit,19885,512.0,150.0,mastercard,195.0,debit
C12244-K1,C12244,mastercard,credit,18941,555.0,144.0,mastercard,224.0,credit
C07177-K1,C07177,mastercard,debit,22935,512.0,150.0,mastercard,117.0,debit
C11259-K1,C11259,visa,debit,16002,555.0,150.0,visa,166.0,debit
C06987-K1,C06987,mastercard,debit,14774,310.0,150.0,mastercard,224.0,debit
C02876-K1,C02876,visa,debit,18416,555.0,150.0,visa,226.0,debit
C05702-K1,C05702,visa,debit,22412,555.0,150.0,visa,226.0,debit
C03687-K1,C03687,visa,debit,12468,555.0,150.0,visa,226.0,debit
C07654-K1,C07654,american express,credit,13088,520.0,150.0,american express,190.0,credit
C00884-K1,C00884,american express,credit,20093,399.0,150.0,american express,146.0,credit
C10355-K1,C10355,visa,debit,16631,555.0,150.0,visa,226.0,debit
C03139-K1,C03139,visa,credit,17476,523.0,150.0,visa,226.0,credit
C08608-K1,C08608,visa,debit,11802,555.0,150.0,visa,195.0,debit
C10488-K1,C10488,visa,debit,14000,555.0,150.0,visa,226.0,debit
C01993-K1,C01993,mastercard,debit,18476,310.0,150.0,mastercard,195.0,debit
C03988-K1,C03988,visa,credit,13114,555.0,150.0,visa,226.0,credit
C00016-K1,C00016,mastercard,debit,11923,390.0,150.0,mastercard,224.0,debit
C00839-K1,C00839,visa,debit,21864,591.0,150.0,visa,195.0,debit
C03845-K1,C03845,mastercard,debit,18187,555.0,185.0,mastercard,224.0,debit
C09571-K1,C09571,mastercard,debit,18775,390.0,150.0,mastercard,224.0,debit
C12820-K1,C12820,american express,credit,21658,399.0,150.0,american express,223.0,credit
C08618-K2,C08618,mastercard,debit,16308,555.0,150.0,mastercard,166.0,debit
C08091-K1,C08091,visa,credit,22500,555.0,227.0,visa,102.0,credit
C08561-K1,C08561,visa,debit,21117,321.0,150.0,visa,226.0,debit
C13308-K1,C13308,visa,debit,22545,555.0,150.0,visa,226.0,debit
C10580-K1,C10580,american express,credit,20215,399.0,150.0,american express,146.0,credit
C00482-K1,C00482,visa,debit,15087,580.0,106.0,visa,138.0,debit
C03793-K1,C03793,visa,credit,15412,524.0,150.0,visa,226.0,credit
C04782-K1,C04782,visa,debit,22096,555.0,150.0,visa,226.0,debit
C03284-K1,C03284,visa,credit,16929,109.0,150.0,visa,226.0,credit
C09562-K1,C09562,american express,credit,21631,399.0,150.0,american express,236.0,credit
C05980-K1,C05980,mastercard,debit,10527,225.0,150.0,mastercard,117.0,debit
C11710-K1,C11710,visa,credit,11275,555.0,102.0,visa,226.0,credit
C06793-K1,C06793,mastercard,debit,12540,408.0,185.0,mastercard,224.0,debit
C02834-K1,C02834,mastercard,debit,14864,555.0,150.0,mastercard,117.0,debit
C02382-K1,C02382,visa,debit,12399,555.0,150.0,visa,226.0,debit
C13386-K1,C13386,visa,debit,18815,545.0,185.0,visa,138.0,debit
C03219-K1,C03219,mastercard,debit,18362,480.0,150.0,mastercard,224.0,debit
C12376-K1,C12376,visa,debit,20566,251.0,150.0,visa,166.0,debit
C03157-K1,C03157,visa,debit,13292,118.0,185.0,visa,226.0,debit
C06422-K1,C06422,american express,credit,17048,399.0,150.0,american express,146.0,credit
C13432-K1,C13432,mastercard,credit,13645,555.0,119.0,mastercard,224.0,credit
C00735-K1,C00735,mastercard,credit,12777,555.0,135.0,mastercard,224.0,credit
C09886-K1,C09886,american express,credit,14323,399.0,150.0,american express,223.0,credit
C00722-K1,C00722,mastercard,credit,13984,366.0,162.0,mastercard,224.0,credit
C07234-K1,C07234,visa,debit,16634,126.0,150.0,visa,226.0,debit
C08669-K1,C08669,mastercard,debit,11780,170.0,150.0,mastercard,117.0,debit
C08696-K1,C08696,visa,debit,13680,555.0,150.0,visa,226.0,debit
C05060-K1,C05060,american express,debit,19257,555.0,144.0,american express,190.0,debit
C12017-K1,C12017,visa,credit,19722,555.0,150.0,visa,226.0,credit
C10851-K1,C10851,visa,debit,11108,555.0,150.0,visa,226.0,debit
C10846-K1,C10846,visa,credit,10366,555.0,150.0,visa,226.0,credit
C01007-K1,C01007,visa,debit,14196,555.0,150.0,visa,226.0,debit
C03665-K1,C03665,visa,debit,12142,555.0,150.0,visa,226.0,debit
C06315-K1,C06315,mastercard,credit,10919,149.0,147.0,mastercard,219.0,credit
C12717-K1,C12717,visa,credit,17592,555.0,150.0,visa,226.0,credit
C07013-K1,C07013,mastercard,debit,13564,555.0,150.0,mastercard,166.0,debit
C02890-K1,C02890,mastercard,debit,13365,480.0,150.0,mastercard,117.0,debit
C00634-K1,C00634,visa,debit,10020,555.0,150.0,visa,226.0,debit
C11102-K2,C11102,mastercard,debit,11383,455.0,150.0,mastercard,126.0,debit
C11078-K1,C11078,visa,credit,22053,589.0,150.0,visa,226.0,credit
C11226-K1,C11226,mastercard,credit,16494,555.0,150.0,mastercard,224.0,credit
C11756-K1,C11756,visa,debit,22910,361.0,150.0,visa,226.0,debit
C02816-K1,C02816,mastercard,debit,18873,111.0,150.0,mastercard,195.0,debit
C05247-K1,C05247,visa,debit,10093,555.0,150.0,visa,226.0,debit
C05452-K1,C05452,visa,debit,16190,,150.0,visa,166.0,debit
C11784-K1,C11784,visa,debit,18384,555.0,150.0,visa,226.0,debit
C10951-K1,C10951,visa,debit,18435,143.0,150.0,visa,226.0,debit
C00177-K1,C00177,visa,credit,19397,555.0,150.0,visa,141.0,credit
C10281-K1,C10281,american express,credit,11823,399.0,150.0,american express,223.0,credit
C11414-K1,C11414,american express,credit,20826,399.0,150.0,american express,223.0,credit
C03833-K1,C03833,mastercard,credit,13704,555.0,150.0,mastercard,102.0,credit
C13497-K1,C13497,american express,credit,10847,399.0,150.0,american express,223.0,credit
C01474-K1,C01474,mastercard,debit,22491,328.0,150.0,mastercard,195.0,debit
C12943-K1,C12943,visa,credit,21166,555.0,150.0,visa,226.0,credit
C03029-K1,C03029,visa,debit,18421,383.0,150.0,visa,195.0,debit
C09378-K1,C09378,mastercard,credit,14049,555.0,195.0,mastercard,137.0,credit
C01338-K1,C01338,visa,debit,10862,555.0,107.0,visa,226.0,debit
C04712-K1,C04712,visa,credit,14487,170.0,150.0,visa,226.0,credit
C12768-K1,C12768,american express,credit,12016,399.0,150.0,american express,146.0,credit
C12064-K1,C12064,mastercard,debit,14519,390.0,150.0,mastercard,224.0,debit
C00471-K1,C00471,mastercard,debit,19054,310.0,150.0,mastercard,195.0,debit
C07097-K1,C07097,american express,credit,11775,399.0,150.0,american express,223.0,credit
C06581-K1,C06581,mastercard,credit,23336,171.0,150.0,mastercard,102.0,credit
C13084-K1,C13084,visa,debit,19599,555.0,150.0,visa,226.0,debit
C12779-K1,C12779,mastercard,credit,20733,555.0,200.0,mastercard,224.0,credit
C09469-K1,C09469,mastercard,debit,12146,470.0,150.0,mastercard,117.0,debit
C08681-K1,C08681,mastercard,debit,17827,420.0,150.0,mastercard,224.0,debit
C00827-K1,C00827,visa,credit,13569,555.0,119.0,visa,226.0,credit
C12548-K1,C12548,mastercard,debit,21247,275.0,150.0,mastercard,224.0,debit
C03092-K1,C03092,visa,debit,17083,555.0,150.0,visa,226.0,debit
C02636-K1,C02636,visa,credit,15968,123.0,144.0,visa,226.0,credit
C03951-K1,C03951,mastercard,debit,10283,310.0,150.0,mastercard,224.0,debit
C11868-K1,C11868,mastercard,credit,19160,161.0,150.0,mastercard,224.0,credit
C13185-K1,C13185,visa,credit,16177,418.0,150.0,visa,226.0,credit
C10995-K1,C10995,visa,credit,16142,555.0,137.0,visa,162.0,credit
C04052-K1,C04052,mastercard,debit,20633,420.0,150.0,mastercard,224.0,debit
C09611-K1,C09611,mastercard,debit,12723,480.0,150.0,mastercard,224.0,debit
C00325-K1,C00325,visa,credit,17187,142.0,185.0,visa,147.0,credit
C06175-K1,C06175,visa,debit,23275,555.0,150.0,visa,226.0,debit
C02670-K1,C02670,american express,credit,12688,399.0,150.0,american express,185.0,credit
C10569-K2,C10569,visa,debit,12246,,150.0,visa,195.0,debit
C06991-K1,C06991,visa,credit,20889,141.0,185.0,visa,228.0,credit
C12646-K1,C12646,visa,debit,21131,555.0,150.0,visa,166.0,debit
C00518-K1,C00518,american express,credit,18701,555.0,144.0,american express,164.0,credit
C04051-K1,C04051,mastercard,credit,20412,120.0,203.0,mastercard,195.0,credit
C00042-K1,C00042,mastercard,debit,12285,369.0,150.0,mastercard,224.0,debit
C07860-K1,C07860,visa,debit,14177,555.0,150.0,visa,226.0,debit
C11875-K1,C11875,mastercard,debit,14387,275.0,150.0,mastercard,224.0,debit
C02888-K1,C02888,visa,debit,13194,160.0,150.0,visa,226.0,debit
C06529-K1,C06529,visa,credit,16202,555.0,150.0,visa,226.0,credit
C00096-K1,C00096,mastercard,credit,18055,555.0,185.0,mastercard,195.0,credit
C09345-K1,C09345,visa,debit,11831,555.0,150.0,visa,195.0,debit
C13163-K1,C13163,mastercard,credit,13577,555.0,144.0,mastercard,197.0,credit
C09307-K1,C09307,visa,credit,20664,463.0,144.0,visa,226.0,credit
C01117-K1,C01117,visa,credit,10653,580.0,106.0,visa,147.0,credit
C07179-K1,C07179,visa,debit,14316,349.0,150.0,visa,226.0,debit
C12630-K1,C12630,visa,credit,21221,,150.0,visa,,credit
C00346-K1,C00346,visa,debit,19603,580.0,106.0,visa,226.0,debit
C03703-K1,C03703,visa,credit,21167,111.0,150.0,visa,226.0,credit
C04836-K1,C04836,visa,credit,18834,434.0,150.0,visa,194.0,credit
C08585-K1,C08585,visa,debit,21087,555.0,150.0,visa,226.0,debit
C09040-K1,C09040,visa,debit,12675,555.0,150.0,visa,226.0,debit
C11525-K1,C11525,visa,credit,15980,580.0,106.0,visa,102.0,credit
C02801-K1,C02801,visa,debit,15091,138.0,200.0,visa,226.0,debit
C08404-K1,C08404,american express,credit,16311,520.0,150.0,american express,190.0,credit
C09617-K1,C09617,visa,debit,15298,554.0,150.0,visa,226.0,debit
C03199-K1,C03199,visa,debit,17412,555.0,222.0,visa,138.0,debit
C00055-K1,C00055,mastercard,debit,22636,517.0,150.0,mastercard,224.0,debit
C07418-K1,C07418,visa,debit,15468,384.0,150.0,visa,226.0,debit
C13226-K1,C13226,mastercard,debit,13367,543.0,150.0,mastercard,117.0,debit
C03535-K1,C03535,visa,debit,18900,555.0,150.0,visa,226.0,debit
C13431-K1,C13431,american express,credit,20570,520.0,150.0,american express,190.0,credit
C07705-K1,C07705,visa,debit,20259,555.0,150.0,visa,195.0,debit
C13400-K1,C13400,american express,credit,20148,399.0,150.0,american express,223.0,credit
C04006-K1,C04006,visa,debit,14607,555.0,150.0,visa,226.0,debit
C12795-K1,C12795,visa,credit,17807,555.0,212.0,visa,226.0,credit
C10839-K1,C10839,mastercard,debit,18524,225.0,150.0,mastercard,117.0,debit
C06944-K1,C06944,mastercard,credit,19901,555.0,150.0,mastercard,224.0,credit
C12563-K1,C12563,visa,debit,18227,268.0,150.0,visa,100.0,debit
C10319-K1,C10319,visa,credit,15044,123.0,144.0,visa,226.0,credit
C00087-K1,C00087,visa,debit,19350,383.0,150.0,visa,195.0,debit
C11145-K1,C11145,mastercard,debit,11558,390.0,150.0,mastercard,195.0,debit
C01165-K1,C01165,visa,credit,15275,583.0,150.0,visa,226.0,credit
C07625-K1,C07625,visa,debit,14553,555.0,150.0,visa,226.0,debit
C10526-K1,C10526,visa,debit,22732,111.0,150.0,visa,195.0,debit
C12601-K1,C12601,mastercard,credit,15431,555.0,188.0,mastercard,224.0,credit
C11291-K1,C11291,visa,debit,13436,555.0,150.0,visa,226.0,debit
C05827-K1,C05827,visa,credit,19708,555.0,150.0,visa,226.0,credit
C06745-K1,C06745,mastercard,credit,17814,555.0,131.0,mastercard,224.0,credit
C02935-K1,C02935,mastercard,debit,21319,512.0,150.0,mastercard,224.0,debit
C02687-K1,C02687,mastercard,debit,17689,567.0,150.0,mastercard,197.0,debit
C10958-K1,C10958,mastercard,credit,14811,514.0,150.0,mastercard,224.0,credit
C04218-K1,C04218,visa,debit,18292,246.0,150.0,visa,195.0,debit
C06533-K1,C06533,visa,debit,17661,555.0,182.0,visa,226.0,debit
C11553-K1,C11553,visa,debit,14482,268.0,150.0,visa,226.0,debit
C10161-K2,C10161,mastercard,debit,22403,480.0,150.0,mastercard,100.0,debit
C10522-K1,C10522,american express,credit,11385,399.0,150.0,american express,146.0,credit
C03216-K1,C03216,visa,debit,19767,302.0,150.0,visa,226.0,debit
C07748-K1,C07748,visa,credit,13853,555.0,150.0,visa,195.0,credit
C08327-K1,C08327,mastercard,credit,11599,555.0,188.0,mastercard,232.0,credit
C06732-K1,C06732,mastercard,debit,14219,555.0,213.0,mastercard,166.0,debit
C01683-K1,C01683,visa,debit,19995,555.0,213.0,visa,166.0,debit
C02500-K1,C02500,visa,debit,17633,111.0,150.0,visa,226.0,debit
C01069-K1,C01069,visa,debit,14930,555.0,150.0,visa,226.0,debit
C07664-K1,C07664,visa,debit,12494,337.0,150.0,visa,195.0,debit
C11382-K1,C11382,visa,credit,10460,555.0,119.0,visa,102.0,credit
C09934-K1,C09934,mastercard,debit,16469,543.0,150.0,mastercard,224.0,debit
C12183-K1,C12183,visa,credit,19519,591.0,150.0,visa,195.0,credit
C01542-K1,C01542,visa,debit,13834,555.0,150.0,visa,226.0,debit
C04070-K1,C04070,visa,debit,15844,555.0,150.0,visa,226.0,debit
C02484-K1,C02484,mastercard,debit,10324,555.0,213.0,mastercard,224.0,debit
C13096-K1,C13096,visa,debit,13229,557.0,150.0,visa,226.0,debit
C09404-K1,C09404,visa,debit,14247,111.0,150.0,visa,226.0,debit
C12088-K1,C12088,mastercard,debit,15307,225.0,150.0,mastercard,117.0,debit
C06618-K1,C06618,visa,debit,21230,350.0,150.0,visa,195.0,debit
C06871-K1,C06871,visa,debit,20212,555.0,150.0,visa,226.0,debit
C13424-K1,C13424,visa,credit,11694,555.0,150.0,visa,226.0,credit
C12625-K1,C12625,visa,debit,21491,555.0,150.0,visa,226.0,debit
C07229-K1,C07229,mastercard,debit,21383,390.0,150.0,mastercard,117.0,debit
C10565-K1,C10565,visa,debit,14455,569.0,117.0,visa,226.0,debit
C04586-K1,C04586,mastercard,credit,11398,555.0,150.0,mastercard,,credit
C06933-K1,C06933,mastercard,debit,13641,420.0,150.0,mastercard,224.0,debit
C04768-K1,C04768,mastercard,debit,19986,543.0,150.0,mastercard,224.0,debit
C07069-K1,C07069,american express,credit,10427,399.0,150.0,american express,132.0,credit
C11696-K1,C11696,visa,debit,12881,555.0,182.0,visa,166.0,debit
C09268-K1,C09268,mastercard,debit,22507,420.0,150.0,mastercard,195.0,debit
C10421-K1,C10421,visa,credit,11745,555.0,150.0,visa,226.0,credit
C11908-K1,C11908,mastercard,credit,12594,174.0,150.0,mastercard,,credit
C09971-K1,C09971,mastercard,debit,22895,555.0,150.0,mastercard,224.0,debit
C02448-K1,C02448,mastercard,credit,10011,555.0,148.0,mastercard,224.0,credit
C04063-K1,C04063,visa,credit,10032,555.0,134.0,visa,226.0,credit
C01759-K1,C01759,mastercard,debit,13690,452.0,150.0,mastercard,195.0,debit
C12419-K1,C12419,american express,credit,16927,399.0,150.0,american express,185.0,credit
C03145-K1,C03145,mastercard,debit,22477,555.0,150.0,mastercard,195.0,debit
C00142-K1,C00142,american express,credit,10448,399.0,150.0,american express,223.0,credit
C01915-K1,C01915,mastercard,debit,23151,111.0,150.0,mastercard,224.0,debit
C04645-K1,C04645,mastercard,credit,21350,555.0,119.0,mastercard,102.0,credit
C13123-K1,C13123,visa,debit,14992,555.0,150.0,visa,226.0,debit
C09311-K1,C09311,visa,credit,15086,225.0,150.0,visa,226.0,credit
C03952-K1,C03952,mastercard,credit,15471,555.0,191.0,mastercard,102.0,credit
C08848-K1,C08848,visa,debit,20505,321.0,150.0,visa,226.0,debit
C03011-K1,C03011,mastercard,debit,19064,543.0,150.0,mastercard,224.0,debit
C12550-K1,C12550,mastercard,debit,20759,543.0,150.0,mastercard,224.0,debit
C02253-K1,C02253,visa,debit,18881,555.0,150.0,visa,226.0,debit
C07376-K1,C07376,visa,debit,22334,555.0,150.0,visa,226.0,debit
C01600-K1,C01600,visa,credit,16027,555.0,150.0,visa,226.0,credit
C10789-K2,C10789,mastercard,debit,19074,310.0,150.0,mastercard,195.0,debit
C03827-K1,C03827,american express,credit,13967,399.0,150.0,american express,223.0,credit
C09073-K1,C09073,visa,debit,21473,,150.0,visa,166.0,debit
C09229-K1,C09229,visa,debit,14510,555.0,150.0,visa,226.0,debit
C09302-K1,C09302,mastercard,credit,13716,261.0,150.0,mastercard,102.0,credit
C03623-K1,C03623,visa,debit,15500,555.0,150.0,visa,226.0,debit
C00312-K1,C00312,visa,debit,20266,555.0,150.0,visa,226.0,debit
C06895-K1,C06895,american express,credit,11536,399.0,150.0,american express,137.0,credit
C12038-K1,C12038,american express,credit,12449,399.0,150.0,american express,119.0,credit
C10038-K1,C10038,visa,credit,21401,515.0,119.0,visa,162.0,credit
C01551-K1,C01551,mastercard,credit,12221,216.0,150.0,mastercard,195.0,credit
C13383-K1,C13383,visa,debit,12564,321.0,150.0,visa,226.0,debit
C05210-K1,C05210,visa,debit,23051,555.0,150.0,visa,226.0,debit
C06854-K1,C06854,mastercard,debit,22194,390.0,150.0,mastercard,224.0,debit
C13023-K1,C13023,american express,credit,12143,399.0,150.0,american express,146.0,credit
C11452-K1,C11452,mastercard,credit,17074,555.0,150.0,mastercard,102.0,credit
C09110-K1,C09110,mastercard,debit,14669,310.0,150.0,mastercard,224.0,debit
C05740-K1,C05740,american express,credit,18171,399.0,150.0,american express,223.0,credit
C08960-K1,C08960,visa,debit,20735,309.0,150.0,visa,195.0,debit
C06562-K1,C06562,visa,debit,23259,555.0,150.0,visa,226.0,debit
C01378-K1,C01378,discover,debit,14508,327.0,150.0,discover,166.0,debit
C13476-K1,C13476,mastercard,debit,16254,225.0,150.0,mastercard,224.0,debit
C11646-K1,C11646,visa,debit,20931,555.0,185.0,visa,166.0,debit
C09592-K1,C09592,american express,credit,22162,399.0,150.0,american express,150.0,credit
C06699-K1,C06699,american express,credit,11305,399.0,150.0,american express,150.0,credit
C05454-K1,C05454,mastercard,credit,18284,555.0,135.0,mastercard,224.0,credit
C06415-K2,C06415,mastercard,debit,10293,206.0,150.0,mastercard,229.0,debit
C03644-K1,C03644,visa,debit,12109,555.0,150.0,visa,226.0,debit
C02064-K1,C02064,mastercard,debit,20156,390.0,150.0,mastercard,224.0,debit
C12483-K1,C12483,mastercard,debit,13336,480.0,150.0,mastercard,117.0,debit
C04149-K1,C04149,mastercard,debit,19389,127.0,150.0,mastercard,117.0,debit
C03929-K1,C03929,visa,credit,22394,548.0,150.0,visa,226.0,credit
C07655-K1,C07655,mastercard,credit,22720,555.0,227.0,mastercard,102.0,credit
C08971-K1,C08971,visa,credit,11562,555.0,119.0,visa,226.0,credit
C04362-K1,C04362,visa,credit,10710,123.0,144.0,visa,137.0,credit
C01676-K1,C01676,mastercard,credit,23106,555.0,188.0,mastercard,137.0,credit
C10622-K1,C10622,mastercard,credit,12519,170.0,150.0,mastercard,102.0,credit
C05464-K1,C05464,visa,debit,17239,555.0,150.0,visa,226.0,debit
C13296-K1,C13296,visa,debit,18981,555.0,150.0,visa,226.0,debit
C08944-K1,C08944,visa,debit,22281,407.0,185.0,visa,226.0,debit
C11718-K1,C11718,american express,credit,20789,399.0,150.0,american express,146.0,credit
C05838-K1,C05838,visa,debit,22844,512.0,150.0,visa,226.0,debit
C06246-K1,C06246,visa,debit,13471,555.0,150.0,visa,226.0,debit
C11820-K1,C11820,visa,credit,20619,555.0,214.0,visa,137.0,credit
C11903-K1,C11903,visa,credit,14213,555.0,150.0,visa,162.0,credit
C06241-K2,C06241,mastercard,debit,18250,480.0,150.0,mastercard,224.0,debit
C01049-K1,C01049,visa,debit,15771,,150.0,visa,166.0,debit
C12702-K1,C12702,mastercard,debit,19580,122.0,150.0,mastercard,166.0,debit
C10977-K1,C10977,visa,credit,18694,555.0,100.0,visa,102.0,credit
C07620-K1,C07620,visa,credit,23163,555.0,144.0,visa,226.0,credit
C02593-K1,C02593,visa,debit,23101,321.0,150.0,visa,226.0,debit
C05799-K1,C05799,visa,debit,16214,555.0,150.0,visa,166.0,debit
C06081-K1,C06081,visa,debit,11037,321.0,150.0,visa,226.0,debit
C08769-K1,C08769,mastercard,debit,11288,275.0,150.0,mastercard,224.0,debit
C01616-K1,C01616,american express,debit,21510,555.0,117.0,american express,166.0,debit
C02029-K1,C02029,visa,debit,22722,,150.0,visa,166.0,debit
C06717-K1,C06717,american express,credit,17532,399.0,150.0,american express,223.0,credit
C00121-K1,C00121,american express,credit,16506,399.0,150.0,american express,185.0,credit
C12402-K1,C12402,visa,debit,12088,555.0,150.0,visa,226.0,debit
C03458-K1,C03458,visa,debit,19237,192.0,150.0,visa,226.0,debit
C09379-K1,C09379,mastercard,debit,11601,390.0,150.0,mastercard,224.0,debit
C12181-K1,C12181,visa,debit,22686,555.0,150.0,visa,195.0,debit
C02966-K1,C02966,american express,credit,10116,399.0,150.0,american express,236.0,credit
C08022-K1,C08022,visa,debit,21063,555.0,106.0,visa,137.0,debit
C06098-K1,C06098,visa,debit,22851,555.0,150.0,visa,226.0,debit
C10110-K1,C10110,visa,debit,16019,555.0,150.0,visa,226.0,debit
C00515-K1,C00515,visa,debit,19226,555.0,150.0,visa,226.0,debit
C01612-K1,C01612,mastercard,debit,15210,369.0,150.0,mastercard,224.0,debit
C09327-K1,C09327,visa,credit,11865,555.0,119.0,visa,226.0,credit
C03846-K1,C03846,mastercard,credit,16737,555.0,144.0,mastercard,224.0,credit
C03349-K1,C03349,visa,credit,13117,555.0,100.0,visa,195.0,credit
C03534-K1,C03534,visa,debit,20442,111.0,150.0,visa,195.0,debit
C10832-K1,C10832,visa,credit,21872,555.0,150.0,visa,226.0,credit
C07849-K1,C07849,american express,credit,20437,399.0,150.0,american express,137.0,credit
C05418-K1,C05418,mastercard,credit,18711,514.0,150.0,mastercard,129.0,credit
C02202-K1,C02202,mastercard,credit,11643,555.0,146.0,mastercard,224.0,credit
C05917-K1,C05917,visa,credit,10711,555.0,150.0,visa,226.0,credit
C08160-K1,C08160,american express,credit,14117,399.0,150.0,american express,132.0,credit
C12158-K1,C12158,visa,debit,10263,555.0,150.0,visa,226.0,debit
C03901-K1,C03901,visa,debit,12294,555.0,150.0,visa,226.0,debit
C11307-K1,C11307,mastercard,debit,17791,215.0,150.0,mastercard,126.0,debit
C10719-K1,C10719,visa,debit,18433,555.0,150.0,visa,226.0,debit
C04188-K1,C04188,visa,debit,20728,321.0,150.0,visa,226.0,debit
C09814-K1,C09814,mastercard,debit,19370,225.0,150.0,mastercard,117.0,debit
C00648-K1,C00648,visa,credit,14403,134.0,119.0,visa,226.0,credit
C05047-K1,C05047,american express,credit,12026,399.0,150.0,american express,146.0,credit
C02427-K1,C02427,visa,debit,23457,512.0,150.0,visa,226.0,debit
C00010-K1,C00010,visa,debit,15641,555.0,150.0,visa,226.0,debit
C12986-K1,C12986,mastercard,debit,22956,328.0,150.0,mastercard,117.0,debit
C12498-K1,C12498,mastercard,debit,17756,543.0,150.0,mastercard,224.0,debit
C02463-K1,C02463,american express,credit,15518,399.0,150.0,american express,119.0,credit
C07772-K1,C07772,visa,debit,19852,321.0,150.0,visa,226.0,debit
C10564-K1,C10564,mastercard,debit,19304,519.0,150.0,mastercard,117.0,debit
C09656-K1,C09656,visa,debit,14383,555.0,150.0,visa,226.0,debit
C11773-K1,C11773,mastercard,debit,19808,543.0,150.0,mastercard,224.0,debit
C13071-K1,C13071,visa,debit,22109,321.0,150.0,visa,226.0,debit
