customer_id,total_cards,first_seen,home_region,total_txns
C04266,1,2016-07-22 02:43:45,251.0,16
C06989,1,2016-07-22 02:44:32,512.0,4
C11782,1,2016-07-22 03:04:29,,2
C02913,1,2016-07-22 03:16:35,,1
C07031,1,2016-07-22 03:19:04,,4
C05325,1,2016-07-22 03:24:21,,3
C06652,1,2016-07-22 03:29:45,,1
C01328,1,2016-07-22 03:43:08,310.0,3
C05707,1,2016-07-22 03:53:08,299.0,6
C08425,1,2016-07-22 03:55:05,,3
C07891,1,2016-07-22 03:56:08,264.0,11
C10544,1,2016-07-22 04:07:09,,1
C02238,1,2016-07-22 04:12:34,420.0,1
C10485,1,2016-07-22 04:20:11,315.0,3
C09436,1,2016-07-22 04:20:44,,3
C12754,1,2016-07-22 04:24:59,,15
C10910,1,2016-07-22 04:25:51,251.0,4
C11125,1,2016-07-22 04:31:11,,1
C05207,1,2016-07-22 05:00:51,,1
C02617,1,2016-07-22 05:19:37,,1
C00491,1,2016-07-22 05:39:31,,4
C07054,1,2016-07-22 06:16:15,,3
C05055,1,2016-07-22 06:16:24,,6
C05533,1,2016-07-22 06:34:39,,1
C07807,1,2016-07-22 06:38:40,,3
C06180,1,2016-07-22 08:06:17,225.0,5
C10180,1,2016-07-22 12:11:10,,1
C02486,1,2016-07-22 12:13:26,337.0,1
C11517,1,2016-07-22 12:17:55,,1
C09499,1,2016-07-22 12:25:50,472.0,4
C10461,1,2016-07-22 12:41:22,,2
C03049,1,2016-07-22 12:45:33,,3
C12413,1,2016-07-22 12:47:31,181.0,6
C00445,1,2016-07-22 12:53:38,,1
C01617,1,2016-07-22 13:02:44,441.0,26
C06527,1,2016-07-22 13:06:50,337.0,2
C07241,1,2016-07-22 13:09:56,,2
C04156,1,2016-07-22 13:18:28,272.0,7
C00869,1,2016-07-22 13:23:53,205.0,2
C04896,1,2016-07-22 13:25:04,494.0,28
C06072,2,2016-07-22 13:33:06,310.0,2
C11921,1,2016-07-22 13:40:59,327.0,10
C02056,1,2016-07-22 13:57:55,494.0,3
C10173,1,2016-07-22 14:05:37,,1
C12904,1,2016-07-22 14:09:28,,1
C01359,1,2016-07-22 14:10:19,,20
C04027,1,2016-07-22 14:10:48,,1
C02409,1,2016-07-22 14:21:51,,2
C04236,1,2016-07-22 14:27:50,,11
C00646,1,2016-07-22 14:30:32,,1
C02283,1,2016-07-22 14:32:03,181.0,6
C11484,1,2016-07-22 14:33:41,330.0,14
C09074,1,2016-07-22 14:44:07,325.0,9
C05070,1,2016-07-22 14:47:53,,5
C04220,1,2016-07-22 14:51:05,264.0,5
C07653,1,2016-07-22 14:57:22,433.0,2
C12202,1,2016-07-22 15:01:25,,1
C13010,1,2016-07-22 15:06:52,,1
C07559,1,2016-07-22 15:09:31,,2
C03447,1,2016-07-22 15:09:54,337.0,8
C12319,1,2016-07-22 15:17:27,,1
C03392,1,2016-07-22 15:17:51,,2
C08138,1,2016-07-22 15:19:30,204.0,14
C05588,1,2016-07-22 15:20:51,,1
C03784,1,2016-07-22 15:22:34,,3
C00885,1,2016-07-22 15:24:27,,23
C01836,1,2016-07-22 15:24:44,,2
C08344,1,2016-07-22 15:31:50,498.0,1
C10748,1,2016-07-22 15:31:58,325.0,6
C13417,1,2016-07-22 15:32:30,330.0,4
C09960,1,2016-07-22 15:36:57,,8
C06960,1,2016-07-22 15:47:52,,2
C12822,1,2016-07-22 15:53:50,110.0,6
C06425,1,2016-07-22 16:03:53,264.0,7
C04032,1,2016-07-22 16:05:40,387.0,6
C06625,1,2016-07-22 16:08:17,205.0,6
C02703,1,2016-07-22 16:15:10,181.0,2
C07330,1,2016-07-22 16:17:12,,3
C08193,1,2016-07-22 16:20:31,204.0,17
C11280,1,2016-07-22 16:25:50,,2
C03566,1,2016-07-22 16:27:06,177.0,7
C05358,1,2016-07-22 16:29:37,315.0,2
C10579,1,2016-07-22 16:32:03,204.0,3
C09466,1,2016-07-22 16:34:15,,6
C08774,1,2016-07-22 16:34:36,,5
C00890,1,2016-07-22 16:37:17,225.0,2
C04944,1,2016-07-22 16:45:49,299.0,8
C02990,2,2016-07-22 16:45:57,264.0,17
C06865,1,2016-07-22 16:48:13,,4
C06281,1,2016-07-22 16:50:10,337.0,6
C03147,1,2016-07-22 16:50:22,,1
C00682,1,2016-07-22 16:51:40,143.0,3
C13028,1,2016-07-22 16:54:15,,12
C06012,1,2016-07-22 16:54:39,204.0,4
C08154,1,2016-07-22 16:54:48,,2
C09237,1,2016-07-22 16:58:46,,4
C05266,1,2016-07-22 17:00:10,,1
C01193,1,2016-07-22 17:06:52,444.0,8
C00300,1,2016-07-22 17:14:36,,28
C08175,1,2016-07-22 17:17:12,225.0,1
C08958,1,2016-07-22 17:21:34,,30
C07467,1,2016-07-22 17:22:23,,14
C11751,1,2016-07-22 17:26:58,,5
C03655,1,2016-07-22 17:27:13,,1
C04379,1,2016-07-22 17:28:55,204.0,2
C02531,1,2016-07-22 17:30:29,,7
C10022,1,2016-07-22 17:41:33,,5
C03632,1,2016-07-22 17:42:39,,4
C05306,1,2016-07-22 17:42:55,,4
C12976,1,2016-07-22 17:46:15,272.0,3
C05396,1,2016-07-22 18:03:42,264.0,2
C02928,1,2016-07-22 18:12:00,,2
C12757,1,2016-07-22 18:17:54,,2
C12008,1,2016-07-22 18:20:43,,1
C04613,1,2016-07-22 18:20:54,,3
C02435,1,2016-07-22 18:21:56,512.0,12
C00211,1,2016-07-22 18:29:08,,1
C07121,1,2016-07-22 18:29:30,492.0,14
C12608,1,2016-07-22 18:29:40,181.0,5
C01001,1,2016-07-22 18:31:26,204.0,6
C01274,1,2016-07-22 18:32:47,,6
C08862,1,2016-07-22 18:32:53,,1
C10713,1,2016-07-22 18:37:12,,6
C13345,1,2016-07-22 18:39:51,433.0,28
C08849,1,2016-07-22 18:43:58,194.0,6
C01639,2,2016-07-22 18:46:11,143.0,4
C13368,1,2016-07-22 18:46:51,,2
C10939,1,2016-07-22 18:49:24,,1
C04457,1,2016-07-22 18:50:00,,1
C06030,1,2016-07-22 18:52:27,110.0,9
C00224,1,2016-07-22 18:53:20,,1
C04143,1,2016-07-22 19:01:59,264.0,7
C03182,1,2016-07-22 19:04:48,,6
C02808,1,2016-07-22 19:07:18,436.0,6
C12450,1,2016-07-22 19:27:24,,7
C08144,1,2016-07-22 19:28:15,205.0,1
C03528,1,2016-07-22 19:32:57,330.0,23
C12516,1,2016-07-22 19:35:40,123.0,1
C12270,1,2016-07-22 19:35:41,469.0,3
C07371,1,2016-07-22 19:36:00,,2
C05590,1,2016-07-22 19:36:17,,4
C03336,1,2016-07-22 19:39:31,,1
C01015,1,2016-07-22 19:43:11,,1
C09909,1,2016-07-22 19:43:16,,7
C11555,1,2016-07-22 19:59:38,203.0,9
C01814,1,2016-07-22 19:59:52,225.0,5
C08364,1,2016-07-22 20:03:27,,8
C06617,1,2016-07-22 20:04:30,204.0,30
C13030,1,2016-07-22 20:06:43,272.0,2
C02885,1,2016-07-22 20:08:37,272.0,4
C03082,1,2016-07-22 20:17:20,225.0,18
C11989,1,2016-07-22 20:18:08,231.0,7
C03062,1,2016-07-22 20:20:32,,1
C00248,1,2016-07-22 20:22:18,433.0,5
C13301,1,2016-07-22 20:23:37,,1
C05228,1,2016-07-22 20:23:41,,1
C00465,1,2016-07-22 20:26:19,,1
C09096,1,2016-07-22 20:31:37,225.0,2
C13042,1,2016-07-22 20:49:55,,1
C08439,1,2016-07-22 20:51:10,177.0,10
C03420,1,2016-07-22 20:52:35,,1
C03359,2,2016-07-22 20:56:30,325.0,2
C11089,1,2016-07-22 20:58:12,170.0,8
C01023,1,2016-07-22 20:59:02,,1
C03086,1,2016-07-22 21:00:05,330.0,4
C12424,1,2016-07-22 21:00:25,226.0,2
C12147,1,2016-07-22 21:00:37,,7
C06904,1,2016-07-22 21:01:25,,1
C07629,1,2016-07-22 21:21:51,327.0,4
C09913,1,2016-07-22 21:22:19,231.0,1
C06843,1,2016-07-22 21:27:06,177.0,10
C01277,1,2016-07-22 21:28:13,,3
C07373,1,2016-07-22 21:28:26,,1
C05700,1,2016-07-22 21:31:02,,3
C10503,1,2016-07-22 21:33:49,,2
C07595,1,2016-07-22 21:34:03,485.0,1
C10341,1,2016-07-22 21:37:32,126.0,3
C00191,1,2016-07-22 21:43:38,158.0,1
C06537,1,2016-07-22 21:46:15,,2
C08604,1,2016-07-22 21:48:33,,6
C04942,1,2016-07-22 21:50:30,308.0,2
C06620,1,2016-07-22 21:59:14,,2
C07952,1,2016-07-22 22:13:36,126.0,6
C10189,1,2016-07-22 22:15:23,184.0,4
C01270,1,2016-07-22 22:18:33,,1
C02591,1,2016-07-22 22:24:08,,3
C05687,1,2016-07-22 22:26:37,325.0,4
C04714,1,2016-07-22 22:30:18,204.0,1
C07016,1,2016-07-22 22:31:31,226.0,2
C07246,1,2016-07-22 22:40:48,,1
C01275,1,2016-07-22 22:44:45,123.0,7
C04555,1,2016-07-22 22:48:04,,9
C06156,1,2016-07-22 22:51:30,310.0,13
C01524,1,2016-07-22 22:51:53,476.0,6
C05270,1,2016-07-22 22:52:13,441.0,5
C10067,1,2016-07-22 22:52:29,,1
C03767,1,2016-07-22 22:56:04,299.0,2
C10201,1,2016-07-22 22:57:23,191.0,1
C09343,1,2016-07-22 22:59:59,,9
C12813,1,2016-07-22 23:00:40,,4
C09848,2,2016-07-22 23:04:26,,5
C01570,1,2016-07-22 23:07:38,,2
C09931,1,2016-07-22 23:09:33,,1
C10226,1,2016-07-22 23:10:55,310.0,6
C10619,1,2016-07-22 23:16:37,,1
C03417,1,2016-07-22 23:22:19,433.0,3
C03567,1,2016-07-22 23:23:56,204.0,19
C00419,2,2016-07-22 23:30:41,272.0,48
C07350,1,2016-07-22 23:34:27,205.0,2
C07499,1,2016-07-22 23:36:24,272.0,10
C04097,1,2016-07-22 23:38:22,330.0,13
C04646,1,2016-07-22 23:41:32,181.0,9
C05544,1,2016-07-22 23:42:57,315.0,8
C06564,1,2016-07-22 23:46:37,325.0,1
C10000,1,2016-07-23 00:07:14,299.0,3
C01672,1,2016-07-23 00:13:29,,8
C04328,1,2016-07-23 00:20:57,428.0,16
C04059,1,2016-07-23 00:23:14,143.0,9
C03117,1,2016-07-23 00:27:22,225.0,6
C03197,1,2016-07-23 00:30:15,,2
C13439,1,2016-07-23 00:37:41,387.0,12
C12341,1,2016-07-23 00:38:45,,2
C00957,1,2016-07-23 00:41:28,,12
C11652,2,2016-07-23 01:03:36,110.0,10
C07991,1,2016-07-23 01:08:22,251.0,12
C03424,1,2016-07-23 01:24:27,157.0,3
C05069,1,2016-07-23 01:25:53,181.0,1
C05537,1,2016-07-23 01:28:48,330.0,7
C02153,1,2016-07-23 01:34:06,253.0,6
C03059,1,2016-07-23 01:34:29,299.0,3
C09901,1,2016-07-23 01:34:45,181.0,7
C05461,1,2016-07-23 01:36:45,,7
C04013,1,2016-07-23 01:41:50,126.0,7
C08798,1,2016-07-23 01:44:29,,3
C10330,1,2016-07-23 01:54:07,,3
C09140,1,2016-07-23 02:10:43,444.0,2
C08089,1,2016-07-23 02:12:54,299.0,2
C03585,1,2016-07-23 02:25:36,177.0,1
C01207,1,2016-07-23 02:27:16,,5
C05458,1,2016-07-23 02:28:54,,1
C04174,1,2016-07-23 02:31:57,,4
C12555,1,2016-07-23 02:32:18,315.0,2
C03152,1,2016-07-23 02:51:05,,1
C06312,1,2016-07-23 02:51:21,,1
C04505,1,2016-07-23 02:58:20,,13
C02121,1,2016-07-23 02:58:43,,1
C03512,1,2016-07-23 03:14:53,,1
C08009,1,2016-07-23 03:17:42,225.0,8
C03377,1,2016-07-23 03:20:55,485.0,26
C04151,1,2016-07-23 03:26:15,,4
C09114,1,2016-07-23 03:31:59,310.0,1
C11084,1,2016-07-23 03:40:02,315.0,3
C10249,1,2016-07-23 03:44:51,498.0,9
C01115,1,2016-07-23 03:46:25,,25
C02261,1,2016-07-23 03:47:38,170.0,8
C02911,1,2016-07-23 03:54:56,299.0,7
C02139,1,2016-07-23 03:55:32,,5
C05955,1,2016-07-23 04:01:55,299.0,4
C00193,1,2016-07-23 04:08:08,272.0,1
C02948,1,2016-07-23 04:33:37,,1
C09346,1,2016-07-23 04:48:37,,6
C12120,1,2016-07-23 04:49:20,,1
C05603,1,2016-07-23 04:54:06,,4
C02813,1,2016-07-23 06:31:11,,2
C12026,1,2016-07-23 06:31:34,,1
C12101,1,2016-07-23 06:45:09,,2
C06148,1,2016-07-23 06:46:04,194.0,13
C04014,1,2016-07-23 07:45:30,,3
C05997,1,2016-07-23 08:10:43,,1
C00145,1,2016-07-23 11:27:53,,1
C13263,1,2016-07-23 11:51:37,315.0,12
C01082,1,2016-07-23 11:56:17,181.0,9
C00427,1,2016-07-23 12:23:10,472.0,7
C01663,1,2016-07-23 12:34:20,,1
C07724,1,2016-07-23 12:38:58,,2
C09318,1,2016-07-23 12:53:30,,1
C10450,1,2016-07-23 13:09:27,512.0,1
C01417,1,2016-07-23 13:13:00,123.0,10
C04225,1,2016-07-23 13:16:31,,3
C09017,2,2016-07-23 13:23:23,225.0,18
C07239,1,2016-07-23 13:46:51,,16
C07597,1,2016-07-23 13:50:50,204.0,3
C08975,2,2016-07-23 13:52:55,143.0,20
C02686,1,2016-07-23 13:53:37,,15
C07567,1,2016-07-23 13:56:50,,1
C08311,1,2016-07-23 14:01:54,472.0,8
C04382,1,2016-07-23 14:06:53,,3
C12143,1,2016-07-23 14:07:28,,1
C11207,1,2016-07-23 14:15:03,472.0,14
C02203,1,2016-07-23 14:29:46,327.0,2
C02677,1,2016-07-23 14:30:22,441.0,2
C08094,1,2016-07-23 14:30:23,251.0,6
C02211,1,2016-07-23 14:38:12,126.0,5
C12216,1,2016-07-23 14:48:17,123.0,2
C06037,1,2016-07-23 14:51:10,184.0,8
C08172,1,2016-07-23 14:58:38,231.0,11
C09613,1,2016-07-23 15:02:06,181.0,3
C10283,1,2016-07-23 15:05:52,170.0,6
C07331,1,2016-07-23 15:06:57,,1
C05682,1,2016-07-23 15:07:14,269.0,4
C03114,1,2016-07-23 15:07:53,,1
C02543,1,2016-07-23 15:13:58,,2
C09317,1,2016-07-23 15:23:40,,6
C11130,1,2016-07-23 15:28:04,,1
C12684,1,2016-07-23 15:29:19,,1
C08046,2,2016-07-23 15:30:11,441.0,2
C07899,1,2016-07-23 15:33:05,,4
C05870,1,2016-07-23 15:34:38,,1
C08252,1,2016-07-23 15:36:35,,3
C03652,1,2016-07-23 15:49:29,,1
C08319,2,2016-07-23 15:50:58,310.0,4
C11544,1,2016-07-23 15:55:26,325.0,6
C07364,1,2016-07-23 16:03:11,,1
C02465,1,2016-07-23 16:03:24,,1
C08524,1,2016-07-23 16:06:05,498.0,5
C09694,1,2016-07-23 16:06:13,,1
C00791,1,2016-07-23 16:11:17,225.0,5
C01961,1,2016-07-23 16:19:09,,4
C07873,1,2016-07-23 16:22:55,,4
C12151,1,2016-07-23 16:23:44,299.0,7
C07280,1,2016-07-23 16:28:13,,1
C07361,1,2016-07-23 16:29:40,,1
C08694,1,2016-07-23 16:38:21,,3
C10808,1,2016-07-23 16:38:46,,5
C09758,1,2016-07-23 16:39:12,,1
C06291,1,2016-07-23 16:50:41,,1
C10956,1,2016-07-23 16:52:43,,1
C07791,1,2016-07-23 16:54:36,,1
C12709,1,2016-07-23 16:58:34,,1
C10276,1,2016-07-23 17:03:29,,2
C11981,1,2016-07-23 17:05:22,143.0,4
C09353,1,2016-07-23 17:10:42,272.0,6
C05229,1,2016-07-23 17:10:54,,3
C02327,1,2016-07-23 17:12:17,444.0,1
C11469,1,2016-07-23 17:12:45,299.0,4
C08040,1,2016-07-23 17:13:01,,3
C03924,1,2016-07-23 17:16:20,308.0,10
C08495,1,2016-07-23 17:16:31,225.0,6
C04428,1,2016-07-23 17:16:52,204.0,2
C13004,1,2016-07-23 17:18:54,472.0,3
C03485,1,2016-07-23 17:19:46,204.0,8
C02634,1,2016-07-23 17:24:48,420.0,2
C00715,1,2016-07-23 17:30:39,485.0,2
C06557,1,2016-07-23 17:39:08,,3
C12589,1,2016-07-23 17:39:46,,2
C03615,1,2016-07-23 17:41:08,194.0,4
C12571,1,2016-07-23 17:41:37,325.0,8
C05952,1,2016-07-23 17:41:50,,1
C11448,1,2016-07-23 17:51:27,,1
C11741,1,2016-07-23 17:52:46,220.0,32
C12199,1,2016-07-23 17:53:18,337.0,17
C07536,1,2016-07-23 17:53:53,,1
C07083,1,2016-07-23 17:53:59,,5
C04956,1,2016-07-23 18:03:44,,1
C02086,1,2016-07-23 18:05:18,181.0,6
C04376,1,2016-07-23 18:06:25,,1
C05110,1,2016-07-23 18:13:04,,4
C05601,1,2016-07-23 18:13:23,123.0,29
C12428,1,2016-07-23 18:14:34,428.0,2
C00299,1,2016-07-23 18:14:57,,11
C07716,1,2016-07-23 18:23:05,,1
C00792,1,2016-07-23 18:30:51,,8
C00879,3,2016-07-23 18:33:13,315.0,11
C05054,2,2016-07-23 18:38:17,225.0,3
C03546,1,2016-07-23 18:38:18,,1
C07400,2,2016-07-23 18:39:56,,9
C03968,1,2016-07-23 18:47:05,,3
C10357,1,2016-07-23 18:57:49,143.0,2
C06646,1,2016-07-23 19:05:04,,2
C07128,1,2016-07-23 19:07:32,,2
C09382,1,2016-07-23 19:09:16,485.0,28
C08261,1,2016-07-23 19:12:48,231.0,7
C00919,1,2016-07-23 19:14:06,,2
C06574,1,2016-07-23 19:20:15,184.0,4
C06519,1,2016-07-23 19:26:18,272.0,3
C08950,1,2016-07-23 19:26:51,264.0,2
C12278,1,2016-07-23 19:28:57,226.0,6
C00284,1,2016-07-23 19:35:56,,2
C05840,1,2016-07-23 19:36:55,220.0,2
C09635,1,2016-07-23 19:42:54,325.0,13
C04292,1,2016-07-23 19:47:51,181.0,2
C05788,2,2016-07-23 19:49:29,203.0,6
C07548,1,2016-07-23 19:50:30,,1
C09243,2,2016-07-23 19:52:52,272.0,3
C12237,1,2016-07-23 19:54:26,299.0,5
C03466,1,2016-07-23 19:58:56,343.0,1
C09718,1,2016-07-23 19:59:57,,2
C08813,1,2016-07-23 20:02:07,,8
C12514,1,2016-07-23 20:13:50,,5
C11351,1,2016-07-23 20:15:33,,3
C02779,1,2016-07-23 20:16:40,,2
C05666,1,2016-07-23 20:20:13,,2
C08284,1,2016-07-23 20:20:30,,2
C11195,1,2016-07-23 20:30:11,204.0,1
C01888,1,2016-07-23 20:51:01,143.0,6
C04487,1,2016-07-23 20:51:05,,3
C04600,1,2016-07-23 20:53:02,269.0,12
C10982,1,2016-07-23 20:58:12,,1
C03013,1,2016-07-23 21:00:55,299.0,6
C09046,1,2016-07-23 21:04:54,,1
C02383,1,2016-07-23 21:06:05,184.0,29
C07057,1,2016-07-23 21:06:53,264.0,22
C01952,1,2016-07-23 21:11:54,,6
C00082,1,2016-07-23 21:13:47,204.0,3
C01514,1,2016-07-23 21:27:15,492.0,1
C04432,1,2016-07-23 21:34:29,,2
C06667,1,2016-07-23 21:39:10,269.0,4
C00817,1,2016-07-23 21:39:17,325.0,14
C06351,1,2016-07-23 21:39:32,,34
C03521,1,2016-07-23 21:41:44,,2
C05155,1,2016-07-23 21:46:42,181.0,3
C02215,1,2016-07-23 21:57:11,,2
C07306,1,2016-07-23 21:57:33,,2
C01071,1,2016-07-23 21:59:28,194.0,4
C02230,1,2016-07-23 22:08:04,,2
C09123,1,2016-07-23 22:09:30,,8
C00407,1,2016-07-23 22:16:57,264.0,3
C04251,1,2016-07-23 22:18:42,485.0,33
C10307,1,2016-07-23 22:26:58,299.0,8
C13101,1,2016-07-23 22:32:59,476.0,16
C11449,1,2016-07-23 22:34:06,,1
C05579,1,2016-07-23 22:40:32,126.0,15
C11983,1,2016-07-23 22:43:45,191.0,1
C02376,1,2016-07-23 22:45:28,272.0,18
C04730,1,2016-07-23 22:53:44,498.0,3
C04715,1,2016-07-23 22:56:52,,5
C06878,1,2016-07-23 22:56:53,,1
C10478,1,2016-07-23 22:57:41,,1
C06254,1,2016-07-23 23:01:16,433.0,8
C06819,1,2016-07-23 23:05:22,,1
C09407,1,2016-07-23 23:14:45,,3
C04243,1,2016-07-23 23:21:15,205.0,3
C00472,1,2016-07-23 23:26:33,231.0,18
C08488,1,2016-07-23 23:28:02,143.0,2
C03188,1,2016-07-23 23:31:32,,3
C13376,1,2016-07-23 23:32:15,,1
C05101,1,2016-07-23 23:32:55,,2
C00408,1,2016-07-23 23:35:42,325.0,9
C02199,1,2016-07-23 23:51:49,512.0,13
C12549,1,2016-07-24 00:05:20,325.0,4
C07190,1,2016-07-24 00:09:15,220.0,3
C00670,1,2016-07-24 00:15:07,343.0,2
C11284,1,2016-07-24 00:19:06,,1
C07150,1,2016-07-24 00:21:18,177.0,1
C09765,1,2016-07-24 00:42:51,,1
C07294,1,2016-07-24 00:45:39,,1
C04585,1,2016-07-24 01:02:33,476.0,1
C06831,2,2016-07-24 01:12:43,264.0,3
C06261,1,2016-07-24 01:19:35,,2
C03681,1,2016-07-24 01:24:49,,2
C07501,1,2016-07-24 01:25:30,264.0,6
C04071,1,2016-07-24 01:33:48,264.0,4
C00958,1,2016-07-24 01:37:15,330.0,6
C09748,1,2016-07-24 01:43:08,,6
C05479,1,2016-07-24 01:47:27,,3
C12362,1,2016-07-24 01:50:46,,2
C11393,1,2016-07-24 01:56:39,204.0,13
C05581,1,2016-07-24 01:57:29,,3
C04342,1,2016-07-24 01:57:43,,5
C09987,1,2016-07-24 02:01:48,,3
C05875,1,2016-07-24 02:03:08,,1
C00169,1,2016-07-24 02:03:44,191.0,12
C12518,1,2016-07-24 02:03:46,387.0,1
C09288,1,2016-07-24 02:06:47,231.0,6
C11411,1,2016-07-24 02:08:46,,4
C02832,1,2016-07-24 02:11:06,,6
C00098,1,2016-07-24 02:11:12,,2
C09951,1,2016-07-24 02:12:35,492.0,10
C05956,1,2016-07-24 02:32:43,,1
C11407,2,2016-07-24 02:36:01,,5
C04235,1,2016-07-24 02:38:00,494.0,3
C01845,1,2016-07-24 02:40:16,,1
C08385,1,2016-07-24 02:53:11,181.0,6
C06365,1,2016-07-24 02:53:47,485.0,3
C08785,1,2016-07-24 02:53:50,,1
C11432,1,2016-07-24 02:54:40,330.0,4
C03376,1,2016-07-24 02:56:37,448.0,10
C06256,1,2016-07-24 02:59:08,226.0,4
C12965,1,2016-07-24 03:19:05,,8
C00323,1,2016-07-24 03:24:21,,5
C04803,1,2016-07-24 03:32:38,,4
C06054,1,2016-07-24 03:35:52,,2
C09799,1,2016-07-24 03:38:49,485.0,15
C00385,1,2016-07-24 03:41:15,,5
C11503,1,2016-07-24 03:42:01,315.0,8
C11800,1,2016-07-24 04:12:26,272.0,2
C01223,1,2016-07-24 04:29:55,,3
C11589,1,2016-07-24 04:49:15,204.0,1
C09481,1,2016-07-24 05:06:11,,6
C07941,1,2016-07-24 05:19:01,,1
C03825,1,2016-07-24 05:20:32,,3
C13020,1,2016-07-24 05:32:10,,2
C10305,1,2016-07-24 05:34:08,,6
C06417,1,2016-07-24 05:45:21,,1
C05057,1,2016-07-24 06:02:27,327.0,4
C10684,1,2016-07-24 07:00:18,,1
C07658,1,2016-07-24 07:24:31,264.0,22
C02585,1,2016-07-24 09:44:04,,21
C08523,1,2016-07-24 10:48:53,,3
C13405,1,2016-07-24 11:01:59,,1
C01305,1,2016-07-24 12:02:45,441.0,3
C03602,1,2016-07-24 12:12:07,,2
C04074,1,2016-07-24 12:20:55,272.0,19
C12347,1,2016-07-24 12:29:52,264.0,6
C04767,1,2016-07-24 12:57:42,,3
C05250,1,2016-07-24 13:05:39,184.0,8
C07453,1,2016-07-24 13:17:39,,3
C04686,1,2016-07-24 13:28:38,,1
C07765,1,2016-07-24 13:42:00,181.0,3
C12664,1,2016-07-24 13:50:21,231.0,3
C10460,1,2016-07-24 13:54:35,225.0,2
C00708,1,2016-07-24 13:58:28,,1
C12767,1,2016-07-24 14:13:47,204.0,1
C05938,1,2016-07-24 14:24:43,,2
C10445,1,2016-07-24 14:26:47,,2
C01837,1,2016-07-24 14:29:22,231.0,2
C00799,1,2016-07-24 14:39:29,264.0,1
C04884,1,2016-07-24 14:42:34,184.0,10
C02674,1,2016-07-24 14:43:16,,1
C09736,1,2016-07-24 14:46:15,,7
C00816,1,2016-07-24 14:49:55,231.0,3
C10945,1,2016-07-24 14:57:55,315.0,5
C03828,1,2016-07-24 14:59:11,,2
C01095,1,2016-07-24 15:08:41,,1
C06023,1,2016-07-24 15:10:41,,2
C05163,1,2016-07-24 15:13:10,325.0,6
C04380,1,2016-07-24 15:36:33,194.0,8
C05111,1,2016-07-24 15:37:03,,1
C01133,1,2016-07-24 15:37:33,472.0,3
C08313,1,2016-07-24 15:38:25,,1
C00428,1,2016-07-24 15:51:42,325.0,6
C11126,1,2016-07-24 15:55:05,315.0,13
C10033,1,2016-07-24 15:59:47,,1
C06881,1,2016-07-24 16:02:12,327.0,27
C00343,1,2016-07-24 16:03:05,,1
C09777,1,2016-07-24 16:04:55,,2
C07890,1,2016-07-24 16:05:52,181.0,5
C04647,1,2016-07-24 16:07:21,,3
C06242,1,2016-07-24 16:07:42,387.0,4
C11296,1,2016-07-24 16:08:16,231.0,21
C03723,1,2016-07-24 16:09:50,299.0,5
C06701,1,2016-07-24 16:17:24,,1
C00786,1,2016-07-24 16:22:37,,2
C10494,1,2016-07-24 16:22:37,,1
C05899,1,2016-07-24 16:24:41,,2
C10086,1,2016-07-24 16:24:52,,7
C08658,1,2016-07-24 16:25:24,,3
C07205,1,2016-07-24 16:28:56,,3
C00086,1,2016-07-24 16:29:44,184.0,5
C07953,1,2016-07-24 16:41:52,,5
C07365,1,2016-07-24 16:42:20,387.0,8
C09923,1,2016-07-24 17:04:32,,1
C10767,1,2016-07-24 17:12:55,,2
C10754,1,2016-07-24 17:16:10,,4
C01703,1,2016-07-24 17:16:12,472.0,2
C03249,1,2016-07-24 17:16:28,,1
C04522,1,2016-07-24 17:17:16,485.0,5
C11199,1,2016-07-24 17:20:32,184.0,2
C05433,2,2016-07-24 17:26:26,472.0,10
C07146,1,2016-07-24 17:27:21,,12
C07310,1,2016-07-24 17:34:12,327.0,6
C06588,1,2016-07-24 17:36:16,225.0,11
C12050,1,2016-07-24 17:38:46,,1
C11708,1,2016-07-24 17:40:03,472.0,3
C04208,1,2016-07-24 17:52:57,,3
C02671,1,2016-07-24 17:53:28,,3
C04462,1,2016-07-24 18:03:16,264.0,19
C13072,1,2016-07-24 18:03:44,,8
C05243,1,2016-07-24 18:04:44,231.0,15
C08432,1,2016-07-24 18:05:51,,6
C10663,1,2016-07-24 18:10:48,330.0,1
C04578,1,2016-07-24 18:14:31,,1
C10830,1,2016-07-24 18:14:38,264.0,2
C11565,1,2016-07-24 18:15:30,,1
C11744,1,2016-07-24 18:24:48,,1
C05091,1,2016-07-24 18:27:11,512.0,2
C10850,1,2016-07-24 18:28:30,299.0,10
C06058,1,2016-07-24 18:31:29,,2
C12716,1,2016-07-24 18:34:21,,3
C08654,1,2016-07-24 18:37:10,,1
C07621,1,2016-07-24 18:45:36,184.0,11
C05126,2,2016-07-24 18:46:46,205.0,7
C12868,1,2016-07-24 18:51:43,,1
C13120,1,2016-07-24 18:52:31,387.0,11
C02141,1,2016-07-24 18:55:37,,3
C02837,1,2016-07-24 18:58:50,,1
C09837,1,2016-07-24 18:58:54,330.0,13
C11056,1,2016-07-24 19:01:27,,1
C01431,1,2016-07-24 19:02:05,387.0,4
C00604,1,2016-07-24 19:04:40,,2
C02385,1,2016-07-24 19:21:04,,2
C05923,1,2016-07-24 19:26:27,264.0,2
C05045,1,2016-07-24 19:31:53,,1
C01297,1,2016-07-24 19:43:26,,1
C08535,1,2016-07-24 19:57:00,337.0,9
